trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	__	EE					1.2	1.2	0	0	1.2	101.2											-2	98	-2	98	-2	98																																																																																																																																
2	u__	yiy	1.0	1.0	0	0			1.0	1.0					-2	98	-2	98	-2	98							1.0	99.0																																																																																																																																
3	_i_	Aie					1.5	2.7	0	1.0					-2	96	-2	96	-2	96																																																																																																																																								
4	_u_	oui					1.7142857142857142	4.414285714285715	0	1.0									-2	94					-2	96	-2	97.0																																																																																																															-2	98													-2	98	-2	98
5	e__	Eau	0.8571428571428571	1.8571428571428572	0	0			0.8571428571428571	1.8571428571428572							0.8571428571428571	96.85714285714286	0.8571428571428571	94.85714285714286			-2	96	-2	94	-2	95.0																																																																																																																																
6	a__	Aii	1.0	2.857142857142857	0	0			1.0	2.857142857142857					-2	94	-2	94.85714285714286	-2	92.85714285714286							1.0	96.0																																																																																																																																
7	__e	aoE			0.8571428571428571	0.8571428571428571	0.8571428571428571	5.271428571428571	0	2.857142857142857							0.8571428571428571	95.71428571428572	0.8571428571428571	93.71428571428572			-2	94	-2	92	-2	94.0																																																																																																																																
8	y__	uaa	0.3333333333333333	3.1904761904761907	0	0.8571428571428571			0.3333333333333333	3.1904761904761907					0.3333333333333333	94.33333333333333	0.3333333333333333	96.04761904761905	0.3333333333333333	94.04761904761905							-2	92.0																																																																																																																																
9	__a	OeA			1.1428571428571428	2.0	1.1428571428571428	6.414285714285715	0	3.1904761904761907			-2	98	-2	92.33333333333333	-2	94.04761904761905	-2	92.04761904761905							1.1428571428571428	93.14285714285714																																																																																																																																
