trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
1	uEa	uea			0.5	0.5					-2	98	-2	98			0.5	100.5	0.5	100.5	0.5	100.5																																													-2	98	-2	98													-2	98	-2	98																																																									-2	98	-2	98	-2	98	-2	98
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5	20.5																																																																																																																																																		
4	eAA	eaa			0.5	1.0			0.5	100.5	0.5	98.5	0.5	98.5							-2	98.5																																													-2	96	-2	96													-2	96	-2	96																																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5	21.0																																																																																																																																																		
6	iOO	ioo			0.4	1.4	0.4	100.4	0.4	100.9	0.4	98.9	0.4	98.9					-2	98.5	-2	96.5																																																									-2	98	-2	98	-2	94	-2	94																																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	21.4																																																																																																																																																		
7	eau	eAy			0.3333333333333333	1.7333333333333332			-2	98.9	-2	96.9	-2	96.9							0.3333333333333333	96.83333333333333																																													0.3333333333333333	96.33333333333333	0.3333333333333333	96.33333333333333													0.3333333333333333	94.33333333333333	0.3333333333333333	94.33333333333333																																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3333333333333357	21.733333333333334																																																																																																																																																		
11	OiA	oia	0.3333333333333333	22.066666666666666	0.3333333333333333	2.0666666666666664	0.3333333333333333	100.73333333333333	0.3333333333333333	99.23333333333333	0.3333333333333333	97.23333333333333	0.3333333333333333	97.23333333333333					-2	96.5	-2	94.83333333333333																																																													-2	92.33333333333333	-2	92.33333333333333																																													-2	98	-2	98													-2	96	-2	96
13	aeo	AeO	0.125	22.191666666666666	0.125	2.1916666666666664	-2	98.73333333333333	-2	97.23333333333333	-2	95.23333333333333	-2	95.23333333333333					0.125	96.625	0.125	94.95833333333333																																									0.125	100.125	0.125	100.125	0.125	96.45833333333333	0.125	96.45833333333333									0.125	98.125	0.125	98.125	0.125	92.45833333333333	0.125	92.45833333333333																																																									0.125	98.125	0.125	98.125	0.125	96.125	0.125	96.125
