trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	___	AAO					2	2	0	0	2	102	-2	98	-2	98	-2	98	-2	98																																																																																																																																								
2	e__	eAe							2	2					-2	96	-2	96	-2	96																																																																																																																																								
3	i__	iye							2	4					-2	94	-2	94	-2	94																																																																																																																																								
3	Apriori	MaxIOSyl1>>MaxIO					2	4																																																																																																																																																					
4	__A	oua			2	2	2	6	0	4					2	96	2	96	2	96					-2	98	-2	98																																																																																																																																
4	Apriori	Id(Bk)Syl1>>Id(Bk)	2	2																																																																																																																																																									
5	_i_	oie					2	8	0	4							-2	94	-2	94					-2	96	-2	96																																																																																																											-2	98	-2	98	-2	98											-2	98	-2	98	-2	98
6	_i_	eii					2	10	0	4							-2	92	-2	92																																																																																																																																								
7	__i	aoi					2	12	0	4															-2	94	-2	94																																																																																																													-2	96	-2	96													-2	96	-2	96
8	i__	iue							2	6							-2	90	-2	90							-2	92																																																													-2	98	-2	98																																																									-2	98	-2	96	-2	94	-2	94
9	e__	eAA							2	8					-2	94	-2	88	-2	88																																																																																																																																								
10	_i_	yie					2	14	0	8					-2	92	-2	86	-2	86																																																																																																																																								
11	_i_	eie					2	16	0	8							-2	84	-2	84																																																																																																																																								
12	_a_	oao					2	18	0	8															-2	92	-2	90																																																																																																																																
13	A_	ao	2	4	0	2			2	10					2	94	2	86	2	86					-2	90	-2	88																																																																																																																																
14	_i_	eio					2	20	0	10							-2	84	-2	84					-2	88	-2	86																																											-2	98			-2	98									-2	98	-2	98	-2	96	-2	96																																																																
15	_i_	aio					2	22	0	10															-2	86	-2	84																																																									-2	96	-2	96	-2	94	-2	94																																																													-2	92	-2	92
16	_u_	eui					2	24	0	10							-2	82	-2	82																																																					-2	98	-2	96													-2	92	-2	92																																																													-2	90	-2	90
17	i__	iey							2	12					-2	92	-2	80	-2	80																																																																																																																																								
18	i__	iey							2	14					-2	90	-2	78	-2	78																																																																																																																																								
19	i__	iyA							2	16					-2	88	-2	76	-2	76																																																																																																																																								
20	e__	eyy							2	18					-2	86	-2	74	-2	74																																																																																																																																								
21	e__	eOO							2	20			-2	96	-2	84	-2	72	-2	72																																																																																																																																								
22	_e_	yee					2	26	0	20					-2	82	-2	70	-2	70																																																																																																																																								
23	__i	Ayi					2	28	0	20					-2	80	-2	68	-2	68																																																																																																																																								
24	__y	ouu			2	4	2	30	0	20					2	82	2	70	2	70					-2	84	-2	82																																																																																																																																
25	__e	aoe					2	32	0	20															-2	82	-2	80																																																																																																									-2	98	-2	96	-2	94	-2	94									-2	96	-2	94	-2	88	-2	88
26	_i_	oii					2	34	0	20									-2	68					-2	80	-2	78																																																																																																													-2	92	-2	92													-2	86	-2	86
27	e_	ea							2	22																	-2	76																																													-2	96	-2	94													-2	90	-2	90																																																																
28	e__	eae							2	24							-2	68	-2	66							-2	74																																													-2	94	-2	92													-2	88	-2	88																																																									-2	94	-2	92	-2	84	-2	84
29	i__	iye							2	26					-2	80	-2	66	-2	64																																																																																																																																								
30	__i	eyi					2	36	0	26					-2	78	-2	64	-2	62																																																																																																																																								
31	__i	Aei					2	38	0	26					-2	76	-2	62	-2	60																																																																																																																																								
32	i__	ieu							2	28							-2	60	-2	58							-2	72																																													-2	92	-2	90													-2	86	-2	86																																																																
