			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	yo_		0	1	0	1	0	0	1	1	0	0
	_oe		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oE		0	2	1	1	0	1	0	0	0	0
	uO_		1	1	0	1	0	0	0	0	1	1
	u_e		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_E		1	2	0	1	0	1	0	0	0	0
	uo_		1	2	0	1	0	0	0	0	0	0
yOi	yOi	1	0	0	0	0	0	0	0	0	0	0
	yOI		0	1	0	0	0	1	1	1	0	0
	yoi		0	1	0	0	0	0	1	1	0	0
	yoI		0	2	0	0	0	1	1	2	0	0
	uOi		1	1	0	0	0	0	0	0	1	1
	uOI		1	2	0	0	0	1	1	1	1	1
	uoi		1	2	0	0	0	0	0	0	0	0
	uoI		1	3	0	0	0	1	0	0	0	0
	yO_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Oi		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_I		0	1	0	1	0	1	1	1	0	0
	_OI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oi		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oI		0	2	1	1	0	1	0	0	0	0
	uO_		1	1	0	1	0	0	0	0	1	1
	u_i		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_I		1	2	0	1	0	1	0	0	0	0
	uo_		1	2	0	1	0	0	0	0	0	0
yOI	yOI		0	0	0	0	0	1	1	1	0	0
	yOi		0	1	0	0	0	0	0	0	0	0
	yoI		0	1	0	0	0	1	1	2	0	0
	yoi		0	2	0	0	0	0	1	1	0	0
	uOI		1	1	0	0	0	1	1	1	1	1
	uOi		1	2	0	0	0	0	0	0	1	1
	uoI		1	2	0	0	0	1	0	0	0	0
	uoi		1	3	0	0	0	0	0	0	0	0
	yO_		0	0	0	1	0	0	0	0	0	0
	y_I		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_OI		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_i		0	1	0	1	0	0	0	0	0	0
	_Oi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oI		0	1	1	1	0	1	0	0	0	0
	_oi		0	2	1	1	0	0	0	0	0	0
	uO_		1	1	0	1	0	0	0	0	1	1
	u_I		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_i		1	2	0	1	0	0	0	0	0	0
yOE	yOE		0	0	0	0	0	1	1	1	0	0
	yOe		0	1	0	0	0	0	0	0	0	0
	yoE		0	1	0	0	0	1	1	2	0	0
	yoe		0	2	0	0	0	0	1	1	0	0
	uOE		1	1	0	0	0	1	1	1	1	1
	uOe		1	2	0	0	0	0	0	0	1	1
	uoE		1	2	0	0	0	1	0	0	0	0
	uoe		1	3	0	0	0	0	0	0	0	0
	yO_		0	0	0	1	0	0	0	0	0	0
	y_E		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_OE		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_e		0	1	0	1	0	0	0	0	0	0
	_Oe		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oE		0	1	1	1	0	1	0	0	0	0
	_oe		0	2	1	1	0	0	0	0	0	0
	uO_		1	1	0	1	0	0	0	0	1	1
	u_E		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_e		1	2	0	1	0	0	0	0	0	0
yOo	yOo		0	0	0	0	0	0	1	1	0	0
	yOO		0	1	0	0	0	0	0	0	0	0
	yoo		0	1	0	0	0	0	1	2	0	0
	yoO		0	2	0	0	0	0	1	1	1	1
	uOo		1	1	0	0	0	0	1	1	1	1
	uOO		1	2	0	0	0	0	0	0	1	1
	uoo		1	2	0	0	0	0	0	0	0	0
	uoO		1	3	0	0	0	0	0	0	1	2
	yO_		0	0	0	1	0	0	0	0	0	0
	y_o		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Oo		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_O		0	1	0	1	0	0	0	0	0	0
	_OO		0	1	1	1	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oO		0	2	1	1	0	0	0	0	1	1
	uO_		1	1	0	1	0	0	0	0	1	1
	u_o		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_O		1	2	0	1	0	0	0	0	1	1
	uo_		1	2	0	1	0	0	0	0	0	0
yOa	yOa		0	0	0	0	0	0	1	1	0	0
	yOA		0	1	0	0	0	0	0	0	0	0
	yoa		0	1	0	0	0	0	1	2	0	0
	yoA		0	2	0	0	0	0	1	1	1	1
	uOa		1	1	0	0	0	0	1	1	1	1
	uOA		1	2	0	0	0	0	0	0	1	1
	uoa		1	2	0	0	0	0	0	0	0	0
	uoA		1	3	0	0	0	0	0	0	1	2
	yO_		0	0	0	1	0	0	0	0	0	0
	y_a		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Oa		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_A		0	1	0	1	0	0	0	0	0	0
	_OA		0	1	1	1	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oA		0	2	1	1	0	0	0	0	1	1
	uO_		1	1	0	1	0	0	0	0	1	1
	u_a		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_A		1	2	0	1	0	0	0	0	1	1
	uo_		1	2	0	1	0	0	0	0	0	0
yOu	yOu		0	0	0	0	0	0	1	1	0	0
	yOy		0	1	0	0	0	0	0	0	0	0
	you		0	1	0	0	0	0	1	2	0	0
	yoy		0	2	0	0	0	0	1	1	1	1
	uOu		1	1	0	0	0	0	1	1	1	1
	uOy		1	2	0	0	0	0	0	0	1	1
	uou		1	2	0	0	0	0	0	0	0	0
	uoy		1	3	0	0	0	0	0	0	1	2
	yO_		0	0	0	1	0	0	0	0	0	0
	y_u		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Ou		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_y		0	1	0	1	0	0	0	0	0	0
	_Oy		0	1	1	1	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0
	yo_		0	1	0	1	0	0	1	1	0	0
	_oy		0	2	1	1	0	0	0	0	1	1
	uO_		1	1	0	1	0	0	0	0	1	1
	u_u		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_y		1	2	0	1	0	0	0	0	1	1
	uo_		1	2	0	1	0	0	0	0	0	0
yAO	yAO	1	0	0	0	0	0	0	0	0	0	0
	yAo		0	1	0	0	0	0	1	1	0	0
	yaO		0	1	0	0	0	0	1	1	1	1
	yao		0	2	0	0	0	0	1	2	0	0
	uAO		1	1	0	0	0	0	0	0	1	1
	uAo		1	2	0	0	0	0	1	1	1	1
	uaO		1	2	0	0	0	0	0	0	1	2
	uao		1	3	0	0	0	0	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_AO		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_o		0	1	0	1	0	0	1	1	0	0
	_Ao		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_aO		0	1	1	1	0	0	0	0	1	1
	_ao		0	2	1	1	0	0	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_o		1	2	0	1	0	0	0	0	0	0
yAA	yAA	1	0	0	0	0	0	0	0	0	0	0
	yAa		0	1	0	0	0	0	1	1	0	0
	yaA		0	1	0	0	0	0	1	1	1	1
	yaa		0	2	0	0	0	0	1	2	0	0
	uAA		1	1	0	0	0	0	0	0	1	1
	uAa		1	2	0	0	0	0	1	1	1	1
	uaA		1	2	0	0	0	0	0	0	1	2
	uaa		1	3	0	0	0	0	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_AA		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_a		0	1	0	1	0	0	1	1	0	0
	_Aa		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_aA		0	1	1	1	0	0	0	0	1	1
	_aa		0	2	1	1	0	0	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_a		1	2	0	1	0	0	0	0	0	0
yAy	yAy	1	0	0	0	0	0	0	0	0	0	0
	yAu		0	1	0	0	0	0	1	1	0	0
	yay		0	1	0	0	0	0	1	1	1	1
	yau		0	2	0	0	0	0	1	2	0	0
	uAy		1	1	0	0	0	0	0	0	1	1
	uAu		1	2	0	0	0	0	1	1	1	1
	uay		1	2	0	0	0	0	0	0	1	2
	uau		1	3	0	0	0	0	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Ay		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_u		0	1	0	1	0	0	1	1	0	0
	_Au		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_ay		0	1	1	1	0	0	0	0	1	1
	_au		0	2	1	1	0	0	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_u		1	2	0	1	0	0	0	0	0	0
yAe	yAe	1	0	0	0	0	0	0	0	0	0	0
	yAE		0	1	0	0	0	1	1	1	0	0
	yae		0	1	0	0	0	0	1	1	0	0
	yaE		0	2	0	0	0	1	1	2	0	0
	uAe		1	1	0	0	0	0	0	0	1	1
	uAE		1	2	0	0	0	1	1	1	1	1
	uae		1	2	0	0	0	0	0	0	0	0
	uaE		1	3	0	0	0	1	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Ae		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_E		0	1	0	1	0	1	1	1	0	0
	_AE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_ae		0	1	1	1	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0
	_aE		0	2	1	1	0	1	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u_e		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_E		1	2	0	1	0	1	0	0	0	0
	ua_		1	2	0	1	0	0	0	0	0	0
yAi	yAi	1	0	0	0	0	0	0	0	0	0	0
	yAI		0	1	0	0	0	1	1	1	0	0
	yai		0	1	0	0	0	0	1	1	0	0
	yaI		0	2	0	0	0	1	1	2	0	0
	uAi		1	1	0	0	0	0	0	0	1	1
	uAI		1	2	0	0	0	1	1	1	1	1
	uai		1	2	0	0	0	0	0	0	0	0
	uaI		1	3	0	0	0	1	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_I		0	1	0	1	0	1	1	1	0	0
	_AI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_ai		0	1	1	1	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0
	_aI		0	2	1	1	0	1	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u_i		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_I		1	2	0	1	0	1	0	0	0	0
	ua_		1	2	0	1	0	0	0	0	0	0
yAI	yAI		0	0	0	0	0	1	1	1	0	0
	yAi		0	1	0	0	0	0	0	0	0	0
	yaI		0	1	0	0	0	1	1	2	0	0
	yai		0	2	0	0	0	0	1	1	0	0
	uAI		1	1	0	0	0	1	1	1	1	1
	uAi		1	2	0	0	0	0	0	0	1	1
	uaI		1	2	0	0	0	1	0	0	0	0
	uai		1	3	0	0	0	0	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y_I		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_AI		0	0	1	1	0	1	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_i		0	1	0	1	0	0	0	0	0	0
	_Ai		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_aI		0	1	1	1	0	1	0	0	0	0
	_ai		0	2	1	1	0	0	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u_I		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_i		1	2	0	1	0	0	0	0	0	0
yAE	yAE		0	0	0	0	0	1	1	1	0	0
	yAe		0	1	0	0	0	0	0	0	0	0
	yaE		0	1	0	0	0	1	1	2	0	0
	yae		0	2	0	0	0	0	1	1	0	0
	uAE		1	1	0	0	0	1	1	1	1	1
	uAe		1	2	0	0	0	0	0	0	1	1
	uaE		1	2	0	0	0	1	0	0	0	0
	uae		1	3	0	0	0	0	0	0	0	0
	yA_		0	0	0	1	0	0	0	0	0	0
	y_E		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_AE		0	0	1	1	0	1	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_e		0	1	0	1	0	0	0	0	0	0
	_Ae		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_aE		0	1	1	1	0	1	0	0	0	0
	_ae		0	2	1	1	0	0	0	0	0	0
	uA_		1	1	0	1	0	0	0	0	1	1
	u_E		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_e		1	2	0	1	0	0	0	0	0	0
yAo	yAo		0	0	0	0	0	0	1	1	0	0
	yAO		0	1	0	0	0	0	0	0	0	0
	yao		0	1	0	0	0	0	1	2	0	0
	yaO		0	2	0	0	0	0	1	1	1	1
	uAo		1	1	0	0	0	0	1	1	1	1
	uAO		1	2	0	0	0	0	0	0	1	1
	uao		1	2	0	0	0	0	0	0	0	0
	uaO		1	3	0	0	0	0	0	0	1	2
	yA_		0	0	0	1	0	0	0	0	0	0
	y_o		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Ao		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_O		0	1	0	1	0	0	0	0	0	0
	_AO		0	1	1	1	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_aO		0	2	1	1	0	0	0	0	1	1
	uA_		1	1	0	1	0	0	0	0	1	1
	u_o		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_O		1	2	0	1	0	0	0	0	1	1
	ua_		1	2	0	1	0	0	0	0	0	0
yAa	yAa		0	0	0	0	0	0	1	1	0	0
	yAA		0	1	0	0	0	0	0	0	0	0
	yaa		0	1	0	0	0	0	1	2	0	0
	yaA		0	2	0	0	0	0	1	1	1	1
	uAa		1	1	0	0	0	0	1	1	1	1
	uAA		1	2	0	0	0	0	0	0	1	1
	uaa		1	2	0	0	0	0	0	0	0	0
	uaA		1	3	0	0	0	0	0	0	1	2
	yA_		0	0	0	1	0	0	0	0	0	0
	y_a		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Aa		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_A		0	1	0	1	0	0	0	0	0	0
	_AA		0	1	1	1	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_aA		0	2	1	1	0	0	0	0	1	1
	uA_		1	1	0	1	0	0	0	0	1	1
	u_a		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_A		1	2	0	1	0	0	0	0	1	1
	ua_		1	2	0	1	0	0	0	0	0	0
yAu	yAu		0	0	0	0	0	0	1	1	0	0
	yAy		0	1	0	0	0	0	0	0	0	0
	yau		0	1	0	0	0	0	1	2	0	0
	yay		0	2	0	0	0	0	1	1	1	1
	uAu		1	1	0	0	0	0	1	1	1	1
	uAy		1	2	0	0	0	0	0	0	1	1
	uau		1	2	0	0	0	0	0	0	0	0
	uay		1	3	0	0	0	0	0	0	1	2
	yA_		0	0	0	1	0	0	0	0	0	0
	y_u		0	0	0	1	0	0	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_Au		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_y		0	1	0	1	0	0	0	0	0	0
	_Ay		0	1	1	1	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0
	ya_		0	1	0	1	0	0	1	1	0	0
	_ay		0	2	1	1	0	0	0	0	1	1
	uA_		1	1	0	1	0	0	0	0	1	1
	u_u		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_y		1	2	0	1	0	0	0	0	1	1
	ua_		1	2	0	1	0	0	0	0	0	0
yyO	yyO	1	0	0	0	0	0	0	0	0	0	0
	yyo		0	1	0	0	0	0	1	1	0	0
	yuO		0	1	0	0	0	0	1	1	1	1
	yuo		0	2	0	0	0	0	1	2	0	0
	uyO		1	1	0	0	0	0	0	0	1	1
	uyo		1	2	0	0	0	0	1	1	1	1
	uuO		1	2	0	0	0	0	0	0	1	2
	uuo		1	3	0	0	0	0	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yO		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_o		0	1	0	1	0	0	1	1	0	0
	_yo		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_uO		0	1	1	1	0	0	0	0	1	1
	_uo		0	2	1	1	0	0	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_o		1	2	0	1	0	0	0	0	0	0
yyA	yyA	1	0	0	0	0	0	0	0	0	0	0
	yya		0	1	0	0	0	0	1	1	0	0
	yuA		0	1	0	0	0	0	1	1	1	1
	yua		0	2	0	0	0	0	1	2	0	0
	uyA		1	1	0	0	0	0	0	0	1	1
	uya		1	2	0	0	0	0	1	1	1	1
	uuA		1	2	0	0	0	0	0	0	1	2
	uua		1	3	0	0	0	0	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yA		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_a		0	1	0	1	0	0	1	1	0	0
	_ya		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_uA		0	1	1	1	0	0	0	0	1	1
	_ua		0	2	1	1	0	0	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_a		1	2	0	1	0	0	0	0	0	0
yyy	yyy	1	0	0	0	0	0	0	0	0	0	0
	yyu		0	1	0	0	0	0	1	1	0	0
	yuy		0	1	0	0	0	0	1	1	1	1
	yuu		0	2	0	0	0	0	1	2	0	0
	uyy		1	1	0	0	0	0	0	0	1	1
	uyu		1	2	0	0	0	0	1	1	1	1
	uuy		1	2	0	0	0	0	0	0	1	2
	uuu		1	3	0	0	0	0	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yy		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_u		0	1	0	1	0	0	1	1	0	0
	_yu		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_uy		0	1	1	1	0	0	0	0	1	1
	_uu		0	2	1	1	0	0	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u__		1	1	0	2	0	0	0	0	0	0
	u_u		1	2	0	1	0	0	0	0	0	0
yye	yye	1	0	0	0	0	0	0	0	0	0	0
	yyE		0	1	0	0	0	1	1	1	0	0
	yue		0	1	0	0	0	0	1	1	0	0
	yuE		0	2	0	0	0	1	1	2	0	0
	uye		1	1	0	0	0	0	0	0	1	1
	uyE		1	2	0	0	0	1	1	1	1	1
	uue		1	2	0	0	0	0	0	0	0	0
	uuE		1	3	0	0	0	1	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_ye		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_E		0	1	0	1	0	1	1	1	0	0
	_yE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	yu_		0	1	0	1	0	0	1	1	0	0
	_ue		0	1	1	1	0	0	0	0	0	0
	_u_		0	1	1	2	0	0	0	0	0	0
	_uE		0	2	1	1	0	1	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u_e		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_E		1	2	0	1	0	1	0	0	0	0
	uu_		1	2	0	1	0	0	0	0	0	0
yyi	yyi	1	0	0	0	0	0	0	0	0	0	0
	yyI		0	1	0	0	0	1	1	1	0	0
	yui		0	1	0	0	0	0	1	1	0	0
	yuI		0	2	0	0	0	1	1	2	0	0
	uyi		1	1	0	0	0	0	0	0	1	1
	uyI		1	2	0	0	0	1	1	1	1	1
	uui		1	2	0	0	0	0	0	0	0	0
	uuI		1	3	0	0	0	1	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yi		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_I		0	1	0	1	0	1	1	1	0	0
	_yI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	yu_		0	1	0	1	0	0	1	1	0	0
	_ui		0	1	1	1	0	0	0	0	0	0
	_u_		0	1	1	2	0	0	0	0	0	0
	_uI		0	2	1	1	0	1	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u_i		1	1	0	1	0	0	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_I		1	2	0	1	0	1	0	0	0	0
	uu_		1	2	0	1	0	0	0	0	0	0
yyI	yyI		0	0	0	0	0	1	1	1	0	0
	yyi		0	1	0	0	0	0	0	0	0	0
	yuI		0	1	0	0	0	1	1	2	0	0
	yui		0	2	0	0	0	0	1	1	0	0
	uyI		1	1	0	0	0	1	1	1	1	1
	uyi		1	2	0	0	0	0	0	0	1	1
	uuI		1	2	0	0	0	1	0	0	0	0
	uui		1	3	0	0	0	0	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y_I		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yI		0	0	1	1	0	1	1	1	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_i		0	1	0	1	0	0	0	0	0	0
	_yi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	yu_		0	1	0	1	0	0	1	1	0	0
	_uI		0	1	1	1	0	1	0	0	0	0
	_ui		0	2	1	1	0	0	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u_I		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_i		1	2	0	1	0	0	0	0	0	0
yyE	yyE		0	0	0	0	0	1	1	1	0	0
	yye		0	1	0	0	0	0	0	0	0	0
	yuE		0	1	0	0	0	1	1	2	0	0
	yue		0	2	0	0	0	0	1	1	0	0
	uyE		1	1	0	0	0	1	1	1	1	1
	uye		1	2	0	0	0	0	0	0	1	1
	uuE		1	2	0	0	0	1	0	0	0	0
	uue		1	3	0	0	0	0	0	0	0	0
	yy_		0	0	0	1	0	0	0	0	0	0
	y_E		0	0	0	1	0	1	1	1	0	0
	y__		0	0	0	2	0	0	0	0	0	0
	_yE		0	0	1	1	0	1	1	1	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	y_e		0	1	0	1	0	0	0	0	0	0
	_ye		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	yu_		0	1	0	1	0	0	1	1	0	0
	_uE		0	1	1	1	0	1	0	0	0	0
	_ue		0	2	1	1	0	0	0	0	0	0
	uy_		1	1	0	1	0	0	0	0	1	1
	u_E		1	1	0	1	0	1	0	0	0	0
	u__		1	1	0	2	0	0	0	0	0	0
	u_e		1	2	0	1	0	0	0	0	0	0
yyo	yyo		0	0	0	0	0	0	1	1	0	0
