Id(Bk)Syl1	 124.489358670435 
Id(Bk)	 104.489358670435 
*F1	 100.59552895033 
*F3	 96.559333146335 
*F4	 100.215663553345 
*F5	 98.569333146335 
*B1	 101.64633040701 
*B2	 99.01 
*B3	 98.3944710496703 
*B5	 101.430666853665 
*F1_B1	 100 
*F1..._B1	 100 
*F1_B2	 100 
*F1..._B2	 100 
*F1_B3	 100 
*F1..._B3	 100 
*F1_B5	 100 
*F1..._B5	 100 
*F3_B1	 100 
*F3..._B1	 100 
*F3_B2	 100 
*F3..._B2	 100 
*F3_B3	 102 
*F3..._B3	 102 
*F3_B5	 102.261859357339 
*F3..._B5	 103.261859357339 
*F4_B1	 100 
*F4..._B1	 100 
*F4_B2	 100.046415888336 
*F4..._B2	 100.046415888336 
*F4_B3	 102.261859357339 
*F4..._B3	 102.261859357339 
*F4_B5	 103.523718714679 
*F4..._B5	 104.523718714679 
*F5_B1	 100 
*F5..._B1	 100 
*F5_B2	 94.8409724193329 
*F5..._B2	 95.8409724193329 
*F5_B3	 97.8409724193329 
*F5..._B3	 95.01 
*F5_B5	 93.1126116923309 
*F5..._B5	 92.1126116923309 
*_B1F1	 100 
*_B1...F1	 100 
*_B1F3	 100.01 
*_B1...F3	 100.056415888336 
*_B1F4	 100.056415888336 
*_B1...F4	 100.056415888336 
*_B1F5	 96.0564158883361 
*_B1...F5	 96.0464158883361 
*_B2F1	 100 
*_B2...F1	 100 
*_B2F3	 100.056415888336 
*_B2...F3	 100.318275245675 
*_B2F4	 100.318275245675 
*_B2...F4	 100.533718714679 
*_B2F5	 92.8873883076691 
*_B2...F5	 92.0928317766723 
*_B3F1	 100 
*_B3...F1	 100 
*_B3F3	 100.056415888336 
*_B3...F3	 100.318275245675 
*_B3F4	 102.318275245675 
*_B3...F4	 102.533718714679 
*_B3F5	 91.8873883076691 
*_B3...F5	 91.0928317766723 
*_B5F1	 100 
*_B5...F1	 100 
*_B5F3	 101.066415888336 
*_B5...F3	 102.328275245675 
*_B5F4	 104.759162183682 
*_B5...F4	 104.759162183682 
*_B5F5	 89.5791130619936 
*_B5...F5	 89.3536695929904 
