trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
1	Ae	ae	1.6666666666666667	21.666666666666668	1.6666666666666667	1.6666666666666667			1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667							-2	98																																																																																																																									-2	98	-2	98	-2	98	-2	98
2	aau	Aau	4.5	26.166666666666668	4.5	6.166666666666667			-2	99.66666666666667	-2	99.66666666666667	-2	99.66666666666667							4.5	102.5																													-2	98	-2	98													-2	98	-2	98													-2	98	-2	98																																																																
3	yyy	yuu			2.8	8.966666666666667			2.8	102.46666666666667	2.8	102.46666666666667	2.8	102.46666666666667							-2	100.5																													-2	96	-2	96													-2	96	-2	96													-2	96	-2	96																																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	2.8000000000000007	28.96666666666667																																																																																																																																																		
4	ui	yi	1.0	29.96666666666667	1.0	9.966666666666667			-2	100.46666666666667	-2	100.46666666666667	-2	100.46666666666667							1.0	101.5																																																																																																																													1.0	99.0	1.0	99.0
5	Aie	aie	1.3333333333333333	31.3	1.3333333333333333	11.3			1.3333333333333333	101.8	1.3333333333333333	101.8	1.3333333333333333	101.8							-2	99.5																																																																																																																											-2	96	-2	97.0	-2	97.0
6	oI	oi			1.6666666666666667	12.966666666666667							-2	99.8	1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667	1.6666666666666667	101.16666666666667																																																																																																													-2	98	-2	98													-2	95.0	-2	95.0
	a priori	Id(Bk)Syl1>>Id(Bk)	1.6666666666666679	32.96666666666667																																																																																																																																																		
7	oui	Oui	3.4285714285714284	36.3952380952381	3.4285714285714284	16.395238095238096	-2	98	-2	99.8	-2	99.8	-2	97.8					3.4285714285714284	105.0952380952381	3.4285714285714284	104.5952380952381													-2	98	-2	98													-2	94	-2	94													-2	94	-2	94													-2	94	-2	94																																															3.4285714285714284	101.42857142857143															3.4285714285714284	98.42857142857143
