			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	oIe		 1 	 3 		 1 	 1 								
Oio	Oio				 1 										
	OiO			 1 	 2 										
	OIo			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIO			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	oio		 1 	 1 											
	oiO		 1 	 2 	 1 										
	oIo		 1 	 2 		 1 	 1 								
	oIO		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Oia	Oia	 1 			 1 										
	OiA			 1 	 2 										
	OIa			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIA			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	oia		 1 	 1 											
	oiA		 1 	 2 	 1 										
	oIa		 1 	 2 		 1 	 1 								
	oIA		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Oiu	Oiu	 1 			 1 										
	Oiy			 1 	 2 										
	OIu			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIy			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	oiu		 1 	 1 											
	oiy		 1 	 2 	 1 										
	oIu		 1 	 2 		 1 	 1 								
	oIy		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
OIO	OIO				 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIo			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiO			 1 	 2 										
	Oio			 2 	 1 										
	oIO		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIo		 1 	 2 		 1 	 1 								
	oiO		 1 	 2 	 1 										
	oio		 1 	 3 											
OIA	OIA				 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIa			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiA			 1 	 2 										
	Oia			 2 	 1 										
	oIA		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIa		 1 	 2 		 1 	 1 								
	oiA		 1 	 2 	 1 										
	oia		 1 	 3 											
OIy	OIy				 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIu			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oiy			 1 	 2 										
	Oiu			 2 	 1 										
	oIy		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIu		 1 	 2 		 1 	 1 								
	oiy		 1 	 2 	 1 										
	oiu		 1 	 3 											
OIe	OIe				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIE			 1 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	Oie			 1 	 1 										
	OiE			 2 	 1 		 1 				 1 				
	oIe		 1 	 1 		 1 	 1 								
	oIE		 1 	 2 		 1 	 2 								
	oie		 1 	 2 											
	oiE		 1 	 3 			 1 								
OIi	OIi				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OII			 1 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	Oii			 1 	 1 										
	OiI			 2 	 1 	 1 	 1 		 1 		 1 				
	oIi		 1 	 1 		 1 	 1 								
	oII		 1 	 2 		 2 	 2 								
	oii		 1 	 2 											
	oiI		 1 	 3 		 1 	 1 								
OII	OII				 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	OIi			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiI			 1 	 1 	 1 	 1 		 1 		 1 				
	Oii			 2 	 1 										
	oII		 1 	 1 		 2 	 2 								
	oIi		 1 	 2 		 1 	 1 								
	oii		 1 	 3 											
OIE	OIE				 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	OIe			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiE			 1 	 1 		 1 				 1 				
	Oie			 2 	 1 										
	oIE		 1 	 1 		 1 	 2 								
	oIe		 1 	 2 		 1 	 1 								
	oiE		 1 	 2 			 1 								
	oie		 1 	 3 											
OIo	OIo				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIO			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oio			 1 	 1 										
	OiO			 2 	 2 										
	oIo		 1 	 1 		 1 	 1 								
	oIO		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oio		 1 	 2 											
	oiO		 1 	 3 	 1 										
OIa	OIa				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIA			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oia			 1 	 1 										
	OiA			 2 	 2 										
	oIa		 1 	 1 		 1 	 1 								
	oIA		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oia		 1 	 2 											
	oiA		 1 	 3 	 1 										
OIu	OIu				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIy			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oiu			 1 	 1 										
	Oiy			 2 	 2 										
	oIu		 1 	 1 		 1 	 1 								
	oIy		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oiu		 1 	 2 											
	oiy		 1 	 3 	 1 										
OEO	OEO				 2 		 1 			 1 	 1 			 1 	 1 
	OEo			 1 	 1 		 1 			 1 	 1 				
	OeO			 1 	 2 										
	Oeo			 2 	 1 										
	oEO		 1 	 1 	 1 		 1 							 1 	 1 
	oEo		 1 	 2 			 1 								
	oeO		 1 	 2 	 1 										
	oeo		 1 	 3 											
OEA	OEA				 2 		 1 			 1 	 1 			 1 	 1 
	OEa			 1 	 1 		 1 			 1 	 1 				
	OeA			 1 	 2 										
	Oea			 2 	 1 										
	oEA		 1 	 1 	 1 		 1 							 1 	 1 
	oEa		 1 	 2 			 1 								
	oeA		 1 	 2 	 1 										
	oea		 1 	 3 											
OEy	OEy				 2 		 1 			 1 	 1 			 1 	 1 
	OEu			 1 	 1 		 1 			 1 	 1 				
	Oey			 1 	 2 										
	Oeu			 2 	 1 										
	oEy		 1 	 1 	 1 		 1 							 1 	 1 
	oEu		 1 	 2 			 1 								
	oey		 1 	 2 	 1 										
	oeu		 1 	 3 											
OEe	OEe				 1 		 1 			 1 	 1 				
	OEE			 1 	 1 		 2 			 1 	 2 				
	Oee			 1 	 1 										
	OeE			 2 	 1 		 1 				 1 				
	oEe		 1 	 1 			 1 								
	oEE		 1 	 2 			 2 								
	oee		 1 	 2 											
	oeE		 1 	 3 			 1 								
OEi	OEi				 1 		 1 			 1 	 1 				
	OEI			 1 	 1 	 1 	 2 		 1 	 1 	 2 				
	Oei			 1 	 1 										
	OeI			 2 	 1 	 1 	 1 		 1 		 1 				
	oEi		 1 	 1 			 1 								
	oEI		 1 	 2 		 1 	 2 								
	oei		 1 	 2 											
	oeI		 1 	 3 		 1 	 1 								
OEI	OEI				 1 	 1 	 2 		 1 	 1 	 2 				
	OEi			 1 	 1 		 1 			 1 	 1 				
	OeI			 1 	 1 	 1 	 1 		 1 		 1 				
	Oei			 2 	 1 										
	oEI		 1 	 1 		 1 	 2 								
	oEi		 1 	 2 			 1 								
	oeI		 1 	 2 		 1 	 1 								
	oei		 1 	 3 											
OEE	OEE				 1 		 2 			 1 	 2 				
	OEe			 1 	 1 		 1 			 1 	 1 				
	OeE			 1 	 1 		 1 				 1 				
	Oee			 2 	 1 										
	oEE		 1 	 1 			 2 								
	oEe		 1 	 2 			 1 								
	oee		 1 	 3 											
OEo	OEo				 1 		 1 			 1 	 1 				
	OEO			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	Oeo			 1 	 1 										
	OeO			 2 	 2 										
	oEo		 1 	 1 			 1 								
	oEO		 1 	 2 	 1 		 1 							 1 	 1 
	oeo		 1 	 2 											
	oeO		 1 	 3 	 1 										
OEa	OEa				 1 		 1 			 1 	 1 				
	OEA			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	Oea			 1 	 1 										
	OeA			 2 	 2 										
	oEa		 1 	 1 			 1 								
	oEA		 1 	 2 	 1 		 1 							 1 	 1 
	oea		 1 	 2 											
	oeA		 1 	 3 	 1 										
OEu	OEu				 1 		 1 			 1 	 1 				
	OEy			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	Oeu			 1 	 1 										
	Oey			 2 	 2 										
	oEu		 1 	 1 			 1 								
	oEy		 1 	 2 	 1 		 1 							 1 	 1 
	oeu		 1 	 2 											
	oey		 1 	 3 	 1 										
OoO	OoO				 2 										
	Ooo			 1 	 1 										
	OOO			 1 	 3 										
	OOo			 2 	 2 										
	ooO		 1 	 1 	 1 										
	ooo		 1 	 2 											
	oOO		 1 	 2 	 2 										
	oOo		 1 	 3 	 1 										
OoA	OoA				 2 										
	Ooa			 1 	 1 										
	OOA			 1 	 3 										
	OOa			 2 	 2 										
	ooA		 1 	 1 	 1 										
	ooa		 1 	 2 											
	oOA		 1 	 2 	 2 										
	oOa		 1 	 3 	 1 										
Ooy	Ooy				 2 										
	Oou			 1 	 1 										
	OOy			 1 	 3 										
	OOu			 2 	 2 										
	ooy		 1 	 1 	 1 										
	oou		 1 	 2 											
	oOy		 1 	 2 	 2 										
	oOu		 1 	 3 	 1 										
Ooe	Ooe				 1 										
	OoE			 1 	 1 		 1 				 1 				
	OOe			 1 	 2 										
	OOE			 2 	 2 		 1 			 1 	 1 				
	ooe		 1 	 1 											
	ooE		 1 	 2 			 1 								
	oOe		 1 	 2 	 1 										
	oOE		 1 	 3 	 1 		 1 			 1 	 1 				
Ooi	Ooi				 1 										
	OoI			 1 	 1 	 1 	 1 		 1 		 1 				
	OOi			 1 	 2 										
	OOI			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	ooi		 1 	 1 											
	ooI		 1 	 2 		 1 	 1 								
	oOi		 1 	 2 	 1 										
	oOI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
OoI	OoI				 1 	 1 	 1 		 1 		 1 				
	Ooi			 1 	 1 										
	OOI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	OOi			 2 	 2 										
	ooI		 1 	 1 		 1 	 1 								
	ooi		 1 	 2 											
	oOI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oOi		 1 	 3 	 1 										
OoE	OoE				 1 		 1 				 1 				
	Ooe			 1 	 1 										
	OOE			 1 	 2 		 1 			 1 	 1 				
	OOe			 2 	 2 										
	ooE		 1 	 1 			 1 								
	ooe		 1 	 2 											
	oOE		 1 	 2 	 1 		 1 			 1 	 1 				
	oOe		 1 	 3 	 1 										
Ooo	Ooo				 1 										
	OoO			 1 	 2 										
	OOO			 2 	 3 										
	ooo		 1 	 1 											
	ooO		 1 	 2 	 1 										
	oOO		 1 	 3 	 2 										
Ooa	Ooa				 1 										
	OoA			 1 	 2 										
	OOA			 2 	 3 										
	ooa		 1 	 1 											
	ooA		 1 	 2 	 1 										
	oOA		 1 	 3 	 2 										
Oou	Oou				 1 										
	Ooy			 1 	 2 										
	OOy			 2 	 3 										
	oou		 1 	 1 											
	ooy		 1 	 2 	 1 										
	oOy		 1 	 3 	 2 										
OaO	OaO				 2 										
	Oao			 1 	 1 										
	OAO			 1 	 3 										
	OAo			 2 	 2 										
	oaO		 1 	 1 	 1 										
	oao		 1 	 2 											
	oAO		 1 	 2 	 2 										
	oAo		 1 	 3 	 1 										
OaA	OaA				 2 										
	Oaa			 1 	 1 										
	OAA			 1 	 3 										
	OAa			 2 	 2 										
	oaA		 1 	 1 	 1 										
	oaa		 1 	 2 											
	oAA		 1 	 2 	 2 										
	oAa		 1 	 3 	 1 										
Oay	Oay				 2 										
	Oau			 1 	 1 										
	OAy			 1 	 3 										
	OAu			 2 	 2 										
	oay		 1 	 1 	 1 										
	oau		 1 	 2 											
	oAy		 1 	 2 	 2 										
	oAu		 1 	 3 	 1 										
Oae	Oae	 1 			 1 										
	OaE			 1 	 1 		 1 				 1 				
	OAe			 1 	 2 										
	OAE			 2 	 2 		 1 			 1 	 1 				
	oae		 1 	 1 											
	oaE		 1 	 2 			 1 								
	oAe		 1 	 2 	 1 										
	oAE		 1 	 3 	 1 		 1 			 1 	 1 				
Oai	Oai	 1 			 1 										
	OaI			 1 	 1 	 1 	 1 		 1 		 1 				
	OAi			 1 	 2 										
	OAI			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	oai		 1 	 1 											
	oaI		 1 	 2 		 1 	 1 								
	oAi		 1 	 2 	 1 										
	oAI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
OaI	OaI				 1 	 1 	 1 		 1 		 1 				
	Oai			 1 	 1 										
	OAI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	OAi			 2 	 2 										
	oaI		 1 	 1 		 1 	 1 								
	oai		 1 	 2 											
	oAI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oAi		 1 	 3 	 1 										
OaE	OaE				 1 		 1 				 1 				
	Oae			 1 	 1 										
	OAE			 1 	 2 		 1 			 1 	 1 				
	OAe			 2 	 2 										
	oaE		 1 	 1 			 1 								
	oae		 1 	 2 											
	oAE		 1 	 2 	 1 		 1 			 1 	 1 				
	oAe		 1 	 3 	 1 										
Oao	Oao				 1 										
	OaO			 1 	 2 										
	OAO			 2 	 3 										
	oao		 1 	 1 											
	oaO		 1 	 2 	 1 										
	oAO		 1 	 3 	 2 										
Oaa	Oaa	 1 			 1 										
	OaA			 1 	 2 										
	OAA			 2 	 3 										
	oaa		 1 	 1 											
	oaA		 1 	 2 	 1 										
	oAA		 1 	 3 	 2 										
Oau	Oau	 1 			 1 										
	Oay			 1 	 2 										
	OAy			 2 	 3 										
	oau		 1 	 1 											
	oay		 1 	 2 	 1 										
	oAy		 1 	 3 	 2 										
OuO	OuO				 2 										
	Ouo			 1 	 1 										
	OyO			 1 	 3 										
	Oyo			 2 	 2 										
	ouO		 1 	 1 	 1 										
	ouo		 1 	 2 											
	oyO		 1 	 2 	 2 										
	oyo		 1 	 3 	 1 										
OuA	OuA				 2 										
	Oua			 1 	 1 										
	OyA			 1 	 3 										
	Oya			 2 	 2 										
	ouA		 1 	 1 	 1 										
	oua		 1 	 2 											
	oyA		 1 	 2 	 2 										
	oya		 1 	 3 	 1 										
Ouy	Ouy				 2 										
	Ouu			 1 	 1 										
	Oyy			 1 	 3 										
	Oyu			 2 	 2 										
	ouy		 1 	 1 	 1 										
	ouu		 1 	 2 											
	oyy		 1 	 2 	 2 										
	oyu		 1 	 3 	 1 										
Oue	Oue	 1 			 1 										
	OuE			 1 	 1 		 1 				 1 				
	Oye			 1 	 2 										
	OyE			 2 	 2 		 1 			 1 	 1 				
	oue		 1 	 1 											
	ouE		 1 	 2 			 1 								
	oye		 1 	 2 	 1 										
	oyE		 1 	 3 	 1 		 1 			 1 	 1 				
Oui	Oui	 1 			 1 										
	OuI			 1 	 1 	 1 	 1 		 1 		 1 				
	Oyi			 1 	 2 										
	OyI			 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	oui		 1 	 1 											
	ouI		 1 	 2 		 1 	 1 								
	oyi		 1 	 2 	 1 										
	oyI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
OuI	OuI				 1 	 1 	 1 		 1 		 1 				
	Oui			 1 	 1 										
	OyI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oyi			 2 	 2 										
	ouI		 1 	 1 		 1 	 1 								
	oui		 1 	 2 											
	oyI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oyi		 1 	 3 	 1 										
OuE	OuE				 1 		 1 				 1 				
	Oue			 1 	 1 										
	OyE			 1 	 2 		 1 			 1 	 1 				
	Oye			 2 	 2 										
	ouE		 1 	 1 			 1 								
	oue		 1 	 2 											
	oyE		 1 	 2 	 1 		 1 			 1 	 1 				
	oye		 1 	 3 	 1 										
Ouo	Ouo				 1 										
	OuO			 1 	 2 										
	OyO			 2 	 3 										
	ouo		 1 	 1 											
	ouO		 1 	 2 	 1 										
	oyO		 1 	 3 	 2 										
Oua	Oua	 1 			 1 										
	OuA			 1 	 2 										
	OyA			 2 	 3 										
	oua		 1 	 1 											
	ouA		 1 	 2 	 1 										
	oyA		 1 	 3 	 2 										
Ouu	Ouu	 1 			 1 										
	Ouy			 1 	 2 										
	Oyy			 2 	 3 										
	ouu		 1 	 1 											
	ouy		 1 	 2 	 1 										
	oyy		 1 	 3 	 2 										
AOO	AOO				 3 										
	AOo			 1 	 2 										
	Aoo			 2 	 1 										
	aOO		 1 	 1 	 2 										
	aOo		 1 	 2 	 1 										
	aoo		 1 	 3 											
AOA	AOA				 3 										
	AOa			 1 	 2 										
	Aoa			 2 	 1 										
	aOA		 1 	 1 	 2 										
	aOa		 1 	 2 	 1 										
	aoa		 1 	 3 											
AOy	AOy				 3 										
	AOu			 1 	 2 										
	Aou			 2 	 1 										
	aOy		 1 	 1 	 2 										
	aOu		 1 	 2 	 1 										
	aou		 1 	 3 											
AOe	AOe				 2 										
	AOE			 1 	 2 		 1 			 1 	 1 				
	Aoe			 1 	 1 										
	AoE			 2 	 1 		 1 				 1 				
	aOe		 1 	 1 	 1 										
	aOE		 1 	 2 	 1 		 1 			 1 	 1 				
	aoe		 1 	 2 											
	aoE		 1 	 3 			 1 								
AOi	AOi				 2 										
	AOI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aoi			 1 	 1 										
	AoI			 2 	 1 	 1 	 1 		 1 		 1 				
	aOi		 1 	 1 	 1 										
	aOI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aoi		 1 	 2 											
	aoI		 1 	 3 		 1 	 1 								
AOI	AOI				 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AOi			 1 	 2 										
	AoI			 1 	 1 	 1 	 1 		 1 		 1 				
	Aoi			 2 	 1 										
	aOI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aOi		 1 	 2 	 1 										
	aoI		 1 	 2 		 1 	 1 								
	aoi		 1 	 3 											
AOE	AOE				 2 		 1 			 1 	 1 				
	AOe			 1 	 2 										
	AoE			 1 	 1 		 1 				 1 				
	Aoe			 2 	 1 										
	aOE		 1 	 1 	 1 		 1 			 1 	 1 				
	aOe		 1 	 2 	 1 										
	aoE		 1 	 2 			 1 								
	aoe		 1 	 3 											
AOo	AOo				 2 										
	AOO			 1 	 3 										
	Aoo			 1 	 1 										
	AoO			 2 	 2 										
	aOo		 1 	 1 	 1 										
	aOO		 1 	 2 	 2 										
	aoo		 1 	 2 											
	aoO		 1 	 3 	 1 										
AOa	AOa				 2 										
	AOA			 1 	 3 										
	Aoa			 1 	 1 										
	AoA			 2 	 2 										
	aOa		 1 	 1 	 1 										
	aOA		 1 	 2 	 2 										
	aoa		 1 	 2 											
	aoA		 1 	 3 	 1 										
AOu	AOu				 2 										
	AOy			 1 	 3 										
	Aou			 1 	 1 										
	Aoy			 2 	 2 										
	aOu		 1 	 1 	 1 										
	aOy		 1 	 2 	 2 										
	aou		 1 	 2 											
	aoy		 1 	 3 	 1 										
AAO	AAO				 3 										
	AAo			 1 	 2 										
	Aao			 2 	 1 										
	aAO		 1 	 1 	 2 										
	aAo		 1 	 2 	 1 										
	aao		 1 	 3 											
AAA	AAA				 3 										
	AAa			 1 	 2 										
	Aaa			 2 	 1 										
	aAA		 1 	 1 	 2 										
	aAa		 1 	 2 	 1 										
	aaa		 1 	 3 											
AAy	AAy				 3 										
	AAu			 1 	 2 										
	Aau			 2 	 1 										
	aAy		 1 	 1 	 2 										
	aAu		 1 	 2 	 1 										
	aau		 1 	 3 											
AAe	AAe				 2 										
	AAE			 1 	 2 		 1 			 1 	 1 				
	Aae			 1 	 1 										
	AaE			 2 	 1 		 1 				 1 				
	aAe		 1 	 1 	 1 										
	aAE		 1 	 2 	 1 		 1 			 1 	 1 				
	aae		 1 	 2 											
	aaE		 1 	 3 			 1 								
AAi	AAi				 2 										
	AAI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aai			 1 	 1 										
	AaI			 2 	 1 	 1 	 1 		 1 		 1 				
	aAi		 1 	 1 	 1 										
	aAI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aai		 1 	 2 											
	aaI		 1 	 3 		 1 	 1 								
AAI	AAI				 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AAi			 1 	 2 										
	AaI			 1 	 1 	 1 	 1 		 1 		 1 				
	Aai			 2 	 1 										
	aAI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aAi		 1 	 2 	 1 										
	aaI		 1 	 2 		 1 	 1 								
	aai		 1 	 3 											
AAE	AAE				 2 		 1 			 1 	 1 				
	AAe			 1 	 2 										
	AaE			 1 	 1 		 1 				 1 				
	Aae			 2 	 1 										
	aAE		 1 	 1 	 1 		 1 			 1 	 1 				
	aAe		 1 	 2 	 1 										
	aaE		 1 	 2 			 1 								
	aae		 1 	 3 											
AAo	AAo				 2 										
	AAO			 1 	 3 										
	Aao			 1 	 1 										
	AaO			 2 	 2 										
	aAo		 1 	 1 	 1 										
	aAO		 1 	 2 	 2 										
	aao		 1 	 2 											
	aaO		 1 	 3 	 1 										
AAa	AAa				 2 										
	AAA			 1 	 3 										
	Aaa			 1 	 1 										
	AaA			 2 	 2 										
	aAa		 1 	 1 	 1 										
	aAA		 1 	 2 	 2 										
	aaa		 1 	 2 											
	aaA		 1 	 3 	 1 										
AAu	AAu				 2 										
	AAy			 1 	 3 										
	Aau			 1 	 1 										
	Aay			 2 	 2 										
	aAu		 1 	 1 	 1 										
	aAy		 1 	 2 	 2 										
	aau		 1 	 2 											
	aay		 1 	 3 	 1 										
AyO	AyO				 3 										
	Ayo			 1 	 2 										
	Auo			 2 	 1 										
	ayO		 1 	 1 	 2 										
	ayo		 1 	 2 	 1 										
	auo		 1 	 3 											
AyA	AyA				 3 										
	Aya			 1 	 2 										
	Aua			 2 	 1 										
	ayA		 1 	 1 	 2 										
	aya		 1 	 2 	 1 										
	aua		 1 	 3 											
Ayy	Ayy				 3 										
	Ayu			 1 	 2 										
	Auu			 2 	 1 										
	ayy		 1 	 1 	 2 										
	ayu		 1 	 2 	 1 										
	auu		 1 	 3 											
Aye	Aye				 2 										
	AyE			 1 	 2 		 1 			 1 	 1 				
	Aue			 1 	 1 										
	AuE			 2 	 1 		 1 				 1 				
	aye		 1 	 1 	 1 										
	ayE		 1 	 2 	 1 		 1 			 1 	 1 				
	aue		 1 	 2 											
	auE		 1 	 3 			 1 								
Ayi	Ayi				 2 										
	AyI			 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aui			 1 	 1 										
	AuI			 2 	 1 	 1 	 1 		 1 		 1 				
	ayi		 1 	 1 	 1 										
	ayI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aui		 1 	 2 											
	auI		 1 	 3 		 1 	 1 								
AyI	AyI				 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Ayi			 1 	 2 										
	AuI			 1 	 1 	 1 	 1 		 1 		 1 				
	Aui			 2 	 1 										
	ayI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	ayi		 1 	 2 	 1 										
	auI		 1 	 2 		 1 	 1 								
	aui		 1 	 3 											
AyE	AyE				 2 		 1 			 1 	 1 				
	Aye			 1 	 2 										
	AuE			 1 	 1 		 1 				 1 				
	Aue			 2 	 1 										
	ayE		 1 	 1 	 1 		 1 			 1 	 1 				
	aye		 1 	 2 	 1 										
	auE		 1 	 2 			 1 								
	aue		 1 	 3 											
Ayo	Ayo				 2 										
	AyO			 1 	 3 										
	Auo			 1 	 1 										
	AuO			 2 	 2 										
	ayo		 1 	 1 	 1 										
	ayO		 1 	 2 	 2 										
	auo		 1 	 2 											
	auO		 1 	 3 	 1 										
Aya	Aya				 2 										
	AyA			 1 	 3 										
	Aua			 1 	 1 										
	AuA			 2 	 2 										
	aya		 1 	 1 	 1 										
	ayA		 1 	 2 	 2 										
	aua		 1 	 2 											
	auA		 1 	 3 	 1 										
Ayu	Ayu				 2 										
	Ayy			 1 	 3 										
	Auu			 1 	 1 										
	Auy			 2 	 2 										
	ayu		 1 	 1 	 1 										
	ayy		 1 	 2 	 2 										
	auu		 1 	 2 											
	auy		 1 	 3 	 1 										
AeO	AeO				 2 										
	Aeo			 1 	 1 										
	AEO			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEo			 2 	 1 		 1 			 1 	 1 				
	aeO		 1 	 1 	 1 										
	aeo		 1 	 2 											
	aEO		 1 	 2 	 1 		 1 							 1 	 1 
	aEo		 1 	 3 			 1 								
AeA	AeA				 2 										
	Aea			 1 	 1 										
	AEA			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEa			 2 	 1 		 1 			 1 	 1 				
	aeA		 1 	 1 	 1 										
	aea		 1 	 2 											
	aEA		 1 	 2 	 1 		 1 							 1 	 1 
	aEa		 1 	 3 			 1 								
Aey	Aey				 2 										
	Aeu			 1 	 1 										
	AEy			 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEu			 2 	 1 		 1 			 1 	 1 				
	aey		 1 	 1 	 1 										
	aeu		 1 	 2 											
	aEy		 1 	 2 	 1 		 1 							 1 	 1 
	aEu		 1 	 3 			 1 								
Aee	Aee	 1 			 1 										
	AeE			 1 	 1 		 1 				 1 				
	AEe			 1 	 1 		 1 			 1 	 1 				
	AEE			 2 	 1 		 2 			 1 	 2 				
	aee		 1 	 1 											
	aeE		 1 	 2 			 1 								
	aEE		 1 	 3 			 2 								
Aei	Aei	 1 			 1 										
	AeI			 1 	 1 	 1 	 1 		 1 		 1 				
	AEi			 1 	 1 		 1 			 1 	 1 				
	AEI			 2 	 1 	 1 	 2 		 1 	 1 	 2 				
	aei		 1 	 1 											
	aeI		 1 	 2 		 1 	 1 								
	aEi		 1 	 2 			 1 								
	aEI		 1 	 3 		 1 	 2 								
AeI	AeI				 1 	 1 	 1 		 1 		 1 				
	Aei			 1 	 1 										
	AEI			 1 	 1 	 1 	 2 		 1 	 1 	 2 				
	AEi			 2 	 1 		 1 			 1 	 1 				
	aeI		 1 	 1 		 1 	 1 								
	aei		 1 	 2 											
	aEI		 1 	 2 		 1 	 2 								
	aEi		 1 	 3 			 1 								
AeE	AeE				 1 		 1 				 1 				
	Aee			 1 	 1 										
	AEE			 1 	 1 		 2 			 1 	 2 				
	AEe			 2 	 1 		 1 			 1 	 1 				
	aeE		 1 	 1 			 1 								
	aee		 1 	 2 											
	aEE		 1 	 2 			 2 								
	aEe		 1 	 3 			 1 								
Aeo	Aeo				 1 										
	AeO			 1 	 2 										
	AEo			 1 	 1 		 1 			 1 	 1 				
	AEO			 2 	 2 		 1 			 1 	 1 			 1 	 1 
	aeo		 1 	 1 											
	aeO		 1 	 2 	 1 										
	aEo		 1 	 2 			 1 								
	aEO		 1 	 3 	 1 		 1 							 1 	 1 
Aea	Aea	 1 			 1 										
	AeA			 1 	 2 										
	AEa			 1 	 1 		 1 			 1 	 1 				
	AEA			 2 	 2 		 1 			 1 	 1 			 1 	 1 
	aea		 1 	 1 											
	aeA		 1 	 2 	 1 										
	aEa		 1 	 2 			 1 								
	aEA		 1 	 3 	 1 		 1 							 1 	 1 
Aeu	Aeu	 1 			 1 										
	Aey			 1 	 2 										
	AEu			 1 	 1 		 1 			 1 	 1 				
