trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
46	_e_	oee					1.8461538461538463	43.098462648462665	0	18.14761904761905							-2	54.952380952380935	-2	52.952380952380935					-2	72	-2	58.42857142857142																																																																																																									-2	98	-2	96	-2	92	-2	92									-2	90	-2	88	-2	74	-2	74
47	__a	OAA			1.1428571428571428	3.857142857142857	1.1428571428571428	44.24131979131981	0	18.14761904761905			-2	80	-2	58.952380952380935	-2	52.952380952380935	-2	50.952380952380935							1.1428571428571428	59.57142857142857																																																																																																																																
48	u__	uuo							1.3333333333333333	19.48095238095238															-2	70	-2	57.57142857142857																																																																																																																																
49	u_	ua							1.0	20.48095238095238																	-2	55.57142857142857																																																																																																																																
50	__e	yye					1.5	45.74131979131981	0	20.48095238095238					-2	56.952380952380935	-2	50.952380952380935	-2	48.952380952380935																																																																																																																																								
51	a__	aoo							1.3333333333333333	21.814285714285713															-2	68	-2	53.57142857142857																																																																																																																																
52	_u_	ouu					1.3333333333333333	47.074653124653146	0	21.814285714285713															-2	66	-2	51.57142857142857																																																																																																																																
53	u_	uu							1.0	22.814285714285713																	-2	49.57142857142857																																																																																																																																
54	_e_	yeO					1.6	48.67465312465315	0	22.814285714285713			-2	78	-2	54.952380952380935	-2	48.952380952380935	-2	46.952380952380935																																																																																																																																								
55	u__	uua							1.0	23.814285714285713																	-2	47.57142857142857																																																																																																																																
56	a__	aaa							1.0	24.814285714285713																	-2	45.57142857142857																																																																																																																																
57	u_	uo							1.3333333333333333	26.147619047619045															-2	64	-2	43.57142857142857																																																																																																																																
58	_e	Oe					1.6	50.27465312465315	0	26.147619047619045			-2	76	-2	52.952380952380935	-2	46.952380952380935	-2	44.952380952380935																																																																																																																																								
59	a__	aua							1.0	27.147619047619045																	-2	41.57142857142857																																																																																																																																
60	a_	ai							1.5	28.647619047619045									-2	42.952380952380935																																																																																																																																					-2	72	-2	72
61	__a	OOA			1.1428571428571428	5.0	1.1428571428571428	51.417510267510295	0	28.647619047619045			-2	74	-2	50.952380952380935	-2	44.952380952380935	-2	40.952380952380935							1.1428571428571428	42.714285714285715																																																																																																																																
62	u__	ueu							1.8333333333333333	30.480952380952377							-2	42.952380952380935	-2	38.952380952380935							-2	40.714285714285715																																													-2	96	-2	96													-2	86	-2	86																																																									-2	88	-2	86	-2	70	-2	70
63	a_	AO	1.1428571428571428	9.809523809523808	0	5.0			1.1428571428571428	31.62380952380952			-2	72	-2	48.952380952380935	-2	40.952380952380935	-2	36.952380952380935							1.1428571428571428	41.85714285714286																																																																																																																																
64	_a_	OAO			1.1428571428571428	6.142857142857142	1.1428571428571428	52.56036741036744	0	31.62380952380952			-2	70	-2	46.952380952380935	-2	38.952380952380935	-2	34.952380952380935							1.1428571428571428	43.00000000000001																																																																																																																																
65	u__	yeA	1.0	10.809523809523808	0	6.142857142857142			1.0	32.62380952380952					-2	44.952380952380935	-2	36.952380952380935	-2	32.952380952380935							1.0	44.00000000000001																																																																																																																																
66	y_e	yAe							1.5	34.12380952380952					-2	42.952380952380935	-2	34.952380952380935	-2	30.952380952380935																																																																																																																																								
67	y_i	uai	0.75	11.559523809523808	0	6.142857142857142			0.75	34.87380952380952					0.75	43.702380952380935	0.75	35.702380952380935	0.75	31.702380952380935							-2	42.00000000000001																																																																																																																													-2	68	-2	68
68	_ii	oii					1.7142857142857142	54.274653124653156	0	34.87380952380952															-2	62	-2	40.00000000000001																																																																																																													-2	90	-2	90													-2	66	-2	66
69	__a	OyA			1.1428571428571428	7.285714285714285	1.1428571428571428	55.4175102675103	0	34.87380952380952			-2	68	-2	41.702380952380935	-2	33.702380952380935	-2	29.702380952380935							1.1428571428571428	41.14285714285715																																																																																																																																
70	y__	uoa	0.5714285714285714	12.13095238095238	0	7.285714285714285			0.5714285714285714	35.44523809523809					0.5714285714285714	42.273809523809504	0.5714285714285714	34.273809523809504	0.5714285714285714	30.273809523809508					-2	60	-2	39.14285714285715																																																																																																																																
71	aua	AyA	1.2	13.330952380952379	0	7.285714285714285									-2	40.273809523809504	-2	32.273809523809504	-2	28.273809523809508							1.2	40.342857142857156																																																																																																																																
72	a__	AAe	1.0	14.330952380952379	0	7.285714285714285			1.0	36.44523809523809					-2	38.273809523809504	-2	30.273809523809504	-2	26.273809523809508							1.0	41.342857142857156																																																																																																																																
73	_A_	oao			0.5714285714285714	7.857142857142856	0.5714285714285714	55.98893883893887	0	36.44523809523809					0.5714285714285714	38.845238095238074	0.5714285714285714	30.845238095238077	0.5714285714285714	26.84523809523808					-2	58	-2	39.342857142857156																																																																																																																																
74	u__	yey	1.0	15.330952380952379	0	7.857142857142856			1.0	37.44523809523809					-2	36.845238095238074	-2	28.845238095238077	-2	24.84523809523808							1.0	40.342857142857156																																																																																																																																
77	__y	OOy					1.6	57.58893883893887	0	37.44523809523809			-2	66	-2	34.845238095238074	-2	26.845238095238077	-2	22.84523809523808																																																																																																																																								
78	A_i	AAi							1.5	38.94523809523809					-2	32.845238095238074	-2	24.845238095238077	-2	20.84523809523808																																																																																																																																								
79	_yi	oui			1.0	8.857142857142856	1.0	58.58893883893887	0	38.94523809523809					1.0	33.845238095238074	1.0	25.845238095238077	1.0	21.84523809523808					-2	56	-2	38.342857142857156																																																																																																															-2	88													-2	64	-2	64
80	A_	ao	0.5714285714285714	15.90238095238095	0	8.857142857142856			0.5714285714285714	39.51666666666666					0.5714285714285714	34.41666666666664	0.5714285714285714	26.41666666666665	0.5714285714285714	22.416666666666654					-2	54	-2	36.342857142857156																																																																																																																																
84	yA	ua	0.4	16.30238095238095	0	8.857142857142856									0.4	34.81666666666664	0.4	26.81666666666665	0.4	22.816666666666652							-2	34.342857142857156																																																																																																																																
85	o__	Oii	1.0	17.30238095238095	0	8.857142857142856			1.0	40.51666666666666			-2	64	-2	32.81666666666664	-2	24.81666666666665	-2	20.816666666666652					1.0	55.0	1.0	35.342857142857156																																																																																																																																
87	o_a	OeA	1.0	18.30238095238095	0	8.857142857142856			1.0	41.51666666666666			-2	62	-2	30.81666666666664	-2	22.81666666666665	-2	18.816666666666652					1.0	56.0	1.0	36.342857142857156																																																																																																																																
88	AeA	aea	1.3846153846153846	19.686996336996334	0	8.857142857142856									1.3846153846153846	32.20128205128203	1.3846153846153846	24.201282051282032	1.3846153846153846	20.201282051282035							-2	34.342857142857156																																													-2	94	-2	94													-2	84	-2	84																																																									-2	86	-2	84	-2	62	-2	62
89	yAe	uae	1.1111111111111112	20.798107448107444	0	8.857142857142856									1.1111111111111112	33.31239316239314	1.1111111111111112	25.312393162393143	1.1111111111111112	21.312393162393146							-2	32.342857142857156																																																																																																																									-2	84	-2	82	-2	60	-2	60
94	yiA	uia	1.1111111111111112	21.909218559218555	0	8.857142857142856									1.1111111111111112	34.42350427350426	1.1111111111111112	26.423504273504253	1.1111111111111112	22.423504273504257							-2	30.342857142857156																																																													-2	82	-2	82																																																													-2	58	-2	58
102	o_	Oi	1.0	22.909218559218555	0	8.857142857142856			1.0	42.51666666666666			-2	60	-2	32.42350427350426	-2	24.423504273504253	-2	20.423504273504257					1.0	57.0	1.0	31.342857142857156																																																																																																																																
