			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
	___		0	0	1	3	0	0	0	0	0
	a_E		0	1	0	1	0	0	0	0	1
	_iE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	aI_		0	1	0	1	0	0	0	1	1
	_Ie		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IE		0	2	1	1	0	0	0	1	2
	Ai_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_E		1	2	0	1	0	0	1	0	1
	AI_		1	2	0	1	0	0	1	1	1
	aii		0	0	0	0	0	1	0	0	0
	aei		0	0	0	0	0	2	0	0	0
	iie		1	1	0	0	1	1	0	0	0
	iii		1	1	0	0	1	2	0	0	0
	iei		1	1	0	0	1	3	0	0	0
	aeE		0	1	0	0	0	1	0	0	1
	iiE		1	2	0	0	1	1	0	0	1
	ieE		1	2	0	0	1	2	0	0	1
	aIi		0	1	0	0	0	1	0	1	1
	iIe		1	2	0	0	1	1	0	1	1
	iIi		1	2	0	0	1	2	0	1	1
	iIE		1	3	0	0	1	1	0	1	2
	Aii		1	1	0	0	0	1	1	0	0
	Aei		1	1	0	0	0	2	1	0	0
	AeE		1	2	0	0	0	1	1	0	1
	AIi		1	2	0	0	0	1	1	1	1
	ae_		0	0	0	1	0	1	0	0	0
	ii_		1	1	0	1	1	1	0	0	0
	ie_		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ii		0	0	1	1	0	1	0	0	0
	_ei		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	i_E		1	2	0	1	1	1	0	0	1
	_eE		0	1	1	1	0	1	0	0	1
	iI_		1	2	0	1	1	1	0	1	1
	_Ii		0	1	1	1	0	1	0	1	1
	Ae_		1	1	0	1	0	1	1	0	0
aii	aii	1	0	0	0	0	0	0	0	0	0
	aiI		0	1	0	0	0	0	0	1	1
	aII		0	2	0	0	0	0	0	2	2
	Aii		1	1	0	0	0	0	1	0	0
	AiI		1	2	0	0	0	0	1	1	1
	AII		1	3	0	0	0	0	1	2	2
	ai_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_I		0	1	0	1	0	0	0	1	1
	_iI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	_II		0	2	1	1	0	0	0	2	2
	Ai_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_I		1	2	0	1	0	0	1	1	1
	aie		0	0	0	0	0	1	0	0	0
	aee		0	0	0	0	0	2	0	0	0
	iii		1	1	0	0	1	1	0	0	0
	iie		1	1	0	0	1	2	0	0	0
	iee		1	1	0	0	1	3	0	0	0
	aeI		0	1	0	0	0	1	0	1	1
	iiI		1	2	0	0	1	1	0	1	1
	ieI		1	2	0	0	1	2	0	1	1
	iII		1	3	0	0	1	1	0	2	2
	Aie		1	1	0	0	0	1	1	0	0
	Aee		1	1	0	0	0	2	1	0	0
	AeI		1	2	0	0	0	1	1	1	1
	ae_		0	0	0	1	0	1	0	0	0
	ii_		1	1	0	1	1	1	0	0	0
	ie_		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ie		0	0	1	1	0	1	0	0	0
	_ee		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	i_I		1	2	0	1	1	1	0	1	1
	_eI		0	1	1	1	0	1	0	1	1
	Ae_		1	1	0	1	0	1	1	0	0
aio	aio	1	0	0	0	0	0	0	0	0	0
	aiO		0	1	0	0	0	0	1	0	0
	aIo		0	1	0	0	0	0	0	1	1
	aIO		0	2	0	0	0	0	1	1	1
	Aio		1	1	0	0	0	0	1	0	0
	AiO		1	2	0	0	0	0	2	0	0
	AIo		1	2	0	0	0	0	1	1	1
	AIO		1	3	0	0	0	0	2	1	1
	ai_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_io		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_O		0	1	0	1	0	0	1	0	0
	_iO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	aI_		0	1	0	1	0	0	0	1	1
	_Io		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IO		0	2	1	1	0	0	1	1	1
	Ai_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_O		1	2	0	1	0	0	2	0	0
	AI_		1	2	0	1	0	0	1	1	1
	aii		0	1	0	0	0	1	0	0	0
	aeo		0	0	0	0	0	1	0	0	0
	aei		0	1	0	0	0	2	0	0	0
	iio		1	1	0	0	1	1	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	ieo		1	1	0	0	1	2	0	0	0
	iei		1	2	0	0	1	3	0	0	0
	aeO		0	1	0	0	0	1	1	0	0
	iiO		1	2	0	0	1	1	1	0	0
	ieO		1	2	0	0	1	2	1	0	0
	aIi		0	2	0	0	0	1	0	1	1
	iIo		1	2	0	0	1	1	0	1	1
	iIi		1	3	0	0	1	2	0	1	1
	iIO		1	3	0	0	1	1	1	1	1
	Aii		1	2	0	0	0	1	1	0	0
	Aeo		1	1	0	0	0	1	1	0	0
	Aei		1	2	0	0	0	2	1	0	0
	AeO		1	2	0	0	0	1	2	0	0
	AIi		1	3	0	0	0	1	1	1	1
	ae_		0	0	0	1	0	1	0	0	0
	ii_		1	1	0	1	1	1	0	0	0
	ie_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eo		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_O		1	2	0	1	1	1	1	0	0
	_eO		0	1	1	1	0	1	1	0	0
	iI_		1	2	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ae_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aia	aia	1	0	0	0	0	0	0	0	0	0
	aiA		0	1	0	0	0	0	1	0	0
	aIa		0	1	0	0	0	0	0	1	1
	aIA		0	2	0	0	0	0	1	1	1
	Aia		1	1	0	0	0	0	1	0	0
	AiA		1	2	0	0	0	0	2	0	0
	AIa		1	2	0	0	0	0	1	1	1
	AIA		1	3	0	0	0	0	2	1	1
	ai_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ia		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_A		0	1	0	1	0	0	1	0	0
	_iA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	aI_		0	1	0	1	0	0	0	1	1
	_Ia		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IA		0	2	1	1	0	0	1	1	1
	Ai_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_A		1	2	0	1	0	0	2	0	0
	AI_		1	2	0	1	0	0	1	1	1
	aii		0	1	0	0	0	1	0	0	0
	aea		0	0	0	0	0	1	0	0	0
	aei		0	1	0	0	0	2	0	0	0
	iia		1	1	0	0	1	1	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	iea		1	1	0	0	1	2	0	0	0
	iei		1	2	0	0	1	3	0	0	0
	aeA		0	1	0	0	0	1	1	0	0
	iiA		1	2	0	0	1	1	1	0	0
	ieA		1	2	0	0	1	2	1	0	0
	aIi		0	2	0	0	0	1	0	1	1
	iIa		1	2	0	0	1	1	0	1	1
	iIi		1	3	0	0	1	2	0	1	1
	iIA		1	3	0	0	1	1	1	1	1
	Aii		1	2	0	0	0	1	1	0	0
	Aea		1	1	0	0	0	1	1	0	0
	Aei		1	2	0	0	0	2	1	0	0
	AeA		1	2	0	0	0	1	2	0	0
	AIi		1	3	0	0	0	1	1	1	1
	ae_		0	0	0	1	0	1	0	0	0
	ii_		1	1	0	1	1	1	0	0	0
	ie_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ea		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_A		1	2	0	1	1	1	1	0	0
	_eA		0	1	1	1	0	1	1	0	0
	iI_		1	2	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ae_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aiu	aiu	1	0	0	0	0	0	0	0	0	0
	aiy		0	1	0	0	0	0	1	0	0
	aIu		0	1	0	0	0	0	0	1	1
	aIy		0	2	0	0	0	0	1	1	1
	Aiu		1	1	0	0	0	0	1	0	0
	Aiy		1	2	0	0	0	0	2	0	0
	AIu		1	2	0	0	0	0	1	1	1
	AIy		1	3	0	0	0	0	2	1	1
	ai_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_iu		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_y		0	1	0	1	0	0	1	0	0
	_iy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	aI_		0	1	0	1	0	0	0	1	1
	_Iu		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_Iy		0	2	1	1	0	0	1	1	1
	Ai_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_y		1	2	0	1	0	0	2	0	0
	AI_		1	2	0	1	0	0	1	1	1
	aii		0	1	0	0	0	1	0	0	0
	aeu		0	0	0	0	0	1	0	0	0
	aei		0	1	0	0	0	2	0	0	0
	iiu		1	1	0	0	1	1	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	ieu		1	1	0	0	1	2	0	0	0
	iei		1	2	0	0	1	3	0	0	0
	aey		0	1	0	0	0	1	1	0	0
	iiy		1	2	0	0	1	1	1	0	0
	iey		1	2	0	0	1	2	1	0	0
	aIi		0	2	0	0	0	1	0	1	1
	iIu		1	2	0	0	1	1	0	1	1
	iIi		1	3	0	0	1	2	0	1	1
	iIy		1	3	0	0	1	1	1	1	1
	Aii		1	2	0	0	0	1	1	0	0
	Aeu		1	1	0	0	0	1	1	0	0
	Aei		1	2	0	0	0	2	1	0	0
	Aey		1	2	0	0	0	1	2	0	0
	AIi		1	3	0	0	0	1	1	1	1
	ae_		0	0	0	1	0	1	0	0	0
	ii_		1	1	0	1	1	1	0	0	0
	ie_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eu		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_y		1	2	0	1	1	1	1	0	0
	_ey		0	1	1	1	0	1	1	0	0
	iI_		1	2	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	Ae_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aoe	aoe	1	0	0	0	0	0	0	0	0	0
	aoE		0	1	0	0	0	0	0	0	1
	aOe		0	1	0	0	0	0	1	0	0
	aOE		0	2	0	0	0	0	1	0	1
	Aoe		1	1	0	0	0	0	1	0	0
	AoE		1	2	0	0	0	0	1	0	1
	AOe		1	2	0	0	0	0	2	0	0
	AOE		1	3	0	0	0	0	2	0	1
	ao_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_oe		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_E		0	1	0	1	0	0	0	0	1
	_oE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	aO_		0	1	0	1	0	0	1	0	0
	_Oe		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OE		0	2	1	1	0	0	1	0	1
	Ao_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_E		1	2	0	1	0	0	1	0	1
	AO_		1	2	0	1	0	0	2	0	0
	aoi		0	0	0	0	0	1	0	0	0
	aie		0	1	0	0	0	1	0	0	0
	aii		0	1	0	0	0	2	0	0	0
	ioe		1	1	0	0	1	1	0	0	0
	ioi		1	1	0	0	1	2	0	0	0
	iie		1	2	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	aiE		0	2	0	0	0	1	0	0	1
	ioE		1	2	0	0	1	1	0	0	1
	iiE		1	3	0	0	1	2	0	0	1
	aOi		0	1	0	0	0	1	1	0	0
	iOe		1	2	0	0	1	1	1	0	0
	iOi		1	2	0	0	1	2	1	0	0
	iOE		1	3	0	0	1	1	1	0	1
	Aoi		1	1	0	0	0	1	1	0	0
	Aie		1	2	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	2	1	0	0
	AiE		1	3	0	0	0	1	1	0	1
	AOi		1	2	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	io_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	a_i		0	0	0	1	0	1	0	0	0
	i_i		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_oi		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	i_E		1	2	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	iO_		1	2	0	1	1	1	1	0	0
	_Oi		0	1	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
	A_i		1	1	0	1	0	1	1	0	0
aoi	aoi	1	0	0	0	0	0	0	0	0	0
	aoI		0	1	0	0	0	0	0	1	1
	aOi		0	1	0	0	0	0	1	0	0
	aOI		0	2	0	0	0	0	1	1	1
	Aoi		1	1	0	0	0	0	1	0	0
	AoI		1	2	0	0	0	0	1	1	1
	AOi		1	2	0	0	0	0	2	0	0
	AOI		1	3	0	0	0	0	2	1	1
	ao_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_oi		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_I		0	1	0	1	0	0	0	1	1
	_oI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	aO_		0	1	0	1	0	0	1	0	0
	_Oi		0	1	1	1	0	0	1	0	0
	_O_		0	1	1	2	0	0	1	0	0
	_OI		0	2	1	1	0	0	1	1	1
	Ao_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_I		1	2	0	1	0	0	1	1	1
	AO_		1	2	0	1	0	0	2	0	0
	aoe		0	0	0	0	0	1	0	0	0
	aii		0	1	0	0	0	1	0	0	0
	aie		0	1	0	0	0	2	0	0	0
	ioi		1	1	0	0	1	1	0	0	0
	ioe		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	iie		1	2	0	0	1	3	0	0	0
	aiI		0	2	0	0	0	1	0	1	1
	ioI		1	2	0	0	1	1	0	1	1
	iiI		1	3	0	0	1	2	0	1	1
	aOe		0	1	0	0	0	1	1	0	0
	iOi		1	2	0	0	1	1	1	0	0
	iOe		1	2	0	0	1	2	1	0	0
	iOI		1	3	0	0	1	1	1	1	1
	Aoe		1	1	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	1	1	0	0
	Aie		1	2	0	0	0	2	1	0	0
	AiI		1	3	0	0	0	1	1	1	1
	AOe		1	2	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	io_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	a_e		0	0	0	1	0	1	0	0	0
	i_e		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_oe		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	i_I		1	2	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	iO_		1	2	0	1	1	1	1	0	0
	_Oe		0	1	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
	A_e		1	1	0	1	0	1	1	0	0
aoo	aoo	1	0	0	0	0	0	0	0	0	0
	aoO		0	1	0	0	0	0	1	0	0
	aOO		0	2	0	0	0	0	2	0	0
	Aoo		1	1	0	0	0	0	1	0	0
	AoO		1	2	0	0	0	0	2	0	0
	AOO		1	3	0	0	0	0	3	0	0
	ao_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_oo		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_O		0	1	0	1	0	0	1	0	0
	_oO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_OO		0	2	1	1	0	0	2	0	0
	Ao_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_O		1	2	0	1	0	0	2	0	0
	aoi		0	1	0	0	0	1	0	0	0
	aii		0	2	0	0	0	2	0	0	0
	ioo		1	1	0	0	1	1	0	0	0
	ioi		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	aiO		0	2	0	0	0	1	1	0	0
	ioO		1	2	0	0	1	1	1	0	0
	iiO		1	3	0	0	1	2	1	0	0
	iOO		1	3	0	0	1	1	2	0	0
	Aoi		1	2	0	0	0	1	1	0	0
	Aii		1	3	0	0	0	2	1	0	0
	AiO		1	3	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	io_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_O		1	2	0	1	1	1	1	0	0
	_iO		0	2	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
aoa	aoa	1	0	0	0	0	0	0	0	0	0
	aoA		0	1	0	0	0	0	1	0	0
	aOA		0	2	0	0	0	0	2	0	0
	Aoa		1	1	0	0	0	0	1	0	0
	AoA		1	2	0	0	0	0	2	0	0
	AOA		1	3	0	0	0	0	3	0	0
	ao_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_oa		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_A		0	1	0	1	0	0	1	0	0
	_oA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	_OA		0	2	1	1	0	0	2	0	0
	Ao_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_A		1	2	0	1	0	0	2	0	0
	aoi		0	1	0	0	0	1	0	0	0
	aii		0	2	0	0	0	2	0	0	0
	ioa		1	1	0	0	1	1	0	0	0
	ioi		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	aiA		0	2	0	0	0	1	1	0	0
	ioA		1	2	0	0	1	1	1	0	0
	iiA		1	3	0	0	1	2	1	0	0
	iOA		1	3	0	0	1	1	2	0	0
	Aoi		1	2	0	0	0	1	1	0	0
	Aii		1	3	0	0	0	2	1	0	0
	AiA		1	3	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	io_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_A		1	2	0	1	1	1	1	0	0
	_iA		0	2	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
aou	aou	1	0	0	0	0	0	0	0	0	0
	aoy		0	1	0	0	0	0	1	0	0
	aOy		0	2	0	0	0	0	2	0	0
	Aou		1	1	0	0	0	0	1	0	0
	Aoy		1	2	0	0	0	0	2	0	0
	AOy		1	3	0	0	0	0	3	0	0
	ao_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ou		0	0	1	1	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_y		0	1	0	1	0	0	1	0	0
	_oy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	_Oy		0	2	1	1	0	0	2	0	0
	Ao_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_y		1	2	0	1	0	0	2	0	0
	aoi		0	1	0	0	0	1	0	0	0
	aii		0	2	0	0	0	2	0	0	0
	iou		1	1	0	0	1	1	0	0	0
	ioi		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	aiy		0	2	0	0	0	1	1	0	0
	ioy		1	2	0	0	1	1	1	0	0
	iiy		1	3	0	0	1	2	1	0	0
	iOy		1	3	0	0	1	1	2	0	0
	Aoi		1	2	0	0	0	1	1	0	0
	Aii		1	3	0	0	0	2	1	0	0
	Aiy		1	3	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	io_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_oi		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_y		1	2	0	1	1	1	1	0	0
	_iy		0	2	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
aae	aae	1	0	0	0	0	0	0	0	0	0
	aaE		0	1	0	0	0	0	0	0	1
	aAe		0	1	0	0	0	0	1	0	0
	aAE		0	2	0	0	0	0	1	0	1
	Aae		1	1	0	0	0	0	1	0	0
	AaE		1	2	0	0	0	0	1	0	1
	AAe		1	2	0	0	0	0	2	0	0
	AAE		1	3	0	0	0	0	2	0	1
	aa_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ae		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_E		0	1	0	1	0	0	0	0	1
	_aE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	aA_		0	1	0	1	0	0	1	0	0
	_Ae		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AE		0	2	1	1	0	0	1	0	1
	Aa_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_E		1	2	0	1	0	0	1	0	1
	AA_		1	2	0	1	0	0	2	0	0
	aai		0	0	0	0	0	1	0	0	0
	aie		0	1	0	0	0	1	0	0	0
	aii		0	1	0	0	0	2	0	0	0
	iae		1	1	0	0	1	1	0	0	0
	iai		1	1	0	0	1	2	0	0	0
	iie		1	2	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	aiE		0	2	0	0	0	1	0	0	1
	iaE		1	2	0	0	1	1	0	0	1
	iiE		1	3	0	0	1	2	0	0	1
	aAi		0	1	0	0	0	1	1	0	0
	iAe		1	2	0	0	1	1	1	0	0
	iAi		1	2	0	0	1	2	1	0	0
	iAE		1	3	0	0	1	1	1	0	1
	Aai		1	1	0	0	0	1	1	0	0
	Aie		1	2	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	2	1	0	0
	AiE		1	3	0	0	0	1	1	0	1
	AAi		1	2	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
	ia_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	a_i		0	0	0	1	0	1	0	0	0
	i_i		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ai		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	i_E		1	2	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	iA_		1	2	0	1	1	1	1	0	0
	_Ai		0	1	1	1	0	1	1	0	0
	Ai_		1	2	0	1	0	1	1	0	0
	A_i		1	1	0	1	0	1	1	0	0
aai	aai	1	0	0	0	0	0	0	0	0	0
	aaI		0	1	0	0	0	0	0	1	1
	aAi		0	1	0	0	0	0	1	0	0
	aAI		0	2	0	0	0	0	1	1	1
	Aai		1	1	0	0	0	0	1	0	0
	AaI		1	2	0	0	0	0	1	1	1
	AAi		1	2	0	0	0	0	2	0	0
	AAI		1	3	0	0	0	0	2	1	1
	aa_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ai		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_I		0	1	0	1	0	0	0	1	1
	_aI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	aA_		0	1	0	1	0	0	1	0	0
	_Ai		0	1	1	1	0	0	1	0	0
	_A_		0	1	1	2	0	0	1	0	0
	_AI		0	2	1	1	0	0	1	1	1
	Aa_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_I		1	2	0	1	0	0	1	1	1
	AA_		1	2	0	1	0	0	2	0	0
	aae		0	0	0	0	0	1	0	0	0
	aii		0	1	0	0	0	1	0	0	0
	aie		0	1	0	0	0	2	0	0	0
	iai		1	1	0	0	1	1	0	0	0
	iae		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	iie		1	2	0	0	1	3	0	0	0
	aiI		0	2	0	0	0	1	0	1	1
	iaI		1	2	0	0	1	1	0	1	1
	iiI		1	3	0	0	1	2	0	1	1
	aAe		0	1	0	0	0	1	1	0	0
	iAi		1	2	0	0	1	1	1	0	0
	iAe		1	2	0	0	1	2	1	0	0
	iAI		1	3	0	0	1	1	1	1	1
	Aae		1	1	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	1	1	0	0
	Aie		1	2	0	0	0	2	1	0	0
	AiI		1	3	0	0	0	1	1	1	1
	AAe		1	2	0	0	0	1	2	0	0
	ai_		0	1	0	1	0	1	0	0	0
