trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	u__	yei	1.5	1.5	0	0			1.5	1.5					-2	98	-2	98	-2	98							1.5	101.5																																																																																																																																
2	__i	oui					5.0	5.0	0	1.5															-2	98	-2	99.5																																																																																																															-2	98													-2	98	-2	98
3	y__	uao	0.6666666666666666	2.1666666666666665	0	0			0.6666666666666666	2.1666666666666665					0.6666666666666666	98.66666666666667	0.6666666666666666	98.66666666666667	0.6666666666666666	98.66666666666667					-2	96	-2	97.5																																																																																																																																
4	_i_	uio					8.0	13.0	0	2.1666666666666665															-2	94	-2	95.5																																																									-2	98	-2	98	-2	98	-2	98																																																													-2	96	-2	96
5	__	Ai					2.0	15.0	0	2.1666666666666665	2.0	102.0			-2	96.66666666666667	-2	96.66666666666667	-2	96.66666666666667																																																																																																																																								
6	u__	yee	1.5	3.6666666666666665	0	0			1.5	3.6666666666666665					-2	94.66666666666667	-2	94.66666666666667	-2	94.66666666666667							1.5	97.0																																																																																																																																
7	_i_	oia					8.0	23.0	0	3.6666666666666665															-2	92	-2	95.0																																																													-2	96	-2	96																																													-2	98	-2	96													-2	94	-2	94
8	__i	oei					12.0	35.0	0	3.6666666666666665							-2	92.66666666666667	-2	92.66666666666667					-2	90	-2	93.0																																																																																																									-2	98	-2	98	-2	96	-2	94									-2	98	-2	98	-2	92	-2	92
9	__e	AOe					4.0	39.0	0	3.6666666666666665			-2	98	-2	92.66666666666667	-2	90.66666666666667	-2	90.66666666666667																																																																																																																																								
