trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
0	Apriori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																								
0	Apriori	MaxIOSyl1>>MaxIO					20	20																																																																																																																																																				
1	__e	oae					8.0	28.0	0	0															-2	98	-2	98																																																																																																											-2	98			-2	98									-2	98	-2	98	-2	98	-2	98
2	___	Aii					2.0	30.0	0	0	2.0	102.0			-2	98	-2	98	-2	98																																																																																																																																								
3	u__	yAO	2.0	22.0	0	0			2.0	2.0			-2	98	-2	96	-2	96	-2	96							2.0	100.0																																																																																																																																
4	A_	Ay							3.0	5.0					-2	94	-2	94	-2	94																																																																																																																																								
5	__i	uei					7.0	37.0	0	5.0							-2	92	-2	92							-2	98.0																																																																																																																									-2	96	-2	96	-2	96	-2	96
6	A__	aau	0.3333333333333333	22.333333333333332	0	0			0.3333333333333333	5.333333333333333					0.3333333333333333	94.33333333333333	0.3333333333333333	92.33333333333333	0.3333333333333333	92.33333333333333							-2	96.0																																																																																																																																
7	_e_	OeA					4.0	41.0	0	5.333333333333333			-2	96	-2	92.33333333333333	-2	90.33333333333333	-2	90.33333333333333																																																																																																																																								
8	_e_	ueu					9.0	50.0	0	5.333333333333333																	-2	94.0																																													-2	98	-2	98													-2	98	-2	98																																																									-2	94	-2	94	-2	94	-2	94
9	u__	uoo							2.0	7.333333333333333															-2	96	-2	92.0																																																																																																																																
10	_e_	yee					3.0	53.0	0	7.333333333333333					-2	90.33333333333333	-2	88.33333333333333	-2	88.33333333333333																																																																																																																																								
11	__e	AAe					3.0	56.0	0	7.333333333333333					-2	88.33333333333333	-2	86.33333333333333	-2	86.33333333333333																																																																																																																																								
12	_e_	Oee					4.0	60.0	0	7.333333333333333			-2	94	-2	86.33333333333333	-2	84.33333333333333	-2	84.33333333333333																																																																																																																																								
13	__i	oui					5.0	65.0	0	7.333333333333333															-2	94	-2	90.0																																																																																																															-2	96													-2	92	-2	92
14	_i_	oii					7.0	72.0	0	7.333333333333333									-2	82.33333333333333					-2	92	-2	88.0																																																																																																													-2	98	-2	94													-2	90	-2	90
15	y__	yyO							4.0	11.333333333333332			-2	92	-2	84.33333333333333	-2	82.33333333333333	-2	80.33333333333333																																																																																																																																								
16	A_	AO							4.0	15.333333333333332			-2	90	-2	82.33333333333333	-2	80.33333333333333	-2	78.33333333333333																																																																																																																																								
17	_e	ae					5.0	77.0	0	15.333333333333332																	-2	86.0																																																																																																																									-2	92	-2	92	-2	88	-2	88
18	_e	Oe					4.0	81.0	0	15.333333333333332			-2	88	-2	80.33333333333333	-2	78.33333333333333	-2	76.33333333333333																																																																																																																																								
19	O_	OO							4.0	19.333333333333332			-2	86	-2	78.33333333333333	-2	76.33333333333333	-2	74.33333333333333																																																																																																																																								
20	__e	OAe					4.0	85.0	0	19.333333333333332			-2	84	-2	76.33333333333333	-2	74.33333333333333	-2	72.33333333333333																																																																																																																																								
21	A__	AiO							4.0	23.333333333333332			-2	82	-2	74.33333333333333	-2	72.33333333333333	-2	70.33333333333333																																																																																																																																								
22	A__	AAO							4.0	27.333333333333332			-2	80	-2	72.33333333333333	-2	70.33333333333333	-2	68.33333333333333																																																																																																																																								
23	y__	uae	2.5	24.833333333333332	0	0			2.5	29.833333333333332					2.5	74.83333333333333											-2	84.0																																																																																																																									-2	90	-2	90	-2	86	-2	86
24	_e_	oeo					18.0	103.0	0	29.833333333333332															-2	90	-2	82.0																																									-2	98	-2	98	-2	96	-2	96									-2	98	-2	98	-2	96	-2	96																																									-2	98	-2	96	-2	96	-2	92									-2	88	-2	88	-2	84	-2	84
25	O_	Oe							2.0	31.833333333333332							-2	68.33333333333333	-2	66.33333333333333																																																																																																																																								
26	y_	yA							3.0	34.83333333333333					-2	72.83333333333333	-2	66.33333333333333	-2	64.33333333333333																																																																																																																																								
27	A__	AOi							4.0	38.83333333333333			-2	78	-2	70.83333333333333	-2	64.33333333333333	-2	62.33333333333333																																																																																																																																								
28	O__	Oie							2.0	40.83333333333333							-2	62.33333333333333	-2	60.33333333333333																																																																																																																																								
29	y__	uuu	0.3333333333333333	25.166666666666664	0	0			0.3333333333333333	41.166666666666664					0.3333333333333333	71.16666666666666	0.3333333333333333	62.666666666666664	0.3333333333333333	60.666666666666664							-2	80.0																																																																																																																																
30	A__	aeo	7.0	32.166666666666664	0	0			7.0	48.166666666666664					7.0	78.16666666666666									-2	88	-2	78.0																																									-2	96	-2	96	-2	94	-2	94									-2	96	-2	96	-2	94	-2	94																																																									-2	86	-2	86	-2	82	-2	82
31	O__	OeO							4.0	52.166666666666664			-2	76	-2	76.16666666666666	-2	60.666666666666664	-2	58.666666666666664																																																																																																																																								
32	O__	oee	4.8	36.96666666666666	0	0			4.8	56.96666666666666			4.8	80.8	4.8	80.96666666666665	-2	58.666666666666664	-2	56.666666666666664					-2	86	-2	76.0																																																																																																									-2	96	-2	94	-2	94	-2	90									-2	84	-2	84	-2	80	-2	80
33	a__	aoi							7.0	63.96666666666666									-2	54.666666666666664					-2	84	-2	74.0																																																																																																													-2	92	-2	88													-2	78	-2	78
34	u__	uee							6.0	69.96666666666667							-2	56.666666666666664	-2	52.666666666666664																																																																																																																																	-2	82	-2	82	-2	76	-2	76
35	a__	Aye	1.5	38.46666666666666	0	0			1.5	71.46666666666667					-2	78.96666666666665	-2	54.666666666666664	-2	50.666666666666664							1.5	75.5																																																																																																																																
36	O_i	oai	1.4285714285714286	39.89523809523809	0	0			1.4285714285714286	72.8952380952381			1.4285714285714286	82.22857142857143	1.4285714285714286	80.39523809523808	1.4285714285714286	56.095238095238095	1.4285714285714286	52.095238095238095					-2	82	-2	73.5																																																																																																															-2	86													-2	74	-2	74
37	o__	ooo							2.0	74.8952380952381															-2	80	-2	71.5																																																																																																																																
38	oa_	OAi	1.6	41.49523809523809	0	0			1.6	76.4952380952381			-2	80.22857142857143	-2	78.39523809523808	-2	54.095238095238095	-2	50.095238095238095					1.6	81.6	1.6	73.1																																																																																																																																
39	u__	yAy	1.5	42.99523809523809	0	0			1.5	77.9952380952381					-2	76.39523809523808	-2	52.095238095238095	-2	48.095238095238095							1.5	74.6																																																																																																																																
41	O_i	OOi							4.0	81.9952380952381			-2	78.22857142857143	-2	74.39523809523808	-2	50.095238095238095	-2	46.095238095238095																																																																																																																																								
51	uua	yyA	2.0	44.99523809523809	0	0									-2	72.39523809523808	-2	48.095238095238095	-2	44.095238095238095							2.0	76.6																																																																																																																																
