trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
3	Ioa	iOA	1.1428571428571428	21.142857142857142	1.1428571428571428	1.1428571428571428	-2	98	-2	98	-2	98	-2	98	1.1428571428571428	101.14285714285714	1.1428571428571428	101.14285714285714	1.1428571428571428	101.14285714285714	1.1428571428571428	101.14285714285714																																																																																																																																
4	AyA	aua	0.3333333333333333	21.476190476190474	0.3333333333333333	1.476190476190476			0.3333333333333333	98.33333333333333	0.3333333333333333	98.33333333333333	0.3333333333333333	98.33333333333333							-2	99.14285714285714																																																																																																																																
5	ao	AO	1.6	23.076190476190476	1.6	3.076190476190476	-2	96	-2	96.33333333333333	-2	96.33333333333333	-2	96.33333333333333					1.6	102.74285714285713	1.6	100.74285714285713																																																																																																																																
6	eee	EEE	1.2	24.276190476190475	1.2	4.276190476190476					1.2	97.53333333333333	1.2	97.53333333333333			-2	99.14285714285714	-2	100.74285714285713	-2	98.74285714285713																																																																																																																																
10	ie	iE			4.5	8.776190476190475					4.5	102.03333333333333	4.5	102.03333333333333			-2	97.14285714285714	-2	98.74285714285713	-2	96.74285714285713																																																					-2	98	-2	98	-2	98	-2	98	-2	98	-2	98																																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	4.5	28.776190476190475																																																																																																																																																		
12	eAO	Eao	0.8571428571428571	29.633333333333333	0.8571428571428571	9.633333333333333	0.8571428571428571	96.85714285714286	0.8571428571428571	97.19047619047619	0.8571428571428571	102.89047619047619	0.8571428571428571	102.89047619047619			-2	95.14285714285714	-2	96.74285714285713	-2	94.74285714285713																																																																																																																																
14	IEE	iee	0.5714285714285714	30.204761904761906	0.5714285714285714	10.204761904761904					-2	100.89047619047619	-2	100.89047619047619	0.5714285714285714	101.71428571428571	0.5714285714285714	95.71428571428571	0.5714285714285714	97.3142857142857	0.5714285714285714	95.3142857142857																																																																																																																																
16	oo	OO	1.6	31.804761904761907	1.6	11.804761904761904	-2	94.85714285714286	-2	95.19047619047619	-2	98.89047619047619	-2	98.89047619047619					1.6	98.9142857142857	1.6	96.9142857142857																																																																																																																																
