trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
1	EIE	Eie			1.8333333333333333	1.8333333333333333					-1	99	-1	99	1.8333333333333333	101.83333333333333	1.8333333333333333	101.83333333333333	1.8333333333333333	101.83333333333333	1.8333333333333333	101.83333333333333																																																																																											-1	99	-1	99	-1	99											-1	99	-1	99	-1	99											-1	99	-1	99	-1	99
	a priori	Id(Bk)Syl1>>Id(Bk)	1.8333333333333321	21.833333333333332																																																																																																																																																		
2	eaa	Eaa	0.3333333333333333	22.166666666666664	0.3333333333333333	2.1666666666666665					0.3333333333333333	99.33333333333333	0.3333333333333333	99.33333333333333			-1	100.83333333333333	-1	100.83333333333333	-1	100.83333333333333																																													0.3333333333333333	100.33333333333333	0.3333333333333333	100.33333333333333													0.3333333333333333	100.33333333333333	0.3333333333333333	100.33333333333333																																																																
6	oaE	Oae	2.6666666666666665	24.833333333333332	2.6666666666666665	4.833333333333333	-1	99	-1	99	-1	98.33333333333333	-1	98.33333333333333			2.6666666666666665	103.5	2.6666666666666665	103.5	2.6666666666666665	103.5													-1	99	-1	99													-1	99	-1	99													-1	99.33333333333333	-1	99.33333333333333													-1	99.33333333333333	-1	99.33333333333333																																																									-1	99	-1	98	-1	98	-1	98
7	AAe	aae	0.8333333333333334	25.666666666666664	0.8333333333333334	5.666666666666666			0.8333333333333334	99.83333333333333	0.8333333333333334	99.16666666666666	0.8333333333333334	99.16666666666666							-1	102.5																																																																																																																									-1	98	-1	97	-1	97	-1	97
8	ai	Ai	0.5	26.166666666666664	0.5	6.166666666666666			-1	98.83333333333333	-1	98.16666666666666	-1	98.16666666666666							0.5	103.0																																																																																																																													0.5	97.5	0.5	97.5
9	eAi	Eai	1.1666666666666667	27.333333333333332	1.1666666666666667	7.333333333333333			1.1666666666666667	100.0	1.1666666666666667	99.33333333333333	1.1666666666666667	99.33333333333333			-1	102.5	-1	102.5	-1	102.0																																																																																															-1	98															-1	98													-1	96.5	-1	96.5
12	AAe	Aae			2.2	9.533333333333333			2.2	102.2	2.2	101.53333333333333	2.2	101.53333333333333							-1	101.0																													-1	98	-1	98													-1	98.33333333333333	-1	98.33333333333333													-1	98.33333333333333	-1	98.33333333333333																																																									-1	97	-1	96	-1	95.5	-1	95.5
