trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
62	eei	eEi			3.5	41.21904761904763					3.5	97.9738095238095	3.5	99.2238095238095			-1	98.31666666666665	-1	96.99523809523808																													-1	98	-1	98	-1	91.34523809523809	-1	90.34523809523809					-1	95.75	-1	95.75	-1	86.26190476190476	-1	84.26190476190476																													-1	95.33333333333333	-1	95.33333333333333													-1	91.33333333333333	-1	91.33333333333333
	a priori	Id(Bk)Syl1>>Id(Bk)	3.5	61.21904761904763																																																																																																																
63	II	Ii			1.4	42.61904761904763							-1	98.2238095238095	1.4	101.23333333333333	1.4	99.71666666666665	1.4	98.39523809523808																																																													-1	98	-1	98													-1	94.33333333333333	-1	94.33333333333333													-1	90.33333333333333	-1	90.33333333333333
	a priori	Id(Bk)Syl1>>Id(Bk)	1.3999999999999986	62.61904761904763																																																																																																																
64	eyy	Euu	0.3333333333333333	62.95238095238096	0.3333333333333333	42.95238095238096			0.3333333333333333	94.9738095238095	0.3333333333333333	98.30714285714284	0.3333333333333333	98.55714285714284			-1	98.71666666666665	-1	97.39523809523808																																																																																																
71	uuo	yyo	2.25	65.20238095238096	2.25	45.20238095238096			-1	93.9738095238095	-1	97.30714285714284	-1	97.55714285714284					2.25	99.64523809523808																					-1	97.08333333333333	-1	96.08333333333333									-1	90.34523809523809	-1	89.34523809523809									-1	85.26190476190476	-1	83.26190476190476																																																
73	oEi	Oei	0.4444444444444444	65.6468253968254	0.4444444444444444	45.646825396825406	-1	99.6904761904762	-1	92.9738095238095	-1	96.30714285714284	-1	96.55714285714284			0.4444444444444444	99.1611111111111	0.4444444444444444	100.08968253968253																																																																													0.4444444444444444	94.77777777777777	0.4444444444444444	94.77777777777777													0.4444444444444444	90.77777777777777	0.4444444444444444	90.77777777777777
74	eeo	eEo			2.0	47.646825396825406					2.0	98.30714285714284	2.0	98.55714285714284			-1	98.1611111111111	-1	99.08968253968253																													-1	97	-1	97			-1	88.34523809523809					-1	94.75	-1	94.75			-1	82.26190476190476																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	2.0	67.6468253968254																																																																																																																
75	uEa	yeA	0.6	68.2468253968254	0.6	48.24682539682541			-1	91.9738095238095	-1	97.30714285714284	-1	97.55714285714284			0.6	98.76111111111109	0.6	99.68968253968252																																																																																																
78	eOA	Eoa	0.2857142857142857	68.53253968253969	0.2857142857142857	48.53253968253969	0.2857142857142857	99.9761904761905	0.2857142857142857	92.2595238095238	0.2857142857142857	97.59285714285713	0.2857142857142857	97.84285714285713			-1	97.76111111111109	-1	98.68968253968252																																																																																																
81	AOe	aoE	0.2857142857142857	68.81825396825398	0.2857142857142857	48.81825396825398	0.2857142857142857	100.26190476190479	0.2857142857142857	92.54523809523809	0.2857142857142857	97.87857142857142	0.2857142857142857	98.12857142857142			-1	96.76111111111109	-1	97.68968253968252																																																																																																
82	AAo	aao	0.08333333333333333	68.90158730158731	0.08333333333333333	48.90158730158731			0.08333333333333333	92.62857142857142	0.08333333333333333	97.96190476190475	0.08333333333333333	98.21190476190475					-1	96.68968253968252																					0.08333333333333333	97.16666666666666	0.08333333333333333	96.16666666666666									0.08333333333333333	90.42857142857142	0.08333333333333333	88.42857142857142									0.08333333333333333	85.34523809523809	0.08333333333333333	82.34523809523809																																																
83	Eui	eyi	0.375	69.27658730158731	0.375	49.27658730158731			-1	91.62857142857142	-1	96.96190476190475	-1	97.21190476190475			0.375	97.13611111111109	0.375	97.06468253968252																																																																															0.375	95.15277777777777													0.375	91.15277777777777	0.375	91.15277777777777
84	oE	Oe	0.8	70.07658730158731	0.8	50.07658730158731	-1	99.26190476190479	-1	90.62857142857142	-1	95.96190476190475	-1	96.21190476190475			0.8	97.93611111111109	0.8	97.86468253968252																																																																																																
85	yei	uEi	1.0	71.07658730158731	1.0	51.07658730158731			1.0	91.62857142857142	1.0	96.96190476190475	1.0	97.21190476190475			-1	96.93611111111109	-1	96.86468253968252																																																																													-1	93.77777777777777	-1	94.15277777777777													-1	90.15277777777777	-1	90.15277777777777
86	uo	yo	2.25	73.32658730158731	2.25	53.32658730158731			-1	90.62857142857142	-1	95.96190476190475	-1	96.21190476190475					2.25	99.11468253968252																					-1	96.16666666666666	-1	95.16666666666666									-1	89.42857142857142	-1	87.42857142857142									-1	84.34523809523809	-1	81.34523809523809																																																
87	euo	eyo			1.0	54.32658730158731			-1	89.62857142857142	-1	94.96190476190475	-1	95.21190476190475					1.0	100.11468253968252																					-1	95.16666666666666	-1	94.16666666666666											1.0	88.42857142857142											1.0	82.34523809523809																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	74.32658730158731																																																																																																																
88	iyO	Iuo	0.42857142857142855	74.75515873015874	0.42857142857142855	54.75515873015874	0.42857142857142855	99.69047619047622	0.42857142857142855	90.05714285714285	0.42857142857142855	95.39047619047618	0.42857142857142855	95.64047619047618	-1	100.23333333333333	-1	95.93611111111109	-1	99.11468253968252																																																																																																
90	yeO	yeo			1.0	55.75515873015874	1.0	100.69047619047622	1.0	91.05714285714285	1.0	96.39047619047618	1.0	96.64047619047618					-1	98.11468253968252																							-1	93.16666666666666									-1	88.42857142857142	-1	87.42857142857142									-1	83.34523809523809	-1	81.34523809523809																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	75.75515873015874																																																																																																																
91	eeO	eeo			0.8333333333333334	56.588492063492076	0.8333333333333334	101.52380952380955	0.8333333333333334	91.89047619047618	0.8333333333333334	97.2238095238095	0.8333333333333334	97.4738095238095					-1	97.11468253968252																																	-1	87.42857142857142	-1	86.42857142857142									-1	82.34523809523809	-1	80.34523809523809																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.8333333333333428	76.58849206349208																																																																																																																
92	ooa	Ooa	3.0	79.58849206349208	3.0	59.588492063492076	-1	100.52380952380955	-1	90.89047619047618	-1	96.2238095238095	-1	96.4738095238095					3.0	100.11468253968252									-1	99	-1	98									-1	94.16666666666666	-1	92.16666666666666									-1	86.42857142857142	-1	85.42857142857142									-1	81.34523809523809	-1	79.34523809523809																																																
97	EaE	eAe	0.6	80.18849206349208	0.6	60.18849206349208			-1	89.89047619047618	-1	95.2238095238095	-1	95.4738095238095			0.6	96.53611111111108	0.6	100.71468253968251																																																																																																
98	yA	ua	0.16666666666666666	80.35515873015875	0.16666666666666666	60.35515873015874			0.16666666666666666	90.05714285714285	0.16666666666666666	95.39047619047618	0.16666666666666666	95.64047619047618					-1	99.71468253968251																																																																																																
99	OiO	Oio			1.0	61.35515873015874	1.0	101.52380952380955	1.0	91.05714285714285	1.0	96.39047619047618	1.0	96.64047619047618					-1	98.71468253968251											-1	97											-1	91.16666666666666											-1	84.42857142857142									-1	80.34523809523809	-1	78.34523809523809																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.9999999999999858	81.35515873015873																																																																																																																
101	iyA	Iua	0.5	81.85515873015873	0.5	61.85515873015874			0.5	91.55714285714285	0.5	96.89047619047618	0.5	97.14047619047618	-1	99.23333333333333	-1	95.53611111111108	-1	97.71468253968251																																																																																																
102	EEa	eea	1.2	83.05515873015874	1.2	63.055158730158745					-1	95.89047619047618	-1	96.14047619047618			1.2	96.73611111111109	1.2	98.91468253968252																																	-1	85.42857142857142	-1	83.42857142857142									-1	79.34523809523809	-1	77.34523809523809																																																
105	iy	iu			0.6	63.655158730158746			0.6	92.15714285714284	0.6	96.49047619047617	0.6	96.74047619047617					-1	97.91468253968252																																													-1	78.34523809523809	-1	76.34523809523809																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.6000000000000085	83.65515873015875																																																																																																																
107	eua	eyA			0.42857142857142855	64.08373015873018			-1	91.15714285714284	-1	95.49047619047617	-1	95.74047619047617					0.42857142857142855	98.34325396825395																																	0.42857142857142855	85.85714285714285	0.42857142857142855	83.85714285714285									0.42857142857142855	78.77380952380952	0.42857142857142855	76.77380952380952																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4285714285714306	84.08373015873018																																																																																																																
111	iAA	Iaa	0.5	84.58373015873018	0.5	64.58373015873018			0.5	91.65714285714284	0.5	95.99047619047617	0.5	96.24047619047617	-1	98.23333333333333	-1	95.73611111111109	-1	97.34325396825395																																																																																																
113	iiy	Iiu	1.8333333333333333	86.4170634920635	1.8333333333333333	66.4170634920635			1.8333333333333333	93.49047619047617	1.8333333333333333	97.8238095238095	1.8333333333333333	98.0738095238095	-1	97.23333333333333	-1	94.73611111111109	-1	96.34325396825395																																													-1	77.77380952380952	-1	75.77380952380952													-1	97	-1	97													-1	92.77777777777777	-1	93.15277777777777													-1	89.15277777777777	-1	89.15277777777777
116	III	iii	0.16666666666666666	86.58373015873018	0.16666666666666666	66.58373015873018							-1	97.0738095238095	0.16666666666666666	97.4	0.16666666666666666	94.90277777777776	0.16666666666666666	96.50992063492062																																																																																																
118	ioE	IoE	0.42857142857142855	87.01230158730161	0.42857142857142855	67.01230158730161							0.42857142857142855	97.50238095238093	-1	96.4	-1	93.90277777777776	-1	95.50992063492062																																											0.42857142857142855	95.17857142857143	0.42857142857142855	78.20238095238095	0.42857142857142855	76.20238095238095																																																
119	EuE	euE	1.6	88.6123015873016	1.6	68.6123015873016					-1	96.8238095238095	-1	96.50238095238093			1.6	95.50277777777775	1.6	97.10992063492061																															-1	96	-1	84.85714285714285	-1	82.85714285714285							-1	94.17857142857143	-1	77.20238095238095	-1	75.20238095238095																																																
120	iE	ie			0.25	68.8623015873016					-1	95.8238095238095	-1	95.50238095238093			0.25	95.75277777777775	0.25	97.35992063492061																																									0.25	95.0	0.25	94.42857142857143	0.25	77.45238095238095	0.25	75.45238095238095																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.25	88.8623015873016																																																																																																																
121	yiy	uiu	0.8333333333333334	89.69563492063493	0.8333333333333334	69.69563492063493			0.8333333333333334	94.3238095238095	0.8333333333333334	96.65714285714283	0.8333333333333334	96.33571428571426					-1	96.35992063492061																																													-1	76.45238095238095	-1	74.45238095238095																																													-1	88.15277777777777	-1	88.15277777777777
122	Aye	auE	0.3333333333333333	90.02896825396826	0.3333333333333333	70.02896825396826			0.3333333333333333	94.65714285714283	0.3333333333333333	96.99047619047616	0.3333333333333333	96.66904761904759			-1	94.75277777777775	-1	95.35992063492061																																																																																																
124	EEo	eEo	2.0	92.02896825396826	2.0	72.02896825396826					-1	95.99047619047616	-1	95.66904761904759			2.0	96.75277777777775	2.0	97.35992063492061																													-1	96	-1	95	-1	83.85714285714285	-1	81.85714285714285					-1	94.0	-1	93.42857142857143	-1	75.45238095238095	-1	73.45238095238095																																																
127	oaE	OAe	0.8	92.82896825396826	0.8	72.82896825396826	-1	100.52380952380955	-1	93.65714285714283	-1	94.99047619047616	-1	94.66904761904759			0.8	97.55277777777775	0.8	98.15992063492061																																																																																																
128	ieA	IEa	0.5	93.32896825396826	0.5	73.32896825396826			0.5	94.15714285714283	0.5	95.49047619047616	0.5	95.16904761904759	-1	95.4	-1	96.55277777777775	-1	97.15992063492061																																																																																																
129	yOA	uoa	0.14285714285714285	93.4718253968254	0.14285714285714285	73.4718253968254	0.14285714285714285	100.66666666666669	0.14285714285714285	94.29999999999997	0.14285714285714285	95.6333333333333	0.14285714285714285	95.31190476190473					-1	96.15992063492061																																																																																																
130	iye	IuE	0.5	93.9718253968254	0.5	73.9718253968254			0.5	94.79999999999997	0.5	96.1333333333333	0.5	95.81190476190473	-1	94.4	-1	95.55277777777775	-1	95.15992063492061																																																																																																
132	yeu	yey			0.375	74.3468253968254			-1	93.79999999999997	-1	95.1333333333333	-1	94.81190476190473					0.375	95.53492063492061																							0.375	91.54166666666666									0.375	84.23214285714285	0.375	82.23214285714285									0.375	75.82738095238095	0.375	73.82738095238095																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.375	94.3468253968254																																																																																																																
134	EII	Eii			1.0	75.3468253968254							-1	93.81190476190473	1.0	95.4	1.0	96.55277777777775	1.0	96.53492063492061																																																																													-1	91.77777777777777	-1	92.15277777777777													-1	87.15277777777777	-1	87.15277777777777
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	95.3468253968254																																																																																																																
136	oiE	Oie	0.36363636363636365	95.71046176046175	0.36363636363636365	75.71046176046175	-1	99.66666666666669	-1	92.79999999999997	-1	94.1333333333333	-1	92.81190476190473			0.36363636363636365	96.91641414141411	0.36363636363636365	96.89855699855697																																									0.36363636363636365	94.36363636363636	0.36363636363636365	93.79220779220779	0.36363636363636365	76.19101731601731	0.36363636363636365	74.19101731601731																																													0.36363636363636365	87.51641414141413	0.36363636363636365	87.51641414141413
137	iee	IEE	0.6	96.31046176046175	0.6	76.31046176046175					0.6	94.73333333333329	0.6	93.41190476190472	-1	94.4	-1	95.91641414141411	-1	95.89855699855697																																																																																																
139	oaE	OAe	0.8	97.11046176046175	0.8	77.11046176046175	-1	98.66666666666669	-1	91.79999999999997	-1	93.73333333333329	-1	92.41190476190472			0.8	96.7164141414141	0.8	96.69855699855697																																																																																																
140	eyy	Euu	0.3333333333333333	97.44379509379507	0.3333333333333333	77.44379509379507			0.3333333333333333	92.1333333333333	0.3333333333333333	94.06666666666662	0.3333333333333333	92.74523809523805			-1	95.7164141414141	-1	95.69855699855697																																																																																																
141	uo	yo	2.25	99.69379509379507	2.25	79.69379509379507			-1	91.1333333333333	-1	93.06666666666662	-1	91.74523809523805					2.25	97.94855699855697																					-1	93.16666666666666	-1	90.54166666666666									-1	83.23214285714285	-1	81.23214285714285									-1	75.19101731601731	-1	73.19101731601731																																																
145	iA	ia			0.6	80.29379509379507			0.6	91.73333333333329	0.6	93.66666666666661	0.6	92.34523809523805					-1	96.94855699855697																																													-1	74.19101731601731	-1	72.19101731601731																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5999999999999943	100.29379509379507																																																																																																																
148	yao	yAo			0.5	80.79379509379507			-1	90.73333333333329	-1	92.66666666666661	-1	91.34523809523805					0.5	97.44855699855697																							0.5	91.04166666666666											0.5	81.73214285714285											0.5	72.69101731601731																																																
