trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5	100.79379509379507																																																																																																																
157	eiy	eiu			0.8	81.59379509379507			0.8	91.53333333333329	0.8	93.46666666666661	0.8	92.14523809523804					-1	96.44855699855697																																			-1	80.73214285714285									-1	73.19101731601731	-1	71.69101731601731																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7999999999999972	101.59379509379507																																																																																																																
159	eyA	eua			1.0	82.59379509379507			1.0	92.53333333333329	1.0	94.46666666666661	1.0	93.14523809523804					-1	95.44855699855697																																	-1	82.23214285714285	-1	79.73214285714285									-1	72.19101731601731	-1	70.69101731601731																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	102.59379509379507																																																																																																																
161	iEo	ieo			0.5714285714285714	83.16522366522364					-1	93.46666666666661	-1	92.14523809523804			0.5714285714285714	96.28784271284268	0.5714285714285714	96.01998556998554																																	-1	81.23214285714285	-1	78.73214285714285					0.5714285714285714	94.93506493506493	0.5714285714285714	94.36363636363636			0.5714285714285714	71.26244588744588																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5714285714285694	103.16522366522364																																																																																																																
163	OOe	OoE			2.3333333333333335	85.49855699855696	2.3333333333333335	101.00000000000001	2.3333333333333335	94.86666666666662	2.3333333333333335	95.79999999999994	2.3333333333333335	94.47857142857137			-1	95.28784271284268	-1	95.01998556998554							-1	99	-1	98	-1	96							-1	99	-1	92.16666666666666	-1	90.04166666666666							-1	94	-1	80.23214285714285	-1	77.73214285714285							-1	93.36363636363636	-1	71.19101731601731	-1	70.26244588744588																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	2.3333333333333286	105.49855699855696																																																																																																																
164	iua	iyA			0.6	86.09855699855696			-1	93.86666666666662	-1	94.79999999999994	-1	93.47857142857137					0.6	95.61998556998553																																													0.6	71.7910173160173	0.6	70.86244588744587																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5999999999999943	106.09855699855696																																																																																																																
165	IIo	Iio			1.8	87.89855699855696							-1	92.47857142857137	1.8	96.2	1.8	97.08784271284267	1.8	97.41998556998553																																													-1	70.7910173160173	-1	69.86244588744587													-1	96	-1	96													-1	90.77777777777777	-1	91.15277777777777													-1	86.51641414141413	-1	86.51641414141413
	a priori	Id(Bk)Syl1>>Id(Bk)	1.7999999999999972	107.89855699855696																																																																																																																
173	iey	iEu			1.2	89.09855699855696			1.2	95.06666666666662	1.2	95.99999999999994	1.2	93.67857142857137			-1	96.08784271284267	-1	96.41998556998553																																									-1	93.93506493506493	-1	92.36363636363636	-1	69.7910173160173	-1	68.86244588744587																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.2000000000000028	109.09855699855696																																																																																																																
176	Auu	Ayy			0.3333333333333333	89.43189033189029			-1	94.06666666666662	-1	94.99999999999994	-1	92.67857142857137					0.3333333333333333	96.75331890331886																					0.3333333333333333	92.49999999999999	0.3333333333333333	90.37499999999999									0.3333333333333333	80.56547619047618	0.3333333333333333	78.06547619047618									0.3333333333333333	70.12435064935063	0.3333333333333333	69.1957792207792																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3333333333333286	109.43189033189029																																																																																																																
180	eAo	eao			0.42857142857142855	89.86046176046172			0.42857142857142855	94.49523809523805	0.42857142857142855	95.42857142857137	0.42857142857142855	93.1071428571428					-1	95.75331890331886																					0.42857142857142855	92.92857142857142	0.42857142857142855	90.80357142857142											-1	77.06547619047618											-1	68.1957792207792																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4285714285714306	109.86046176046172																																																																																																																
182	ia	iA			0.6	90.46046176046171			-1	93.49523809523805	-1	94.42857142857137	-1	92.1071428571428					0.6	96.35331890331885																																													0.6	70.72435064935063	0.6	68.7957792207792																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5999999999999943	110.46046176046171																																																																																																																
187	yau	yAy			0.3333333333333333	90.79379509379504			-1	92.49523809523805	-1	93.42857142857137	-1	91.1071428571428					0.3333333333333333	96.68665223665218																					0.3333333333333333	93.26190476190474	0.3333333333333333	91.13690476190474									0.3333333333333333	80.8988095238095	0.3333333333333333	77.3988095238095									0.3333333333333333	71.05768398268395	0.3333333333333333	69.12911255411252																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3333333333333286	110.79379509379504																																																																																																																
188	IoI	Ioi			1.0	91.79379509379504							-1	90.1071428571428	1.0	97.2	1.0	97.08784271284267	1.0	97.68665223665218																																																															-1	95															-1	90.15277777777777													-1	85.51641414141413	-1	85.51641414141413
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	111.79379509379504																																																																																																																
189	eeA	eea			1.0	92.79379509379504			1.0	93.49523809523805	1.0	94.42857142857137	1.0	91.1071428571428					-1	96.68665223665218																																	-1	79.8988095238095	-1	76.3988095238095									-1	70.05768398268395	-1	68.12911255411252																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	112.79379509379504																																																																																																																
190	ea	eA			0.42857142857142855	93.22236652236647			-1	92.49523809523805	-1	93.42857142857137	-1	90.1071428571428					0.42857142857142855	97.11522366522361																																	0.42857142857142855	80.32738095238093	0.42857142857142855	76.82738095238093									0.42857142857142855	70.48625541125539	0.42857142857142855	68.55768398268395																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4285714285714306	113.22236652236647																																																																																																																
196	ue	uE			0.25	93.47236652236647					0.25	93.67857142857137	0.25	90.3571428571428			-1	96.08784271284267	-1	96.11522366522361																																																																																									0.25	100.25	0.25	100.25	0.25	85.76641414141413	0.25	85.76641414141413
	a priori	Id(Bk)Syl1>>Id(Bk)	0.25	113.47236652236647																																																																																																																
219	eeo	eEo			2.0	95.47236652236647					2.0	95.67857142857137	2.0	92.3571428571428			-1	95.08784271284267	-1	95.11522366522361																													-1	95	-1	93			-1	75.82738095238093					-1	92.93506493506493	-1	91.36363636363636			-1	67.55768398268395																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	2.0	115.47236652236647																																																																																																																
222	eEa	eea			0.2	95.67236652236647					-1	94.67857142857137	-1	91.3571428571428			0.2	95.28784271284268	0.2	95.31522366522361																													0.2	95.2	0.2	93.2			0.2	76.02738095238094					0.2	93.13506493506493	0.2	91.56363636363636			0.2	67.75768398268396																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.20000000000000284	115.67236652236647																																																																																																																
226	Aia	AiA			0.42857142857142855	96.1009379509379			-1	91.49523809523805	-1	93.67857142857137	-1	90.3571428571428					0.42857142857142855	95.74379509379504																							0.42857142857142855	91.56547619047618											0.42857142857142855	76.45595238095237									0.42857142857142855	70.91482683982682	0.42857142857142855	68.18625541125539																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4285714285714306	116.1009379509379																																																																																																																
227	Aui	Ayi			0.2727272727272727	96.37366522366517			-1	90.49523809523805	-1	92.67857142857137	-1	89.3571428571428					0.2727272727272727	96.01652236652231																					0.2727272727272727	93.53463203463201	0.2727272727272727	91.83820346320344									0.2727272727272727	80.6001082251082	0.2727272727272727	76.72867965367963									0.2727272727272727	71.18755411255408	0.2727272727272727	68.45898268398265																																													0.2727272727272727	86.0391414141414	0.2727272727272727	86.0391414141414
	a priori	Id(Bk)Syl1>>Id(Bk)	0.27272727272726627	116.37366522366517																																																																																																																
231	Aau	AAy			0.3333333333333333	96.7069985569985			-1	89.49523809523805	-1	91.67857142857137	-1	88.3571428571428					0.3333333333333333	96.34985569985564																					0.3333333333333333	93.86796536796534	0.3333333333333333	92.17153679653677									0.3333333333333333	80.93344155844153	0.3333333333333333	77.06201298701296									0.3333333333333333	71.52088744588741	0.3333333333333333	68.79231601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3333333333333286	116.7069985569985																																																																																																																
241	iee	iEE			1.5	98.2069985569985					1.5	93.17857142857137	1.5	89.8571428571428			-1	94.28784271284268	-1	95.34985569985564																																									-1	92.13506493506493	-1	90.56363636363636	-1	70.52088744588741	-1	67.79231601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	1.5	118.2069985569985																																																																																																																
274	iau	iAy			0.6	98.8069985569985			-1	88.49523809523805	-1	92.17857142857137	-1	88.8571428571428					0.6	95.94985569985563																																													0.6	71.1208874458874	0.6	68.39231601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.5999999999999943	118.8069985569985																																																																																																																
303	eey	eEu			2.0	100.8069985569985			2.0	90.49523809523805	2.0	94.17857142857137	2.0	90.8571428571428			-1	93.28784271284268	-1	94.94985569985563																													-1	94.2	-1	92.2	-1	79.93344155844153	-1	76.06201298701296					-1	91.13506493506493	-1	89.56363636363636	-1	70.1208874458874	-1	67.39231601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	2.0	120.8069985569985																																																																																																																
514	eyo	euo			0.42857142857142855	101.23556998556992			0.42857142857142855	90.92380952380948	0.42857142857142855	94.6071428571428	0.42857142857142855	91.28571428571423					-1	93.94985569985563																					0.42857142857142855	94.29653679653677	0.42857142857142855	92.6001082251082											-1	75.06201298701296											-1	66.39231601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4285714285714306	121.23556998556992																																																																																																																
644	yE	ye			0.125	101.36056998556992					-1	93.6071428571428	-1	90.28571428571423			0.125	93.41284271284268	0.125	94.07485569985563																	0.125	100.125	0.125	99.125	0.125	94.42153679653677	0.125	92.7251082251082					0.125	94.325	0.125	92.325	0.125	80.05844155844153	0.125	75.18701298701296					0.125	91.26006493506493	0.125	89.68863636363636	0.125	70.2458874458874	0.125	66.51731601731598																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.125	121.36056998556992																																																																																																																
877	Ooe	OoE			1.25	102.61056998556992					1.25	94.8571428571428	1.25	91.53571428571423			-1	92.41284271284268	-1	93.07485569985563							-1	98			-1	95							-1	98.125			-1	91.7251082251082							-1	91.325			-1	74.18701298701296							-1	88.68863636363636			-1	65.51731601731598																																									1.25	101.5	1.25	101.5	1.25	87.2891414141414	1.25	87.2891414141414
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	122.61056998556992																																																																																																																
1455	ea	eA			0.04285714285714286	102.65342712842707			-0.1	90.82380952380949	-0.1	94.75714285714281	-0.1	91.43571428571424					0.04285714285714286	93.11771284271278																																	0.04285714285714286	80.10129870129867	0.04285714285714286	74.22987012987011									0.04285714285714286	70.28874458874455	0.04285714285714286	65.56017316017312																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04285714285714448	122.65342712842707																																																																																																																
1538	iiE	iie			0.025	102.67842712842707					-0.1	94.65714285714282	-0.1	91.33571428571425			0.025	92.43784271284268	0.025	93.14271284271278																																									0.025	91.28506493506494	0.025	88.71363636363637	0.025	70.31374458874456	0.025	65.58517316017313																																																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.025000000000005684	122.67842712842707																																																																																																																
2797	yai	yAi			0.002727272727272727	102.68115440115434			-0.01	90.81380952380948	-0.01	94.64714285714281	-0.01	91.32571428571424					0.002727272727272727	93.14544011544005																					0.002727272727272727	94.42426406926404	0.002727272727272727	91.72783549783547									0.002727272727272727	80.10402597402594	0.002727272727272727	74.23259740259738									0.002727272727272727	70.31647186147183	0.002727272727272727	65.5879004329004																																													0.002727272727272727	87.29186868686867	0.002727272727272727	87.29186868686867
	a priori	Id(Bk)Syl1>>Id(Bk)	0.002727272727270247	122.68115440115434																																																																																																																
TOTAL				122.68115440115434		102.68115440115434		101.00000000000001		90.81380952380948		94.64714285714281		91.32571428571424		97.2		92.43784271284268		93.14544011544005		100		100		100		98		98		95		100		100		100.125		98.125		94.42426406926404		91.72783549783547		100		100		94.325		91.325		80.10402597402594		74.23259740259738		100		100		91.28506493506494		88.71363636363637		70.31647186147183		65.5879004329004		100		100		100		100		100		100		96		95		100		100		100		100		100		100		90.77777777777777		90.15277777777777		100		100		100		100		101.5		101.5		87.29186868686867		87.29186868686867
