trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
1	Eoo	eOO	1.3333333333333333	21.333333333333332	1.3333333333333333	1.3333333333333333	-2	98	-2	98	-2	98	-2	98			1.3333333333333333	101.33333333333333	1.3333333333333333	101.33333333333333	1.3333333333333333	101.33333333333333																																																																																																																																
2	Oi	oi	1.7142857142857142	23.047619047619047	1.7142857142857142	3.0476190476190474	1.7142857142857142	99.71428571428571	1.7142857142857142	99.71428571428571	1.7142857142857142	99.71428571428571	1.7142857142857142	99.71428571428571					-2	99.33333333333333	-2	99.33333333333333																																																																																																													-2	98	-2	98													-2	98	-2	98
4	yOO	uoo	0.5714285714285714	23.61904761904762	0.5714285714285714	3.6190476190476186	0.5714285714285714	100.28571428571428	0.5714285714285714	100.28571428571428	0.5714285714285714	100.28571428571428	0.5714285714285714	100.28571428571428					-2	97.33333333333333	-2	97.33333333333333																																																																																																																																
5	aia	AiA	0.75	24.36904761904762	0.75	4.369047619047619			-2	98.28571428571428	-2	98.28571428571428	-2	98.28571428571428							0.75	98.08333333333333																																																													0.75	100.75	0.75	100.75																																																													0.75	98.75	0.75	98.75
7	Oey	oeu	4.0	28.36904761904762	4.0	8.369047619047619	4.0	104.28571428571428	4.0	102.28571428571428	4.0	102.28571428571428	4.0	102.28571428571428					-2	95.33333333333333	-2	96.08333333333333																																													-2	98	-2	98													-2	98.75	-2	98.75																																									-2	98	-2	98	-2	96	-2	96									-2	98	-2	98	-2	96.75	-2	96.75
9	ou	Oy	1.6	29.969047619047622	1.6	9.969047619047618	-2	102.28571428571428	-2	100.28571428571428	-2	100.28571428571428	-2	100.28571428571428					1.6	96.93333333333332	1.6	97.68333333333332																																																																																																																																
12	aa	AA	1.5	31.469047619047622	1.5	11.469047619047618			-2	98.28571428571428	-2	98.28571428571428	-2	98.28571428571428							1.5	99.18333333333332																																																																																																																																
15	eye	eue			3.6	15.069047619047618			3.6	101.88571428571427	3.6	101.88571428571427	3.6	101.88571428571427							-2	97.18333333333332																																													-2	96	-2	96													-2	96.75	-2	96.75																																																									-2	96	-2	96	-2	94.75	-2	94.75
