trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
1	EuE	eue	1.6666666666666667	21.666666666666668	1.6666666666666667	1.6666666666666667					-1	99	-1	99			1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667	1.6666666666666667	101.66666666666667																																													-1	99	-1	99													-1	99	-1	99																																																									-1	99	-1	99	-1	99	-1	99
5	yOA	uoa	0.2857142857142857	21.952380952380953	0.2857142857142857	1.9523809523809526	0.2857142857142857	100.28571428571429	0.2857142857142857	100.28571428571429	0.2857142857142857	99.28571428571429	0.2857142857142857	99.28571428571429					-1	100.66666666666667	-1	100.66666666666667																																																																																																																																
7	EoE	eOe	0.6666666666666666	22.61904761904762	0.6666666666666666	2.619047619047619	-1	99.28571428571429	-1	99.28571428571429	-1	98.28571428571429	-1	98.28571428571429			0.6666666666666666	102.33333333333334	0.6666666666666666	101.33333333333334	0.6666666666666666	101.33333333333334																																																																																																																																
8	Ayi	aui	0.5	23.11904761904762	0.5	3.119047619047619			0.5	99.78571428571429	0.5	98.78571428571429	0.5	98.78571428571429							-1	100.33333333333334																																																																																																																													-1	98	-1	98
9	Aiy	aiu	0.8333333333333334	23.952380952380953	0.8333333333333334	3.9523809523809526			0.8333333333333334	100.61904761904762	0.8333333333333334	99.61904761904762	0.8333333333333334	99.61904761904762							-1	99.33333333333334																																																													-1	98	-1	98																																																													-1	97	-1	97
10	iue	iye			0.3333333333333333	4.285714285714286			-1	99.61904761904762	-1	98.61904761904762	-1	98.61904761904762							0.3333333333333333	99.66666666666667																																																													0.3333333333333333	98.33333333333333	0.3333333333333333	98.33333333333333																																																									0.3333333333333333	99.33333333333333	0.3333333333333333	99.33333333333333	0.3333333333333333	97.33333333333333	0.3333333333333333	97.33333333333333
	a priori	Id(Bk)Syl1>>Id(Bk)	0.33333333333333215	24.285714285714285																																																																																																																																																		
11	Aye	aue	0.8333333333333334	25.119047619047617	0.8333333333333334	5.119047619047619			0.8333333333333334	100.45238095238095	0.8333333333333334	99.45238095238095	0.8333333333333334	99.45238095238095							-1	98.66666666666667																																																																																																																									-1	98.33333333333333	-1	98.33333333333333	-1	96.33333333333333	-1	96.33333333333333
