trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	_a_	iAi			2	2	2	2	0	0					-2	98	-2	98	-2	98							2	102																																																																																																																																
2	e__	eAy							2	2					-2	96	-2	96	-2	96																																																																																																																																								
3	_i_	eie					2	4	0	2							-2	94	-2	94																																																																																																																																								
4	i__	iOi							2	4			-2	98	-2	94	-2	92	-2	92																																																																																																																																								
5	_i_	Oie					2	6	0	4			-2	96	-2	92	-2	90	-2	90																																																																																																																																								
6	e_	eA							2	6					-2	90	-2	88	-2	88																																																																																																																																								
7	e__	eee							2	8							-2	86	-2	86																																																																																																																																								
8	e__	eeA							2	10					-2	88	-2	84	-2	84																																																																																																																																								
9	_i_	yiA					2	8	0	10					-2	86	-2	82	-2	82																																																																																																																																								
10	__e	yye					2	10	0	10					-2	84	-2	80	-2	80																																																																																																																																								
11	e__	eeo							2	12							-2	78	-2	78					-2	98	-2	100																																									-2	98	-2	98	-2	98	-2	98									-2	98	-2	98	-2	98	-2	98																																																																
12	i__	ieu							2	14							-2	76	-2	76							-2	98																																													-2	96	-2	96													-2	96	-2	96																																																																
13	__i	uai					2	12	0	14																	-2	96																																																																																																																													-2	98	-2	98
14	e__	eOe							2	16			-2	94	-2	82	-2	74	-2	74																																																																																																																																								
15	__i	Oei					2	14	0	16			-2	92	-2	80	-2	72	-2	72																																																																																																																																								
16	_i	yi					2	16	0	16					-2	78	-2	70	-2	70																																																																																																																																								
17	y__	uoa	2	2	0	2			2	18					2	80	2	72	2	72					-2	96	-2	94																																																																																																																																
18	y__	uuu	2	4	0	2			2	20					2	82	2	74	2	74							-2	92																																																																																																																																
19	_i_	aie					2	18	0	20							-2	72	-2	72							-2	90																																																																																																																											-2	98	-2	96	-2	96
20	y__	yAy							2	22					-2	80	-2	70	-2	70																																																																																																																																								
21	y_	yy							2	24					-2	78	-2	68	-2	68																																																																																																																																								
22	_e_	AeA					2	20	0	24					-2	76	-2	66	-2	66																																																																																																																																								
23	i__	ieO							2	26			-2	90	-2	74	-2	64	-2	64																																																																																																																																								
24	A__	aao	2	6	0	2			2	28					2	76	2	66	2	66					-2	94	-2	88																																																																																																																																
25	e__	eAy							2	30					-2	74	-2	64	-2	64																																																																																																																																								
26	__i	oei					2	22	0	30							-2	62	-2	62					-2	92	-2	86																																																																																																									-2	98	-2	98	-2	98	-2	98									-2	98	-2	96	-2	94	-2	94
27	i__	iyy							2	32					-2	72	-2	60	-2	60																																																																																																																																								
28	_i_	aie					2	24	0	32							-2	58	-2	58							-2	84																																																																																																																											-2	94	-2	92	-2	92
29	e__	eyO							2	34			-2	88	-2	70	-2	56	-2	56																																																																																																																																								
30	_e_	oea					2	26	0	34															-2	90	-2	82																																													-2	94	-2	94													-2	94	-2	94																																									-2	96	-2	96	-2	96	-2	96									-2	96	-2	92	-2	90	-2	90
31	__i	oei					2	28	0	34							-2	54	-2	54					-2	88	-2	80																																																																																																									-2	94	-2	94	-2	94	-2	94									-2	94	-2	90	-2	88	-2	88
32	A_	Ay							2	36					-2	68	-2	52	-2	52																																																																																																																																								
33	_e_	Aee					2	30	0	36					-2	66	-2	50	-2	50																																																																																																																																								
34	_e_	Aey					2	32	0	36					-2	64	-2	48	-2	48																																																																																																																																								
35	__e	aue					2	34	0	36																	-2	78																																																																																																																									-2	92	-2	88	-2	86	-2	86
36	_i_	uie					2	36	0	36							-2	46	-2	46							-2	76																																																																																																																											-2	86	-2	84	-2	84
37	__i	eAi					2	38	0	36					-2	62	-2	44	-2	44																																																																																																																																								
38	i__	ieu							2	38							-2	42	-2	42							-2	74																																													-2	92	-2	92													-2	92	-2	92																																																																
39	O__	OOO							2	40			-2	86	-2	60	-2	40	-2	40																																																																																																																																								
40	i__	iOO							2	42			-2	84	-2	58	-2	38	-2	38																																																																																																																																								
41	A__	AAO							2	44			-2	82	-2	56	-2	36	-2	36																																																																																																																																								
42	i_i	ioi							2	46															-2	86	-2	72																																																									-2	96	-2	96	-2	90	-2	90																																													-2	92	-2	92													-2	82	-2	82
43	__e	aoe					2	40	0	46															-2	84	-2	70																																																																																																									-2	92	-2	92	-2	90	-2	90									-2	90	-2	84	-2	80	-2	80
44	A__	aoa	2	8	0	2			2	48					2	58	2	38	2	38					-2	82	-2	68																																																																																																																																
45	e_i	eai							2	50																	-2	66																																													-2	90	-2	90													-2	88	-2	88																																																													-2	78	-2	78
46	_A_	oao			2	4	2	42	0	50					2	60	2	40	2	40					-2	80	-2	64																																																																																																																																
47	i_i	iui							2	52																	-2	62																																																													-2	86	-2	86																																																													-2	76	-2	76
48	__e	aae					2	44	0	52																	-2	60																																																																																																																									-2	88	-2	82	-2	74	-2	74
49	i__	iAy							2	54					-2	58	-2	38	-2	38																																																																																																																																								
50	e__	euo							2	56															-2	78	-2	58																																											-2	96	-2	88	-2	88											-2	94	-2	84	-2	84																																																																
51	a_	AO	2	10	0	4			2	58			-2	80	-2	56	-2	36	-2	36							2	60																																																																																																																																
