trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
	a priori	Id(Bk)Syl1>>Id(Bk)	20	20																																																																																																																																																		
3	yei	uEi	0.4	20.4	0.4	0.4			0.4	100.4	0.4	100.4	0.4	100.4			-2	98	-2	98	-2	98																																																																																													-2	98	-2	98													-2	98	-2	98													-2	98	-2	98
4	Eui	eyi	0.2222222222222222	20.62222222222222	0.2222222222222222	0.6222222222222222			-2	98.4	-2	98.4	-2	98.4			0.2222222222222222	98.22222222222223	0.2222222222222222	98.22222222222223	0.2222222222222222	98.22222222222223																																																																																															0.2222222222222222	98.22222222222223															0.2222222222222222	98.22222222222223													0.2222222222222222	98.22222222222223	0.2222222222222222	98.22222222222223
5	oIo	OiO	0.3333333333333333	20.955555555555552	0.3333333333333333	0.9555555555555555	-2	98	-2	96.4	-2	96.4	-2	96.4	0.3333333333333333	100.33333333333333	0.3333333333333333	98.55555555555556	0.3333333333333333	98.55555555555556	0.3333333333333333	98.55555555555556																																																																																																																																
7	Oiy	oiu	0.3333333333333333	21.288888888888884	0.3333333333333333	1.2888888888888888	0.3333333333333333	98.33333333333333	0.3333333333333333	96.73333333333333	0.3333333333333333	96.73333333333333	0.3333333333333333	96.73333333333333					-2	96.55555555555556	-2	96.55555555555556																																																													-2	98	-2	98																																													-2	96	-2	96.22222222222223													-2	96.22222222222223	-2	96.22222222222223
10	oEa	OeA	0.4	21.688888888888883	0.4	1.6888888888888887	-2	96.33333333333333	-2	94.73333333333333	-2	94.73333333333333	-2	94.73333333333333			0.4	98.95555555555556	0.4	96.95555555555556	0.4	96.95555555555556																																																																																																																																
12	OOO	ooo	0.3333333333333333	22.022222222222215	0.3333333333333333	2.022222222222222	0.3333333333333333	96.66666666666666	0.3333333333333333	95.06666666666666	0.3333333333333333	95.06666666666666	0.3333333333333333	95.06666666666666					-2	94.95555555555556	-2	94.95555555555556																																																																																																																																
17	yie	uiE	0.4	22.422222222222214	0.4	2.422222222222222			0.4	95.46666666666667	0.4	95.46666666666667	0.4	95.46666666666667			-2	96.95555555555556	-2	92.95555555555556	-2	92.95555555555556																																																					-2	98	-2	98	-2	98	-2	98	-2	96	-2	96																																																													-2	94.22222222222223	-2	94.22222222222223
18	iua	iyA			0.5	2.922222222222222			-2	93.46666666666667	-2	93.46666666666667	-2	93.46666666666667							0.5	93.45555555555556																																																													0.5	96.5	0.5	96.5																																																																
