trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	___	oio					1.5714285714285714	1.5714285714285714	1.5714285714285714	1.5714285714285714	1.5714285714285714	101.57142857142857							-2	98					-2	98	-2	98																																																									-2	98	-2	98	-2	98	-2	98																																													-2	98	-2	98													-2	98	-2	98
2	__a	AAA			0.8571428571428571	0.8571428571428571	0.8571428571428571	2.4285714285714284	0.8571428571428571	2.4285714285714284					-2	98	-2	98	-2	96							0.8571428571428571	98.85714285714286																																																																																																																																
3	__e	OAe					1.3333333333333333	3.761904761904762	1.3333333333333333	3.761904761904762			-2	98	-2	96	-2	96	-2	94																																																																																																																																								
4	y__	yyA							1.5	5.261904761904762					-2	94	-2	94	-2	92																																																																																																																																								
5	_e_	uEo			0.75	1.6071428571428572	0.75	4.511904761904762	0.75	6.011904761904762							0.75	94.75	0.75	92.75			-2	98	-2	96	-2	96.85714285714286																																																																																																																																
6	__i	uui					1.2	5.711904761904762	1.2	7.211904761904762																	-2	94.85714285714286																																																																																																																													-2	96	-2	96
7	e_	EE	0.75	0.75	0.75	2.357142857142857			0.75	7.961904761904762							0.75	95.5	0.75	93.5			-2	96	-2	94	-2	92.85714285714286																																																																																																																																
8	_u_	Iuo					1.3333333333333333	7.045238095238095	1.3333333333333333	9.295238095238096											-2	98	-2	94	-2	92	-2	90.85714285714286																																																																																																																																
9	a_	Ai	0.8571428571428571	1.6071428571428572	0.8571428571428571	3.2142857142857144			0.8571428571428571	10.152380952380954					-2	92	-2	93.5	-2	91.5							0.8571428571428571	91.71428571428572																																																																																																																																
10	_i_	oii					1.5555555555555556	8.600793650793651	1.5555555555555556	11.707936507936509									-2	89.5					-2	90	-2	89.71428571428572																																																																																																													-2	96	-2	96													-2	94	-2	94
11	i__	IEE	1.0	2.607142857142857	1.0	4.214285714285714			1.0	12.707936507936509									1.0	90.5	-2	96	-2	92	-2	88	-2	87.71428571428572																																																																																																																																
12	__a	oEa					1.2	9.80079365079365	1.2	13.907936507936508													-2	90	-2	86	-2	85.71428571428572																																																																																																																																
13	_u_	Oye			1.0	5.214285714285714	1.0	10.80079365079365	1.0	14.907936507936508			-2	96	-2	90	-2	91.5	-2	88.5							1.0	86.71428571428572																																																																																																																																
14	__u	oou					1.0	11.80079365079365	1.0	15.907936507936508															-2	84	-2	84.71428571428572																																																																																																																																
15	a__	aaa							1.0	16.90793650793651																	-2	82.71428571428572																																																																																																																																
16	E_	EE							1.5	18.40793650793651													-2	88	-2	82	-2	80.71428571428572																																																																																																																																
17	u__	yeo	1.6470588235294117	4.254201680672269	1.6470588235294117	6.8613445378151265			1.6470588235294117	20.05499533146592					-2	88	-2	89.5	-2	86.5					-2	80																													-2	98			-2	98									-2	98	-2	98	-2	98	-2	98									-2	96	-2	96	-2	96	-2	96																																																																
18	__a	OiA			1.0	7.8613445378151265	1.0	12.80079365079365	1.0	21.05499533146592			-2	94	-2	86	-2	87.5	-2	84.5							1.0	81.71428571428572																																																																																																																																
19	a__	aou							1.3333333333333333	22.388328664799253															-2	78	-2	79.71428571428572																																																																																																																																
20	_u_	Eua					1.2	14.00079365079365	1.2	23.588328664799253													-2	86	-2	76	-2	77.71428571428572																																																																																																																																
21	a_	aE							1.5	25.088328664799253													-2	84	-2	74	-2	75.71428571428572																																																																																																																																
22	a_	au							1.0	26.088328664799253																	-2	73.71428571428572																																																																																																																																
23	u__	yAo	1.6842105263157894	5.938412206988058	1.6842105263157894	9.545555064130916			1.6842105263157894	27.772539191115044					-2	84	-2	85.5	-2	82.5					-2	72																											-2	98	-2	96	-2	98	-2	96									-2	96	-2	96	-2	96	-2	96									-2	94	-2	94	-2	94	-2	94																																																																
24	_u_	ouE					1.2	15.20079365079365	1.2	28.972539191115043													-2	82	-2	70	-2	71.71428571428572																																																																																																																																
25	a__	aEo							1.5	30.472539191115043													-2	80	-2	68	-2	69.71428571428572																																																																																																																																
26	_u_	Euo					1.2	16.40079365079365	1.2	31.672539191115042													-2	78	-2	66	-2	67.71428571428572																																																																																																																																
27	__o	EEo					1.2	17.600793650793648	1.2	32.872539191115045													-2	76	-2	64	-2	65.71428571428572																																																																																																																																
28	_a_	oao					1.0	18.600793650793648	1.0	33.872539191115045															-2	62	-2	63.71428571428572																																																																																																																																
29	u_	uo							1.3333333333333333	35.20587252444838															-2	60	-2	61.71428571428572																																																																																																																																
30	o__	Oie	0.8888888888888888	6.827301095876948	0.8888888888888888	10.434443953019805			0.8888888888888888	36.09476141333727			-2	92	-2	82	-2	83.5	-2	80.5					0.8888888888888888	60.888888888888886	0.8888888888888888	62.60317460317461																																																																																																																																
31	_u	Eu					1.2	19.800793650793647	1.2	37.29476141333727													-2	74	-2	58.888888888888886	-2	60.60317460317461																																																																																																																																
32	u_	uo							1.3333333333333333	38.628094746670605															-2	56.888888888888886	-2	58.60317460317461																																																																																																																																
33	u__	yoa	1.7	8.527301095876947	1.7	12.134443953019804			1.7	40.32809474667061					-2	80	-2	81.5	-2	78.5					-2	54.888888888888886	-2	56.60317460317461																									-2	96	-2	94	-2	96	-2	94									-2	94	-2	94	-2	94	-2	94									-2	92	-2	92	-2	92	-2	92																																																																
34	_a_	Eaa					1.2	21.000793650793646	1.2	41.52809474667061													-2	72	-2	52.888888888888886	-2	54.60317460317461																																																																																																																																
35	_a_	OAo			1.7272727272727273	13.861716680292531	1.7272727272727273	22.728066378066373	1.7272727272727273	43.25536747394334			-2	90	-2	78	-2	79.5	-2	76.5					-2	50.888888888888886													-2	98			-2	98									-2	94	-2	92	-2	94	-2	92									-2	92	-2	92	-2	92	-2	92									-2	90	-2	90	-2	90	-2	90																																																																
36	__a	Iia					1.7647058823529411	24.492772260419315	1.7647058823529411	45.02007335629628									-2	74.5	-2	94	-2	70	-2	48.888888888888886	-2	52.60317460317461																																																													-2	88	-2	88													-2	98	-2	98													-2	98	-2	98													-2	94	-2	94													-2	92	-2	92
37	_u	Eu					1.2	25.692772260419314	1.2	46.22007335629628													-2	68	-2	46.888888888888886	-2	50.60317460317461																																																																																																																																
38	__u	Oou					1.8333333333333333	27.526105593752646	1.8333333333333333	48.05340668962962			-2	88	-2	76	-2	77.5	-2	72.5					-2	44.888888888888886	-2	48.60317460317461									-2	98	-2	96	-2	98	-2	96									-2	92	-2	90	-2	92	-2	90									-2	90	-2	90	-2	90	-2	90									-2	88	-2	88	-2	86	-2	86																																																																
39	__a	OeA			1.0	14.861716680292531	1.0	28.526105593752646	1.0	49.05340668962962			-2	86	-2	74	-2	75.5	-2	70.5							1.0	49.60317460317461																																																																																																																																
40	o__	oEo							1.5	50.55340668962962													-2	66	-2	42.888888888888886	-2	47.60317460317461																																																																																																																																
