Id(Bk)Syl1	 103.314949504503 
Id(Bk)	 83.3149495045026 
MaxIOSyl1	 109.657572032372 
MaxIO	 89.6575720323721 
*F1	 88.7581534047106 
*F3	 63.2610706627093 
*F4	 73.8676339161102 
*F5	 52.2256763153944 
*B1	 88.1546547743732 
*B2	 54.8805194886004 
*B3	 33.470421245224 
*B5	 36.1167516522336 
*F1_B1	 100 
*F1..._B1	 100 
*F1_B2	 100 
*F1..._B2	 97.5126971736575 
*F1_B3	 93.8617611139629 
*F1..._B3	 88.102598930281 
*F1_B5	 93.8617611139629 
*F1..._B5	 88.102598930281 
*F3_B1	 100 
*F3..._B1	 100 
*F3_B2	 100 
*F3..._B2	 95.7171191016395 
*F3_B3	 75.0617974736012 
*F3..._B3	 72.3070208582631 
*F3_B5	 77.7081278806108 
*F3..._B5	 74.9533512652726 
*F4_B1	 100 
*F4..._B1	 100 
*F4_B2	 94.7425134489545 
*F4..._B2	 86.8494979475792 
*F4_B3	 65.4406413295653 
*F4..._B3	 58.7012590615422 
*F4_B5	 63.4814427862452 
*F4..._B5	 58.563032937555 
*F5_B1	 100 
*F5..._B1	 100 
*F5_B2	 80.9525498085928 
*F5..._B2	 74.2849777762208 
*F5_B3	 48.4152342202005 
*F5..._B3	 45.8548795328445 
*F5_B5	 43.5942618008676 
*F5..._B5	 42.6394360638413 
*_B1F1	 100 
*_B1...F1	 100 
*_B1F3	 100 
*_B1...F3	 100 
*_B1F4	 100 
*_B1...F4	 100 
*_B1F5	 92.5280915209725 
*_B1...F5	 86.7889293372906 
*_B2F1	 100 
*_B2...F1	 100 
*_B2F3	 100 
*_B2...F3	 100 
*_B2F4	 100 
*_B2...F4	 100 
*_B2F5	 79.5634858682874 
*_B2...F5	 74.8243236846056 
*_B3F1	 100 
*_B3...F1	 100 
*_B3F3	 100 
*_B3...F3	 100 
*_B3F4	 100 
*_B3...F4	 100 
*_B3F5	 72.3180423992842 
*_B3...F5	 69.5788802156024 
*_B5F1	 100 
*_B5...F1	 100 
*_B5F3	 100 
*_B5...F3	 100 
*_B5F4	 100 
*_B5...F4	 100 
*_B5F5	 61.3634367465993 
*_B5...F5	 60.3634367465993 
