trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
71	oie	Oie	0.8	48.047619047619044	0	2.6666666666666665							-2	82.53333333333333	-2	68.63333333333333	-2	52.93333333333334	-2	43.33333333333334					0.8	79.46666666666665	0.8	74.08095238095238																																																																																																											0.8	82.26666666666667	0.8	78.26666666666667	0.8	72.26666666666667											0.8	73.98095238095239	0.8	60.38095238095237	0.8	60.38095238095237
72	yee	uee	2.0	50.047619047619044	0	2.6666666666666665									2.0	70.63333333333333	2.0	54.93333333333334	2.0	45.33333333333334							-2	72.08095238095238																																																																																																																									-2	70.3809523809524	-2	71.98095238095239	-2	58.38095238095237	-2	58.38095238095237
74	aie	Aie	1.0	51.047619047619044	0	2.6666666666666665									-2	68.63333333333333	-2	52.93333333333334	-2	43.33333333333334							1.0	73.08095238095238																																																																																																																											1.0	72.98095238095239	1.0	59.38095238095237	1.0	59.38095238095237
76	AiA	aia	2.0	53.047619047619044	0	2.6666666666666665									2.0	70.63333333333333	2.0	54.93333333333334	2.0	45.33333333333334							-2	71.08095238095238																																																													-2	90	-2	90																																																													-2	57.38095238095237	-2	57.38095238095237
82	oo	OO	2.0	55.047619047619044	0	2.6666666666666665							-2	80.53333333333333	-2	68.63333333333333	-2	52.93333333333334	-2	43.33333333333334					2.0	81.46666666666665	2.0	73.08095238095238																																																																																																																																
84	aoo	AOO	2.0	57.047619047619044	0	2.6666666666666665							-2	78.53333333333333	-2	66.63333333333333	-2	50.93333333333334	-2	41.33333333333334					2.0	83.46666666666665	2.0	75.08095238095238																																																																																																																																
88	yiO	uio	2.6666666666666665	59.71428571428571	0	2.6666666666666665							2.6666666666666665	81.2	2.6666666666666665	69.3	2.6666666666666665	53.6	2.6666666666666665	44.00000000000001					-2	81.46666666666665	-2	73.08095238095238																																																									-2	96	-2	96	-2	88	-2	88																																																													-2	55.38095238095237	-2	55.38095238095237
89	aao	AAO	2.0	61.71428571428571	0	2.6666666666666665							-2	79.2	-2	67.3	-2	51.6	-2	42.00000000000001					2.0	83.46666666666665	2.0	75.08095238095238																																																																																																																																
91	OeO	oeo	6.0	67.71428571428571	0	2.6666666666666665							6.0	85.2	6.0	73.3	6.0	57.6	6.0	48.00000000000001					-2	81.46666666666665	-2	73.08095238095238																																									-2	96	-2	96	-2	94	-2	94									-2	94	-2	94	-2	86	-2	86																																									-2	82.66666666666667	-2	80.26666666666667	-2	76.26666666666667	-2	70.26666666666667									-2	68.3809523809524	-2	70.98095238095239	-2	53.38095238095237	-2	53.38095238095237
93	aie	Aie	1.0	68.71428571428571	0	2.6666666666666665									-2	71.3	-2	55.6	-2	46.00000000000001							1.0	74.08095238095238																																																																																																																											1.0	71.98095238095239	1.0	54.38095238095237	1.0	54.38095238095237
94	aoa	AOA	2.0	70.71428571428571	0	2.6666666666666665							-2	83.2	-2	69.3	-2	53.6	-2	44.00000000000001					2.0	83.46666666666665	2.0	76.08095238095238																																																																																																																																
95	Aie	aie	1.6	72.3142857142857	0	2.6666666666666665									1.6	70.89999999999999	1.6	55.2	1.6	45.60000000000001							-2	74.08095238095238																																																																																																																											-2	69.98095238095239	-2	52.38095238095237	-2	52.38095238095237
96	OeA	oea	4.666666666666667	76.98095238095237	0	2.6666666666666665							4.666666666666667	87.86666666666667	4.666666666666667	75.56666666666666	4.666666666666667	59.86666666666667	4.666666666666667	50.26666666666667					-2	81.46666666666665	-2	72.08095238095238																																													-2	92	-2	92													-2	84	-2	84																																									-2	80.66666666666667	-2	78.26666666666667	-2	74.26666666666667	-2	68.26666666666667									-2	66.3809523809524	-2	67.98095238095239	-2	50.38095238095237	-2	50.38095238095237
97	oau	OAy	2.0	78.98095238095237	0	2.6666666666666665							-2	85.86666666666667	-2	73.56666666666666	-2	57.86666666666667	-2	48.26666666666667					2.0	83.46666666666665	2.0	74.08095238095238																																																																																																																																
101	uo	yO	2.0	80.98095238095237	0	2.6666666666666665							-2	83.86666666666667	-2	71.56666666666666	-2	55.86666666666667	-2	46.26666666666667					2.0	85.46666666666665	2.0	76.08095238095238																																																																																																																																
109	yeA	uea	3.6	84.58095238095237	0	2.6666666666666665									3.6	75.16666666666666	3.6	59.46666666666667	3.6	49.866666666666674							-2	74.08095238095238																																													-2	90	-2	90													-2	82	-2	82																																																									-2	64.3809523809524	-2	65.98095238095239	-2	48.38095238095237	-2	48.38095238095237
110	OOi	ooi	2.0	86.58095238095237	0	2.6666666666666665							2.0	85.86666666666667	2.0	77.16666666666666	2.0	61.46666666666667	2.0	51.866666666666674					-2	83.46666666666665	-2	72.08095238095238																																																																																																													-2	72.26666666666667	-2	66.26666666666667													-2	46.38095238095237	-2	46.38095238095237
123	oui	Oyi	1.1428571428571428	87.7238095238095	0	2.6666666666666665							-2	83.86666666666667	-2	75.16666666666666	-2	59.46666666666667	-2	49.866666666666674					1.1428571428571428	84.6095238095238	1.1428571428571428	73.22380952380952																																																																																																															1.1428571428571428	67.4095238095238													1.1428571428571428	47.52380952380952	1.1428571428571428	47.52380952380952
126	OAO	oao	0.6666666666666666	88.39047619047618	0	2.6666666666666665							0.6666666666666666	84.53333333333335	0.6666666666666666	75.83333333333333	0.6666666666666666	60.13333333333333	0.6666666666666666	50.53333333333334					-2	82.6095238095238	-2	71.22380952380952																																																																																																																																
130	aoo	AOO	2.0	90.39047619047618	0	2.6666666666666665							-2	82.53333333333335	-2	73.83333333333333	-2	58.13333333333333	-2	48.53333333333334					2.0	84.6095238095238	2.0	73.22380952380952																																																																																																																																
148	OeA	oea	4.666666666666667	95.05714285714285	0	2.6666666666666665							4.666666666666667	87.20000000000002	4.666666666666667	78.5	4.666666666666667	62.8	4.666666666666667	53.2					-2	82.6095238095238	-2	71.22380952380952																																													-2	88	-2	88													-2	80	-2	80																																									-2	78.66666666666667	-2	76.26666666666667	-2	70.26666666666667	-2	65.4095238095238									-2	62.380952380952394	-2	63.98095238095239	-2	45.52380952380952	-2	45.52380952380952
154	ue_	ueo							10.0	103.33333333333333															-2	80.6095238095238	-2	69.22380952380952																																									-2	94	-2	94	-2	86	-2	86									-2	92	-2	92	-2	78	-2	78																																																																
154	Apriori	MaxIOSyl1>>MaxIO					10.0	103.33333333333333																																																																																																																																																					
187	yeO	ueo	4.666666666666667	99.72380952380952	0	2.6666666666666665							4.666666666666667	91.86666666666669	4.666666666666667	83.16666666666667	4.666666666666667	67.46666666666667	4.666666666666667	57.86666666666667					-2	78.6095238095238	-2	67.22380952380952																																									-2	92	-2	92	-2	84	-2	84									-2	90	-2	90	-2	76	-2	76																																																									-2	60.380952380952394	-2	61.98095238095239	-2	43.52380952380952	-2	43.52380952380952
660	oea	OeA	0.5	100.22380952380952	0	2.6666666666666665							-2	89.86666666666669	-2	81.16666666666667	-2	65.46666666666667	-2	55.86666666666667					0.5	79.1095238095238	0.5	67.72380952380952																																													0.5	84.5	0.5	84.5													0.5	76.5	0.5	76.5																																									0.5	79.16666666666667	0.5	76.76666666666667	0.5	70.76666666666667	0.5	65.9095238095238									0.5	60.880952380952394	0.5	62.48095238095239	0.5	44.02380952380952	0.5	44.02380952380952
TOTAL				100.22380952380952		2.6666666666666665		103.33333333333333		103.33333333333333		108.0		89.86666666666669		81.16666666666667		65.46666666666667		55.86666666666667		100		100		79.1095238095238		67.72380952380952		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		92		92		84.5		84.5		100		100		100		100		90		90		76.5		76.5		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		79.16666666666667		76.76666666666667		70.76666666666667		65.9095238095238		100		100		100		100		60.880952380952394		62.48095238095239		44.02380952380952		44.02380952380952
