			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_E		1	2	0	1	0	0	0	1	1	1	0	0
	uei		0	0	0	0	0	0	1	0	0	0	0	0
	uii		0	0	0	0	0	0	2	0	0	0	0	0
	iee		1	1	0	0	0	1	1	0	0	0	0	0
	iei		1	1	0	0	0	1	2	0	0	0	0	0
	iii		1	1	0	0	0	1	3	0	0	0	0	0
	eee		1	1	0	0	0	2	2	0	0	0	0	0
	eei		1	1	0	0	0	2	3	0	0	0	0	0
	eii		1	1	0	0	0	2	4	0	0	0	0	0
	uiE		0	1	0	0	0	0	1	1	0	0	0	0
	ieE		1	2	0	0	0	1	1	1	0	0	0	0
	iiE		1	2	0	0	0	1	2	1	0	0	0	0
	eeE		1	2	0	0	0	2	2	1	0	0	0	0
	eiE		1	2	0	0	0	2	3	1	0	0	0	0
	iEE		1	3	0	0	0	1	1	2	0	0	0	0
	eEE		1	3	0	0	0	2	2	2	0	0	0	0
	yei		1	1	0	0	0	0	1	0	0	0	0	0
	yii		1	1	0	0	0	0	2	0	0	0	0	0
	yiE		1	2	0	0	0	0	1	1	0	1	0	0
	yEi		1	2	0	0	0	0	1	1	1	1	0	0
	ui_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ei		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	0	1	1	0	0	2	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	i_E		1	2	0	1	0	1	1	1	0	0	0	0
	e_E		1	2	0	1	0	2	2	1	0	0	0	0
	_iE		0	1	1	1	0	0	1	1	0	0	0	0
	yi_		1	1	0	1	0	0	1	0	0	0	0	0
uei	uei	1	0	0	0	0	0	0	0	0	0	0	0	0
	ueI		0	1	0	0	0	0	0	1	0	0	0	0
	uEI		0	2	0	0	0	0	0	2	0	0	0	0
	yei		1	1	0	0	0	0	0	0	0	0	0	0
	yeI		1	2	0	0	0	0	0	1	0	1	0	0
	yEi		1	2	0	0	0	0	0	1	1	1	0	0
	yEI		1	3	0	0	0	0	0	2	1	2	0	0
	ue_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_ei		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_I		0	1	0	1	0	0	0	1	0	0	0	0
	_eI		0	1	1	1	0	0	0	1	0	0	0	0
	__I		0	1	1	2	0	0	0	1	0	0	0	0
	_EI		0	2	1	1	0	0	0	2	0	0	0	0
	ye_		1	1	0	1	0	0	0	0	0	0	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_I		1	2	0	1	0	0	0	1	1	1	0	0
	uee		0	0	0	0	0	0	1	0	0	0	0	0
	uie		0	0	0	0	0	0	2	0	0	0	0	0
	iei		1	1	0	0	0	1	1	0	0	0	0	0
	iee		1	1	0	0	0	1	2	0	0	0	0	0
	iie		1	1	0	0	0	1	3	0	0	0	0	0
	eei		1	1	0	0	0	2	2	0	0	0	0	0
	eee		1	1	0	0	0	2	3	0	0	0	0	0
	eie		1	1	0	0	0	2	4	0	0	0	0	0
	uiI		0	1	0	0	0	0	1	1	0	0	0	0
	ieI		1	2	0	0	0	1	1	1	0	0	0	0
	iiI		1	2	0	0	0	1	2	1	0	0	0	0
	eeI		1	2	0	0	0	2	2	1	0	0	0	0
	eiI		1	2	0	0	0	2	3	1	0	0	0	0
	iEI		1	3	0	0	0	1	1	2	0	0	0	0
	eEI		1	3	0	0	0	2	2	2	0	0	0	0
	yee		1	1	0	0	0	0	1	0	0	0	0	0
	yie		1	1	0	0	0	0	2	0	0	0	0	0
	yiI		1	2	0	0	0	0	1	1	0	1	0	0
	yEe		1	2	0	0	0	0	1	1	1	1	0	0
	ui_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ee		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	0	1	1	0	0	2	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		1	2	0	1	0	1	1	1	0	0	0	0
	e_I		1	2	0	1	0	2	2	1	0	0	0	0
	_iI		0	1	1	1	0	0	1	1	0	0	0	0
	yi_		1	1	0	1	0	0	1	0	0	0	0	0
ueo	ueo	1	0	0	0	0	0	0	0	0	0	0	0	0
	ueO		0	1	0	0	0	0	0	0	0	0	0	1
	uEo		0	1	0	0	0	0	0	1	0	0	0	0
	uEO		0	2	0	0	0	0	0	1	0	0	1	2
	yeo		1	1	0	0	0	0	0	0	0	1	0	0
	yeO		1	2	0	0	0	0	0	0	0	0	0	0
	yEo		1	2	0	0	0	0	0	1	1	2	0	0
	yEO		1	3	0	0	0	0	0	1	1	1	1	1
	ue_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_eo		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_O		0	1	0	1	0	0	0	0	0	0	1	1
	_eO		0	1	1	1	0	0	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0	0	0
	uE_		0	1	0	1	0	0	0	1	0	0	0	0
	_Eo		0	1	1	1	0	0	0	1	0	0	0	0
	_E_		0	1	1	2	0	0	0	1	0	0	0	0
	_EO		0	2	1	1	0	0	0	1	0	0	1	1
	ye_		1	1	0	1	0	0	0	0	0	0	0	0
	y_o		1	1	0	1	0	0	0	0	1	1	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_O		1	2	0	1	0	0	0	0	0	0	0	0
	yE_		1	2	0	1	0	0	0	1	1	1	0	0
	uei		0	1	0	0	0	0	2	0	0	0	0	0
	uee		0	1	0	0	0	0	1	0	0	0	0	0
	uio		0	0	0	0	0	0	1	0	0	0	0	0
	uii		0	1	0	0	0	0	3	0	0	0	0	0
	ieo		1	1	0	0	0	1	1	0	0	0	0	0
	iei		1	2	0	0	0	1	3	0	0	0	0	0
	iee		1	2	0	0	0	1	2	0	0	0	0	0
	iio		1	1	0	0	0	1	2	0	0	0	0	0
	iii		1	2	0	0	0	1	4	0	0	0	0	0
	eeo		1	1	0	0	0	2	2	0	0	0	0	0
	eei		1	2	0	0	0	2	4	0	0	0	0	0
	eee		1	2	0	0	0	2	3	0	0	0	0	0
	eio		1	1	0	0	0	2	3	0	0	0	0	0
	eii		1	2	0	0	0	2	5	0	0	0	0	0
	uiO		0	1	0	0	0	0	1	0	0	0	0	1
	ieO		1	2	0	0	0	1	1	0	0	0	0	0
	eeO		1	2	0	0	0	2	2	0	0	0	0	0
	uEi		0	2	0	0	0	0	2	1	0	0	0	0
	uEe		0	2	0	0	0	0	1	1	0	0	0	0
	iEo		1	2	0	0	0	1	1	1	0	0	0	0
	iEi		1	3	0	0	0	1	3	1	0	0	0	0
	iEe		1	3	0	0	0	1	2	1	0	0	0	0
	eEo		1	2	0	0	0	2	2	1	0	0	0	0
	eEi		1	3	0	0	0	2	4	1	0	0	0	0
	eEe		1	3	0	0	0	2	3	1	0	0	0	0
	iEO		1	3	0	0	0	1	1	1	0	0	1	1
	eEO		1	3	0	0	0	2	2	1	0	0	1	1
	yei		1	2	0	0	0	0	2	0	0	0	0	0
	yee		1	2	0	0	0	0	1	0	0	0	0	0
	yio		1	1	0	0	0	0	1	0	0	1	0	0
	yii		1	2	0	0	0	0	3	0	0	0	0	0
	yEi		1	3	0	0	0	0	2	1	1	1	0	0
	yEe		1	3	0	0	0	0	1	1	1	1	0	0
	ui_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	3	0	0	0	0	0
	u_i		0	1	0	1	0	0	2	0	0	0	0	0
	u_e		0	1	0	1	0	0	1	0	0	0	0	0
	i_i		1	2	0	1	0	1	3	0	0	0	0	0
	i_e		1	2	0	1	0	1	2	0	0	0	0	0
	e_i		1	2	0	1	0	2	4	0	0	0	0	0
	e_e		1	2	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ei		0	1	1	1	0	0	2	0	0	0	0	0
	_ee		0	1	1	1	0	0	1	0	0	0	0	0
	_io		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	1	1	1	0	0	3	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	__i		0	1	1	2	0	0	2	0	0	0	0	0
	__e		0	1	1	2	0	0	1	0	0	0	0	0
	i_O		1	2	0	1	0	1	1	0	0	0	0	0
	e_O		1	2	0	1	0	2	2	0	0	0	0	0
	iE_		1	2	0	1	0	1	1	1	0	0	0	0
	eE_		1	2	0	1	0	2	2	1	0	0	0	0
	_Ei		0	2	1	1	0	0	2	1	0	0	0	0
	_Ee		0	2	1	1	0	0	1	1	0	0	0	0
	yi_		1	1	0	1	0	0	1	0	0	0	0	0
	y_i		1	2	0	1	0	0	2	0	0	0	0	0
	y_e		1	2	0	1	0	0	1	0	0	0	0	0
uea	uea	1	0	0	0	0	0	0	0	0	0	0	0	0
	ueA		0	1	0	0	0	0	0	0	0	0	0	1
	uEa		0	1	0	0	0	0	0	1	0	0	0	0
	uEA		0	2	0	0	0	0	0	1	0	0	1	2
	yea		1	1	0	0	0	0	0	0	0	1	0	0
	yeA		1	2	0	0	0	0	0	0	0	0	0	0
	yEa		1	2	0	0	0	0	0	1	1	2	0	0
	yEA		1	3	0	0	0	0	0	1	1	1	1	1
	ue_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_ea		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_A		0	1	0	1	0	0	0	0	0	0	1	1
	_eA		0	1	1	1	0	0	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0	0	0
	uE_		0	1	0	1	0	0	0	1	0	0	0	0
	_Ea		0	1	1	1	0	0	0	1	0	0	0	0
	_E_		0	1	1	2	0	0	0	1	0	0	0	0
	_EA		0	2	1	1	0	0	0	1	0	0	1	1
	ye_		1	1	0	1	0	0	0	0	0	0	0	0
	y_a		1	1	0	1	0	0	0	0	1	1	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_A		1	2	0	1	0	0	0	0	0	0	0	0
	yE_		1	2	0	1	0	0	0	1	1	1	0	0
	uei		0	1	0	0	0	0	2	0	0	0	0	0
	uee		0	1	0	0	0	0	1	0	0	0	0	0
	uia		0	0	0	0	0	0	1	0	0	0	0	0
	uii		0	1	0	0	0	0	3	0	0	0	0	0
	iea		1	1	0	0	0	1	1	0	0	0	0	0
	iei		1	2	0	0	0	1	3	0	0	0	0	0
	iee		1	2	0	0	0	1	2	0	0	0	0	0
	iia		1	1	0	0	0	1	2	0	0	0	0	0
	iii		1	2	0	0	0	1	4	0	0	0	0	0
	eea		1	1	0	0	0	2	2	0	0	0	0	0
	eei		1	2	0	0	0	2	4	0	0	0	0	0
	eee		1	2	0	0	0	2	3	0	0	0	0	0
	eia		1	1	0	0	0	2	3	0	0	0	0	0
	eii		1	2	0	0	0	2	5	0	0	0	0	0
	uiA		0	1	0	0	0	0	1	0	0	0	0	1
	ieA		1	2	0	0	0	1	1	0	0	0	0	0
	eeA		1	2	0	0	0	2	2	0	0	0	0	0
	uEi		0	2	0	0	0	0	2	1	0	0	0	0
	uEe		0	2	0	0	0	0	1	1	0	0	0	0
	iEa		1	2	0	0	0	1	1	1	0	0	0	0
	iEi		1	3	0	0	0	1	3	1	0	0	0	0
	iEe		1	3	0	0	0	1	2	1	0	0	0	0
	eEa		1	2	0	0	0	2	2	1	0	0	0	0
	eEi		1	3	0	0	0	2	4	1	0	0	0	0
	eEe		1	3	0	0	0	2	3	1	0	0	0	0
	iEA		1	3	0	0	0	1	1	1	0	0	1	1
	eEA		1	3	0	0	0	2	2	1	0	0	1	1
	yei		1	2	0	0	0	0	2	0	0	0	0	0
	yee		1	2	0	0	0	0	1	0	0	0	0	0
	yia		1	1	0	0	0	0	1	0	0	1	0	0
	yii		1	2	0	0	0	0	3	0	0	0	0	0
	yEi		1	3	0	0	0	0	2	1	1	1	0	0
	yEe		1	3	0	0	0	0	1	1	1	1	0	0
	ui_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	3	0	0	0	0	0
	u_i		0	1	0	1	0	0	2	0	0	0	0	0
	u_e		0	1	0	1	0	0	1	0	0	0	0	0
	i_i		1	2	0	1	0	1	3	0	0	0	0	0
	i_e		1	2	0	1	0	1	2	0	0	0	0	0
	e_i		1	2	0	1	0	2	4	0	0	0	0	0
	e_e		1	2	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ei		0	1	1	1	0	0	2	0	0	0	0	0
	_ee		0	1	1	1	0	0	1	0	0	0	0	0
	_ia		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	1	1	1	0	0	3	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	__i		0	1	1	2	0	0	2	0	0	0	0	0
	__e		0	1	1	2	0	0	1	0	0	0	0	0
	i_A		1	2	0	1	0	1	1	0	0	0	0	0
	e_A		1	2	0	1	0	2	2	0	0	0	0	0
	iE_		1	2	0	1	0	1	1	1	0	0	0	0
	eE_		1	2	0	1	0	2	2	1	0	0	0	0
	_Ei		0	2	1	1	0	0	2	1	0	0	0	0
	_Ee		0	2	1	1	0	0	1	1	0	0	0	0
	yi_		1	1	0	1	0	0	1	0	0	0	0	0
	y_i		1	2	0	1	0	0	2	0	0	0	0	0
	y_e		1	2	0	1	0	0	1	0	0	0	0	0
ueu	ueu	1	0	0	0	0	0	0	0	0	0	0	0	0
	uey		0	1	0	0	0	0	0	0	0	0	0	1
	uEu		0	1	0	0	0	0	0	1	0	0	0	0
	uEy		0	2	0	0	0	0	0	1	0	0	1	2
	yeu		1	1	0	0	0	0	0	0	0	1	0	0
	yey		1	2	0	0	0	0	0	0	0	0	0	0
	yEu		1	2	0	0	0	0	0	1	1	2	0	0
	yEy		1	3	0	0	0	0	0	1	1	1	1	1
	ue_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_eu		0	0	1	1	0	0	0	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_y		0	1	0	1	0	0	0	0	0	0	1	1
	_ey		0	1	1	1	0	0	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0	0	0
	uE_		0	1	0	1	0	0	0	1	0	0	0	0
	_Eu		0	1	1	1	0	0	0	1	0	0	0	0
	_E_		0	1	1	2	0	0	0	1	0	0	0	0
	_Ey		0	2	1	1	0	0	0	1	0	0	1	1
	ye_		1	1	0	1	0	0	0	0	0	0	0	0
	y_u		1	1	0	1	0	0	0	0	1	1	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_y		1	2	0	1	0	0	0	0	0	0	0	0
	yE_		1	2	0	1	0	0	0	1	1	1	0	0
	uei		0	1	0	0	0	0	1	0	0	0	0	0
	uee		0	1	0	0	0	0	2	0	0	0	0	0
	uiu		0	0	0	0	0	0	1	0	0	0	0	0
	uie		0	1	0	0	0	0	3	0	0	0	0	0
	ieu		1	1	0	0	0	1	1	0	0	0	0	0
	iei		1	2	0	0	0	1	2	0	0	0	0	0
	iee		1	2	0	0	0	1	3	0	0	0	0	0
	iiu		1	1	0	0	0	1	2	0	0	0	0	0
	iie		1	2	0	0	0	1	4	0	0	0	0	0
	eeu		1	1	0	0	0	2	2	0	0	0	0	0
	eei		1	2	0	0	0	2	3	0	0	0	0	0
	eee		1	2	0	0	0	2	4	0	0	0	0	0
	eiu		1	1	0	0	0	2	3	0	0	0	0	0
	eie		1	2	0	0	0	2	5	0	0	0	0	0
	uiy		0	1	0	0	0	0	1	0	0	0	0	1
	iey		1	2	0	0	0	1	1	0	0	0	0	0
	eey		1	2	0	0	0	2	2	0	0	0	0	0
	uEi		0	2	0	0	0	0	1	1	0	0	0	0
	uEe		0	2	0	0	0	0	2	1	0	0	0	0
	iEu		1	2	0	0	0	1	1	1	0	0	0	0
	iEi		1	3	0	0	0	1	2	1	0	0	0	0
	iEe		1	3	0	0	0	1	3	1	0	0	0	0
	eEu		1	2	0	0	0	2	2	1	0	0	0	0
	eEi		1	3	0	0	0	2	3	1	0	0	0	0
	eEe		1	3	0	0	0	2	4	1	0	0	0	0
	iEy		1	3	0	0	0	1	1	1	0	0	1	1
	eEy		1	3	0	0	0	2	2	1	0	0	1	1
	yei		1	2	0	0	0	0	1	0	0	0	0	0
	yee		1	2	0	0	0	0	2	0	0	0	0	0
	yiu		1	1	0	0	0	0	1	0	0	1	0	0
	yie		1	2	0	0	0	0	3	0	0	0	0	0
	yEi		1	3	0	0	0	0	1	1	1	1	0	0
	yEe		1	3	0	0	0	0	2	1	1	1	0	0
	ui_		0	0	0	1	0	0	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	3	0	0	0	0	0
	u_i		0	1	0	1	0	0	1	0	0	0	0	0
	u_e		0	1	0	1	0	0	2	0	0	0	0	0
	i_i		1	2	0	1	0	1	2	0	0	0	0	0
	i_e		1	2	0	1	0	1	3	0	0	0	0	0
	e_i		1	2	0	1	0	2	3	0	0	0	0	0
	e_e		1	2	0	1	0	2	4	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ei		0	1	1	1	0	0	1	0	0	0	0	0
	_ee		0	1	1	1	0	0	2	0	0	0	0	0
	_iu		0	0	1	1	0	0	1	0	0	0	0	0
	_ie		0	1	1	1	0	0	3	0	0	0	0	0
	_i_		0	0	1	2	0	0	1	0	0	0	0	0
	__i		0	1	1	2	0	0	1	0	0	0	0	0
	__e		0	1	1	2	0	0	2	0	0	0	0	0
	i_y		1	2	0	1	0	1	1	0	0	0	0	0
	e_y		1	2	0	1	0	2	2	0	0	0	0	0
	iE_		1	2	0	1	0	1	1	1	0	0	0	0
	eE_		1	2	0	1	0	2	2	1	0	0	0	0
	_Ei		0	2	1	1	0	0	1	1	0	0	0	0
	_Ee		0	2	1	1	0	0	2	1	0	0	0	0
	yi_		1	1	0	1	0	0	1	0	0	0	0	0
	y_i		1	2	0	1	0	0	1	0	0	0	0	0
	y_e		1	2	0	1	0	0	2	0	0	0	0	0
uie	uie	1	0	0	0	0	0	0	0	0	0	0	0	0
	uiE		0	1	0	0	0	0	0	1	0	0	0	0
	uIE		0	2	0	0	0	0	0	2	0	0	0	0
	yie		1	1	0	0	0	0	0	0	0	0	0	0
	yiE		1	2	0	0	0	0	0	1	0	1	0	0
	yIe		1	2	0	0	0	0	0	1	1	1	0	0
	yIE		1	3	0	0	0	0	0	2	1	2	0	0
	ui_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_ie		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_E		0	1	0	1	0	0	0	1	0	0	0	0
	_iE		0	1	1	1	0	0	0	1	0	0	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	_IE		0	2	1	1	0	0	0	2	0	0	0	0
	yi_		1	1	0	1	0	0	0	0	0	0	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_E		1	2	0	1	0	0	0	1	1	1	0	0
	uii		0	0	0	0	0	0	1	0	0	0	0	0
	uei		0	0	0	0	0	0	2	0	0	0	0	0
	iie		1	1	0	0	0	1	1	0	0	0	0	0
	iii		1	1	0	0	0	1	2	0	0	0	0	0
	iei		1	1	0	0	0	1	3	0	0	0	0	0
	eie		1	1	0	0	0	2	2	0	0	0	0	0
	eii		1	1	0	0	0	2	3	0	0	0	0	0
	eei		1	1	0	0	0	2	4	0	0	0	0	0
	ueE		0	1	0	0	0	0	1	1	0	0	0	0
	iiE		1	2	0	0	0	1	1	1	0	0	0	0
	ieE		1	2	0	0	0	1	2	1	0	0	0	0
	eiE		1	2	0	0	0	2	2	1	0	0	0	0
	eeE		1	2	0	0	0	2	3	1	0	0	0	0
	iIE		1	3	0	0	0	1	1	2	0	0	0	0
	eIE		1	3	0	0	0	2	2	2	0	0	0	0
	yii		1	1	0	0	0	0	1	0	0	0	0	0
	yei		1	1	0	0	0	0	2	0	0	0	0	0
	yeE		1	2	0	0	0	0	1	1	0	1	0	0
	yIi		1	2	0	0	0	0	1	1	1	1	0	0
	ue_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	1	0	0	0	0	0
	_ei		0	0	1	1	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_E		1	2	0	1	0	1	1	1	0	0	0	0
	e_E		1	2	0	1	0	2	2	1	0	0	0	0
	_eE		0	1	1	1	0	0	1	1	0	0	0	0
	ye_		1	1	0	1	0	0	1	0	0	0	0	0
uii	uii	1	0	0	0	0	0	0	0	0	0	0	0	0
	uiI		0	1	0	0	0	0	0	1	0	0	0	0
	uII		0	2	0	0	0	0	0	2	0	0	0	0
	yii		1	1	0	0	0	0	0	0	0	0	0	0
	yiI		1	2	0	0	0	0	0	1	0	1	0	0
	yIi		1	2	0	0	0	0	0	1	1	1	0	0
	yII		1	3	0	0	0	0	0	2	1	2	0	0
	ui_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_ii		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_I		0	1	0	1	0	0	0	1	0	0	0	0
	_iI		0	1	1	1	0	0	0	1	0	0	0	0
	__I		0	1	1	2	0	0	0	1	0	0	0	0
	_II		0	2	1	1	0	0	0	2	0	0	0	0
	yi_		1	1	0	1	0	0	0	0	0	0	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_I		1	2	0	1	0	0	0	1	1	1	0	0
	uie		0	0	0	0	0	0	1	0	0	0	0	0
	uee		0	0	0	0	0	0	2	0	0	0	0	0
	iii		1	1	0	0	0	1	1	0	0	0	0	0
	iie		1	1	0	0	0	1	2	0	0	0	0	0
	iee		1	1	0	0	0	1	3	0	0	0	0	0
	eii		1	1	0	0	0	2	2	0	0	0	0	0
	eie		1	1	0	0	0	2	3	0	0	0	0	0
	eee		1	1	0	0	0	2	4	0	0	0	0	0
	ueI		0	1	0	0	0	0	1	1	0	0	0	0
	iiI		1	2	0	0	0	1	1	1	0	0	0	0
	ieI		1	2	0	0	0	1	2	1	0	0	0	0
	eiI		1	2	0	0	0	2	2	1	0	0	0	0
	eeI		1	2	0	0	0	2	3	1	0	0	0	0
	iII		1	3	0	0	0	1	1	2	0	0	0	0
	eII		1	3	0	0	0	2	2	2	0	0	0	0
	yie		1	1	0	0	0	0	1	0	0	0	0	0
	yee		1	1	0	0	0	0	2	0	0	0	0	0
	yeI		1	2	0	0	0	0	1	1	0	1	0	0
	yIe		1	2	0	0	0	0	1	1	1	1	0	0
	ue_		0	0	0	1	0	0	1	0	0	0	0	0
	ii_		1	1	0	1	0	1	1	0	0	0	0	0
	ie_		1	1	0	1	0	1	2	0	0	0	0	0
	ei_		1	1	0	1	0	2	2	0	0	0	0	0
	ee_		1	1	0	1	0	2	3	0	0	0	0	0
	i__		1	1	0	2	0	1	1	0	0	0	0	0
	e__		1	1	0	2	0	2	2	0	0	0	0	0
	_ie		0	0	1	1	0	0	1	0	0	0	0	0
	_ee		0	0	1	1	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_I		1	2	0	1	0	1	1	1	0	0	0	0
	e_I		1	2	0	1	0	2	2	1	0	0	0	0
	_eI		0	1	1	1	0	0	1	1	0	0	0	0
	ye_		1	1	0	1	0	0	1	0	0	0	0	0
uio	uio	1	0	0	0	0	0	0	0	0	0	0	0	0
	uiO		0	1	0	0	0	0	0	0	0	0	0	1
	uIo		0	1	0	0	0	0	0	1	0	0	0	0
	uIO		0	2	0	0	0	0	0	1	0	0	1	2
	yio		1	1	0	0	0	0	0	0	0	1	0	0
	yiO		1	2	0	0	0	0	0	0	0	0	0	0
	yIo		1	2	0	0	0	0	0	1	1	2	0	0
	yIO		1	3	0	0	0	0	0	1	1	1	1	1
	ui_		0	0	0	1	0	0	0	0	0	0	0	0
	u__		0	0	0	2	0	0	0	0	0	0	0	0
	_io		0	0	1	1	0	0	0	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	u_O		0	1	0	1	0	0	0	0	0	0	1	1
	_iO		0	1	1	1	0	0	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0	0	0
	uI_		0	1	0	1	0	0	0	1	0	0	0	0
	_Io		0	1	1	1	0	0	0	1	0	0	0	0
	_I_		0	1	1	2	0	0	0	1	0	0	0	0
	_IO		0	2	1	1	0	0	0	1	0	0	1	1
	yi_		1	1	0	1	0	0	0	0	0	0	0	0
	y_o		1	1	0	1	0	0	0	0	1	1	0	0
	y__		1	1	0	2	0	0	0	0	0	0	0	0
	y_O		1	2	0	1	0	0	0	0	0	0	0	0
	yI_		1	2	0	1	0	0	0	1	1	1	0	0
	uii		0	1	0	0	0	0	2	0	0	0	0	0
	uie		0	1	0	0	0	0	1	0	0	0	0	0
	ueo		0	0	0	0	0	0	1	0	0	0	0	0
	uei		0	1	0	0	0	0	3	0	0	0	0	0
	iio		1	1	0	0	0	1	1	0	0	0	0	0
	iii		1	2	0	0	0	1	3	0	0	0	0	0
