trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	___	uaa					2	2	0	0	2	102															-2	98																																																																																																																																
2	__a	yAA			2	2	2	4	0	0					-2	98	-2	98	-2	98							2	100																																																																																																																																
3	___	AAA					2	6	0	0	2	104			-2	96	-2	96	-2	96																																																																																																																																								
4	_e_	Oey					2	8	0	0			-2	98	-2	94	-2	94	-2	94																																																																																																																																								
5	A__	auo	2	2	0	2			2	2					2	96	2	96	2	96					-2	98	-2	98																																																																																																																																
6	__e	ooe					2	10	0	2															-2	96	-2	96																																																																																																									-2	98	-2	98	-2	98	-2	98									-2	98	-2	98	-2	98	-2	98
7	_e_	aee					2	12	0	2							-2	94	-2	94							-2	94																																																																																																																									-2	96	-2	96	-2	96	-2	96
8	_u_	Oye			2	4	2	14	0	2			-2	96	-2	94	-2	92	-2	92							2	96																																																																																																																																
9	__e	yye					2	16	0	2					-2	92	-2	90	-2	90																																																																																																																																								
10	_e_	yee					2	18	0	2					-2	90	-2	88	-2	88																																																																																																																																								
11	y_	yA							2	4					-2	88	-2	86	-2	86																																																																																																																																								
12	_e	oe					2	20	0	4															-2	94	-2	94																																																																																																									-2	96	-2	96	-2	96	-2	96									-2	94	-2	94	-2	94	-2	94
13	__e	uue					2	22	0	4																	-2	92																																																																																																																									-2	92	-2	92	-2	92	-2	92
14	_i_	oiu					2	24	0	4															-2	92	-2	90																																																													-2	98	-2	98																																													-2	94	-2	94													-2	90	-2	90
15	a__	aeo							2	6							-2	84	-2	84					-2	90	-2	88																																									-2	98	-2	98	-2	98	-2	98									-2	98	-2	98	-2	96	-2	96																																																									-2	90	-2	90	-2	88	-2	88
16	_i_	oii					2	26	0	6									-2	82					-2	88	-2	86																																																																																																													-2	92	-2	92													-2	86	-2	86
17	u__	yeA	2	4	0	4			2	8					-2	86	-2	82	-2	80							2	88																																																																																																																																
18	__i	aui					2	28	0	8																	-2	86																																																																																																																													-2	84	-2	84
19	_i_	oii					2	30	0	8									-2	78					-2	86	-2	84																																																																																																													-2	90	-2	90													-2	82	-2	82
20	A__	AOA							2	10			-2	94	-2	84	-2	80	-2	76																																																																																																																																								
21	_e_	uee					2	32	0	10							-2	78	-2	74							-2	82																																																																																																																									-2	88	-2	88	-2	80	-2	80
22	_e	ae					2	34	0	10																	-2	80																																																																																																																									-2	86	-2	86	-2	78	-2	78
23	u__	uuo							2	12															-2	84	-2	78																																																																																																																																
24	__e	AAe					2	36	0	12					-2	82	-2	76	-2	72																																																																																																																																								
25	__e	yye					2	38	0	12					-2	80	-2	74	-2	70																																																																																																																																								
26	_i_	aiu					2	40	0	12																	-2	76																																																													-2	94	-2	94																																																													-2	76	-2	76
27	u_	uu							2	14																	-2	74																																																																																																																																
