trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
				0		0		0		0		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100		100
1	__e	uoe					6.666666666666667	6.666666666666667	6.666666666666667	6.666666666666667															-2	98	-2	98																																																																																																									-2	98	-2	98	-2	98	-2	98									-2	98	-2	98	-2	98	-2	98
2	__a	OiA			1.6	1.6	1.6	8.266666666666667	1.6	8.266666666666667			-2	98	-2	98	-2	98	-2	98							1.6	99.6																																																																																																																																
3	a_	au							1.0	9.266666666666667																	-2	97.6																																																																																																																																
4	_a	OA			1.6	3.2	1.6	9.866666666666667	1.6	10.866666666666667			-2	96	-2	96	-2	96	-2	96							1.6	99.19999999999999																																																																																																																																
5	A__	AOy							4.0	14.866666666666667			-2	94	-2	94	-2	94	-2	94																																																																																																																																								
6	y_	ua	0.2857142857142857	0.2857142857142857	0.2857142857142857	3.4857142857142858			0.2857142857142857	15.152380952380954					0.2857142857142857	94.28571428571429	0.2857142857142857	94.28571428571429	0.2857142857142857	94.28571428571429							-2	97.19999999999999																																																																																																																																
7	__i	yyi					2.0	11.866666666666667	2.0	17.152380952380952					-2	92.28571428571429	-2	92.28571428571429	-2	92.28571428571429																																																																																																																																								
8	_e_	aea					6.0	17.866666666666667	6.0	23.152380952380952																	-2	95.19999999999999																																													-2	98	-2	98													-2	98	-2	98																																																									-2	96	-2	96	-2	96	-2	96
9	a_	ao							2.0	25.152380952380952															-2	96	-2	93.19999999999999																																																																																																																																
10	a__	aaa							1.0	26.152380952380952																	-2	91.19999999999999																																																																																																																																
11	a__	aia							6.0	32.15238095238095									-2	90.28571428571429							-2	89.19999999999999																																																													-2	96	-2	96																																																													-2	94	-2	94
12	_i_	uie					4.0	21.866666666666667	4.0	36.15238095238095							-2	90.28571428571429	-2	88.28571428571429							-2	87.19999999999999																																																																																																																											-2	94	-2	92	-2	92
13	a_	Ay	1.2	1.4857142857142858	1.2	4.685714285714286			1.2	37.352380952380955					-2	90.28571428571429	-2	88.28571428571429	-2	86.28571428571429							1.2	88.39999999999999																																																																																																																																
14	O_	OO							4.0	41.352380952380955			-2	92	-2	88.28571428571429	-2	86.28571428571429	-2	84.28571428571429																																																																																																																																								
15	A__	aau	0.2857142857142857	1.7714285714285714	0.2857142857142857	4.9714285714285715			0.2857142857142857	41.63809523809524					0.2857142857142857	88.57142857142858	0.2857142857142857	86.57142857142858	0.2857142857142857	84.57142857142858							-2	86.39999999999999																																																																																																																																
16	__i	OOi					2.6666666666666665	24.533333333333335	2.6666666666666665	44.304761904761904			-2	90	-2	86.57142857142858	-2	84.57142857142858	-2	82.57142857142858																																																																																																																																								
17	O__	OOO							4.0	48.304761904761904			-2	88	-2	84.57142857142858	-2	82.57142857142858	-2	80.57142857142858																																																																																																																																								
