trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F3	now	*F5	now	*B2	now	*B5	now	*F3_B2	now	*F3..._B2	now	*F3_B5	now	*F3..._B5	now	*F5_B2	now	*F5..._B2	now	*F5_B5	now	*F5..._B5	now	*_B2F3	now	*_B2...F3	now	*_B2F5	now	*_B2...F5	now	*_B5F3	now	*_B5...F3	now	*_B5F5	now	*_B5...F5	now
25	iye	iue			1.25	8.62142857142857	1.25	96.0	1.25	95.0			-1	96.62142857142858													-1	95.82142857142858	-1	95.82142857142858													-1	97.53571428571428	-1	97.53571428571428
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	28.62142857142857																																										
26	oao	OAO	0.5	29.12142857142857	0.5	9.12142857142857	-1	95.0	-1	94.0			0.5	97.12142857142858																																
27	eey	eeu			0.75	9.87142857142857	0.75	95.75	0.75	94.75			-1	96.12142857142858													-1	94.82142857142858	-1	94.82142857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	29.87142857142857																																										
33	yyO	uuo	0.2	30.07142857142857	0.2	10.07142857142857	0.2	95.95	0.2	94.95			-1	95.12142857142858																																
35	eyy	euu			0.75	10.82142857142857	0.75	96.7	0.75	95.7			-1	94.12142857142858													-1	93.82142857142858	-1	93.82142857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	30.82142857142857																																										
37	eeO	eeo			0.75	11.57142857142857	0.75	97.45	0.75	96.45			-1	93.12142857142858													-1	92.82142857142858	-1	92.82142857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	31.57142857142857																																										
39	eu	ey			0.4	11.97142857142857	-1	96.45	-1	95.45			0.4	93.52142857142859													0.4	93.22142857142859	0.4	93.22142857142859																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	31.971428571428568																																										
42	OA	oa	0.2	32.17142857142857	0.2	12.171428571428569	0.2	96.65	0.2	95.65			-1	92.52142857142859																																
43	yii	uii	0.6	32.77142857142857	0.6	12.771428571428569	0.6	97.25	0.6	96.25			-1	91.52142857142859																													-1	96.53571428571428	-1	96.53571428571428
47	aau	AAy	0.5	33.27142857142857	0.5	13.271428571428569	-1	96.25	-1	95.25			0.5	92.02142857142859																																
49	eAy	eau			0.75	14.021428571428569	0.75	97.0	0.75	96.0			-1	91.02142857142859													-1	92.22142857142859	-1	92.22142857142859																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	34.02142857142857																																										
55	Oi	oi	0.6	34.621428571428574	0.6	14.621428571428568	0.6	97.6	0.6	96.6			-1	90.02142857142859																													-1	95.53571428571428	-1	95.53571428571428
60	uai	yAi	0.3333333333333333	34.95476190476191	0.3333333333333333	14.954761904761902	-1	96.6	-1	95.6			0.3333333333333333	90.35476190476192																													0.3333333333333333	95.8690476190476	0.3333333333333333	95.8690476190476
63	AAe	aae	0.6	35.55476190476191	0.6	15.554761904761902	0.6	97.19999999999999	0.6	96.19999999999999			-1	89.35476190476192																													-1	94.8690476190476	-1	94.8690476190476
64	ua	yA	0.5	36.05476190476191	0.5	16.054761904761904	-1	96.19999999999999	-1	95.19999999999999			0.5	89.85476190476192																																
68	uuo	yyO	0.5	36.55476190476191	0.5	16.554761904761904	-1	95.19999999999999	-1	94.19999999999999			0.5	90.35476190476192																																
70	yiO	uio	1.0	37.55476190476191	1.0	17.554761904761904	1.0	96.19999999999999	1.0	95.19999999999999			-1	89.35476190476192													-1	91.22142857142859	-1	91.22142857142859													-1	93.8690476190476	-1	93.8690476190476
71	ouo	OyO	0.5	38.05476190476191	0.5	18.054761904761904	-1	95.19999999999999	-1	94.19999999999999			0.5	89.85476190476192																																
73	ioi	iOi			0.2857142857142857	18.34047619047619	-1	94.19999999999999	-1	93.19999999999999			0.2857142857142857	90.1404761904762													0.2857142857142857	91.50714285714288	0.2857142857142857	91.50714285714288													0.2857142857142857	94.1547619047619	0.2857142857142857	94.1547619047619
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142776	38.34047619047619																																										
74	Oi	oi	0.6	38.94047619047619	0.6	18.94047619047619	0.6	94.79999999999998	0.6	93.79999999999998			-1	89.1404761904762																													-1	93.1547619047619	-1	93.1547619047619
75	oae	OAe	0.3333333333333333	39.273809523809526	0.3333333333333333	19.273809523809522	-1	93.79999999999998	-1	92.79999999999998			0.3333333333333333	89.47380952380954																													0.3333333333333333	93.48809523809523	0.3333333333333333	93.48809523809523
76	OAi	oai	0.6	39.87380952380953	0.6	19.873809523809523	0.6	94.39999999999998	0.6	93.39999999999998			-1	88.47380952380954																													-1	92.48809523809523	-1	92.48809523809523
77	ooa	OOA	0.5	40.37380952380953	0.5	20.373809523809523	-1	93.39999999999998	-1	92.39999999999998			0.5	88.97380952380954																																
79	eia	eiA			0.4	20.773809523809522	-1	92.39999999999998	-1	91.39999999999998			0.4	89.37380952380954													0.4	91.90714285714289	0.4	91.90714285714289																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999915	40.77380952380952																																										
82	oae	OAe	0.3333333333333333	41.107142857142854	0.3333333333333333	21.107142857142854	-1	91.39999999999998	-1	90.39999999999998			0.3333333333333333	89.70714285714287																													0.3333333333333333	92.82142857142856	0.3333333333333333	92.82142857142856
84	iiy	iiu			0.75	21.857142857142854	0.75	92.14999999999998	0.75	91.14999999999998			-1	88.70714285714287													-1	90.90714285714289	-1	90.90714285714289																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	41.857142857142854																																										
86	yii	uii	0.6	42.457142857142856	0.6	22.457142857142856	0.6	92.74999999999997	0.6	91.74999999999997			-1	87.70714285714287																													-1	91.82142857142856	-1	91.82142857142856
92	eia	eiA			0.4	22.857142857142854	-1	91.74999999999997	-1	90.74999999999997			0.4	88.10714285714288													0.4	91.30714285714289	0.4	91.30714285714289																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	42.857142857142854																																										
93	oae	OAe	0.3333333333333333	43.19047619047619	0.3333333333333333	23.190476190476186	-1	90.74999999999997	-1	89.74999999999997			0.3333333333333333	88.4404761904762																													0.3333333333333333	92.15476190476188	0.3333333333333333	92.15476190476188
95	eoi	eOi			0.2857142857142857	23.47619047619047	-1	89.74999999999997	-1	88.74999999999997			0.2857142857142857	88.7261904761905													0.2857142857142857	91.59285714285718	0.2857142857142857	91.59285714285718													0.2857142857142857	92.44047619047618	0.2857142857142857	92.44047619047618
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142776	43.47619047619047																																										
96	Aey	aeu	1.0	44.47619047619047	1.0	24.47619047619047	1.0	90.74999999999997	1.0	89.74999999999997			-1	87.7261904761905													-1	90.59285714285718	-1	90.59285714285718													-1	91.44047619047618	-1	91.44047619047618
99	iua	iyA			0.4	24.87619047619047	-1	89.74999999999997	-1	88.74999999999997			0.4	88.1261904761905													0.4	90.99285714285719	0.4	90.99285714285719																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	44.87619047619047																																										
101	iye	iue			1.25	26.12619047619047	1.25	90.99999999999997	1.25	89.99999999999997			-1	87.1261904761905													-1	89.99285714285719	-1	89.99285714285719													-1	90.44047619047618	-1	90.44047619047618
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	46.12619047619047																																										
105	uo	yO	0.5	46.62619047619047	0.5	26.62619047619047	-1	89.99999999999997	-1	88.99999999999997			0.5	87.6261904761905																																
109	oa	OA	0.5	47.12619047619047	0.5	27.12619047619047	-1	88.99999999999997	-1	87.99999999999997			0.5	88.1261904761905																																
112	eeA	eea			0.75	27.87619047619047	0.75	89.74999999999997	0.75	88.74999999999997			-1	87.1261904761905													-1	88.99285714285719	-1	88.99285714285719																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	47.87619047619047																																										
113	aoa	AOA	0.5	48.37619047619047	0.5	28.37619047619047	-1	88.74999999999997	-1	87.74999999999997			0.5	87.6261904761905																																
114	oaa	OAA	0.5	48.87619047619047	0.5	28.87619047619047	-1	87.74999999999997	-1	86.74999999999997			0.5	88.1261904761905																																
118	OOA	ooa	0.2	49.076190476190476	0.2	29.07619047619047	0.2	87.94999999999997	0.2	86.94999999999997			-1	87.1261904761905																																
119	OOO	ooo	0.2	49.27619047619048	0.2	29.276190476190468	0.2	88.14999999999998	0.2	87.14999999999998			-1	86.1261904761905																																
121	ioa	iOA			0.4	29.676190476190467	-1	87.14999999999998	-1	86.14999999999998			0.4	86.52619047619051													0.4	89.3928571428572	0.4	89.3928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999915	49.67619047619047																																										
122	Aey	aeu	1.0	50.67619047619047	1.0	30.676190476190467	1.0	88.14999999999998	1.0	87.14999999999998			-1	85.52619047619051													-1	88.3928571428572	-1	88.3928571428572													-1	89.44047619047618	-1	89.44047619047618
124	uuo	yyO	0.5	51.17619047619047	0.5	31.176190476190467	-1	87.14999999999998	-1	86.14999999999998			0.5	86.02619047619051																																
125	aaa	AAA	0.5	51.67619047619047	0.5	31.676190476190467	-1	86.14999999999998	-1	85.14999999999998			0.5	86.52619047619051																																
129	AeA	aea	1.0	52.67619047619047	1.0	32.67619047619047	1.0	87.14999999999998	1.0	86.14999999999998			-1	85.52619047619051													-1	87.3928571428572	-1	87.3928571428572													-1	88.44047619047618	-1	88.44047619047618
130	auu	Ayy	0.5	53.17619047619047	0.5	33.17619047619047	-1	86.14999999999998	-1	85.14999999999998			0.5	86.02619047619051																																
132	Oyi	oui	0.6	53.77619047619047	0.6	33.77619047619047	0.6	86.74999999999997	0.6	85.74999999999997			-1	85.02619047619051																													-1	87.44047619047618	-1	87.44047619047618
138	ua	yA	0.5	54.27619047619047	0.5	34.27619047619047	-1	85.74999999999997	-1	84.74999999999997			0.5	85.52619047619051																																
140	AyO	auo	0.2	54.476190476190474	0.2	34.476190476190474	0.2	85.94999999999997	0.2	84.94999999999997			-1	84.52619047619051																																
141	iey	ieu			0.75	35.226190476190474	0.75	86.69999999999997	0.75	85.69999999999997			-1	83.52619047619051													-1	86.3928571428572	-1	86.3928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	55.226190476190474																																										
143	oae	OAe	0.3333333333333333	55.55952380952381	0.3333333333333333	35.55952380952381	-1	85.69999999999997	-1	84.69999999999997			0.3333333333333333	83.85952380952384																													0.3333333333333333	87.7738095238095	0.3333333333333333	87.7738095238095
144	ooa	OOA	0.5	56.05952380952381	0.5	36.05952380952381	-1	84.69999999999997	-1	83.69999999999997			0.5	84.35952380952384																																
145	ieu	iey			0.4	36.45952380952381	-1	83.69999999999997	-1	82.69999999999997			0.4	84.75952380952384													0.4	86.7928571428572	0.4	86.7928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	56.45952380952381																																										
146	iOi	ioi			1.25	37.70952380952381	1.25	84.94999999999997	1.25	83.94999999999997			-1	83.75952380952384													-1	85.7928571428572	-1	85.7928571428572													-1	86.7738095238095	-1	86.7738095238095
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	57.70952380952381																																										
151	oou	OOy	0.5	58.20952380952381	0.5	38.20952380952381	-1	83.94999999999997	-1	82.94999999999997			0.5	84.25952380952384																																
152	ioa	iOA			0.4	38.60952380952381	-1	82.94999999999997	-1	81.94999999999997			0.4	84.65952380952385													0.4	86.1928571428572	0.4	86.1928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	58.60952380952381																																										
153	yye	uue	0.6	59.20952380952381	0.6	39.20952380952381	0.6	83.54999999999997	0.6	82.54999999999997			-1	83.65952380952385																													-1	85.7738095238095	-1	85.7738095238095
156	au	Ay	0.5	59.70952380952381	0.5	39.70952380952381	-1	82.54999999999997	-1	81.54999999999997			0.5	84.15952380952385																																
159	yiA	uia	1.0	60.70952380952381	1.0	40.70952380952381	1.0	83.54999999999997	1.0	82.54999999999997			-1	83.15952380952385													-1	85.1928571428572	-1	85.1928571428572													-1	84.7738095238095	-1	84.7738095238095
163	Aei	aei	0.6	61.30952380952381	0.6	41.30952380952381	0.6	84.14999999999996	0.6	83.14999999999996			-1	82.15952380952385																													-1	83.7738095238095	-1	83.7738095238095
165	uao	yAO	0.5	61.80952380952381	0.5	41.80952380952381	-1	83.14999999999996	-1	82.14999999999996			0.5	82.65952380952385																																
169	iyi	iui			1.25	43.05952380952381	1.25	84.39999999999996	1.25	83.39999999999996			-1	81.65952380952385													-1	84.1928571428572	-1	84.1928571428572													-1	82.7738095238095	-1	82.7738095238095
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	63.05952380952381																																										
172	eAO	eao			0.75	43.80952380952381	0.75	85.14999999999996	0.75	84.14999999999996			-1	80.65952380952385													-1	83.1928571428572	-1	83.1928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	63.80952380952381																																										
173	oi	Oi	0.3333333333333333	64.14285714285714	0.3333333333333333	44.142857142857146	-1	84.14999999999996	-1	83.14999999999996			0.3333333333333333	80.99285714285718																													0.3333333333333333	83.10714285714283	0.3333333333333333	83.10714285714283
176	oei	Oei	0.3333333333333333	64.47619047619047	0.3333333333333333	44.47619047619048	-1	83.14999999999996	-1	82.14999999999996			0.3333333333333333	81.3261904761905																													0.3333333333333333	83.44047619047616	0.3333333333333333	83.44047619047616
177	Aie	aie	0.6	65.07619047619046	0.6	45.07619047619048	0.6	83.74999999999996	0.6	82.74999999999996			-1	80.3261904761905																													-1	82.44047619047616	-1	82.44047619047616
178	uuu	yyy	0.5	65.57619047619046	0.5	45.57619047619048	-1	82.74999999999996	-1	81.74999999999996			0.5	80.8261904761905																																
179	eyy	euu			0.75	46.32619047619048	0.75	83.49999999999996	0.75	82.49999999999996			-1	79.8261904761905													-1	82.1928571428572	-1	82.1928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7500000000000142	66.32619047619048																																										
183	oua	OyA	0.5	66.82619047619048	0.5	46.82619047619048	-1	82.49999999999996	-1	81.49999999999996			0.5	80.3261904761905																																
186	iyA	iua			0.75	47.57619047619048	0.75	83.24999999999996	0.75	82.24999999999996			-1	79.3261904761905													-1	81.1928571428572	-1	81.1928571428572																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	67.57619047619048																																										
187	yie	uie	0.6	68.17619047619047	0.6	48.176190476190484	0.6	83.84999999999995	0.6	82.84999999999995			-1	78.3261904761905																													-1	81.44047619047616	-1	81.44047619047616
188	iiu	iiy			0.4	48.57619047619048	-1	82.84999999999995	-1	81.84999999999995			0.4	78.72619047619051													0.4	81.59285714285721	0.4	81.59285714285721																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	68.57619047619048																																										
191	yAe	uae	0.6	69.17619047619047	0.6	49.176190476190484	0.6	83.44999999999995	0.6	82.44999999999995			-1	77.72619047619051																													-1	80.44047619047616	-1	80.44047619047616
192	eoe	eOe			0.2857142857142857	49.46190476190477	-1	82.44999999999995	-1	81.44999999999995			0.2857142857142857	78.0119047619048													0.2857142857142857	81.8785714285715	0.2857142857142857	81.8785714285715													0.2857142857142857	80.72619047619045	0.2857142857142857	80.72619047619045
	a priori	Id(Bk)Syl1>>Id(Bk)	0.285714285714306	69.46190476190478																																										
195	eai	eAi			0.2857142857142857	49.747619047619054	-1	81.44999999999995	-1	80.44999999999995			0.2857142857142857	78.2976190476191													0.2857142857142857	82.1642857142858	0.2857142857142857	82.1642857142858													0.2857142857142857	81.01190476190474	0.2857142857142857	81.01190476190474
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142776	69.74761904761905																																										
196	eAi	eai			1.25	50.997619047619054	1.25	82.69999999999995	1.25	81.69999999999995			-1	77.2976190476191													-1	81.1642857142858	-1	81.1642857142858													-1	80.01190476190474	-1	80.01190476190474
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	70.99761904761905																																										
197	aua	AyA	0.5	71.49761904761905	0.5	51.497619047619054	-1	81.69999999999995	-1	80.69999999999995			0.5	77.7976190476191																																
200	iiO	iio			0.75	52.247619047619054	0.75	82.44999999999995	0.75	81.44999999999995			-1	76.7976190476191													-1	80.1642857142858	-1	80.1642857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	72.24761904761905																																										
201	uea	yeA	0.25	72.49761904761905	0.25	52.497619047619054	-1	81.44999999999995	-1	80.44999999999995			0.25	77.0476190476191													0.25	80.4142857142858	0.25	80.4142857142858													0.25	80.26190476190474	0.25	80.26190476190474
203	AAe	aae	0.6	73.09761904761905	0.6	53.097619047619055	0.6	82.04999999999994	0.6	81.04999999999994			-1	76.0476190476191																													-1	79.26190476190474	-1	79.26190476190474
204	uae	yAe	0.3333333333333333	73.43095238095238	0.3333333333333333	53.43095238095239	-1	81.04999999999994	-1	80.04999999999994			0.3333333333333333	76.38095238095242																													0.3333333333333333	79.59523809523807	0.3333333333333333	79.59523809523807
205	aau	AAy	0.5	73.93095238095238	0.5	53.93095238095239	-1	80.04999999999994	-1	79.04999999999994			0.5	76.88095238095242																																
208	iOA	ioa			0.75	54.68095238095239	0.75	80.79999999999994	0.75	79.79999999999994			-1	75.88095238095242													-1	79.4142857142858	-1	79.4142857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7500000000000142	74.68095238095239																																										
210	aei	Aei	0.3333333333333333	75.01428571428572	0.3333333333333333	55.01428571428573	-1	79.79999999999994	-1	78.79999999999994			0.3333333333333333	76.21428571428575																													0.3333333333333333	79.9285714285714	0.3333333333333333	79.9285714285714
213	ioo	iOO			0.4	55.414285714285725	-1	78.79999999999994	-1	77.79999999999994			0.4	76.61428571428576													0.4	79.8142857142858	0.4	79.8142857142858																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	75.41428571428573																																										
215	yee	uee	0.6	76.01428571428572	0.6	56.01428571428573	0.6	79.39999999999993	0.6	78.39999999999993			-1	75.61428571428576																													-1	78.9285714285714	-1	78.9285714285714
219	iue	iye			0.2857142857142857	56.30000000000001	-1	78.39999999999993	-1	77.39999999999993			0.2857142857142857	75.90000000000005													0.2857142857142857	80.1000000000001	0.2857142857142857	80.1000000000001													0.2857142857142857	79.2142857142857	0.2857142857142857	79.2142857142857
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142918	76.30000000000001																																										
220	OOA	ooa	0.2	76.50000000000001	0.2	56.500000000000014	0.2	78.59999999999994	0.2	77.59999999999994			-1	74.90000000000005																																
221	oi	Oi	0.3333333333333333	76.83333333333334	0.3333333333333333	56.83333333333335	-1	77.59999999999994	-1	76.59999999999994			0.3333333333333333	75.23333333333338																													0.3333333333333333	79.54761904761902	0.3333333333333333	79.54761904761902
222	uu	yy	0.5	77.33333333333334	0.5	57.33333333333335	-1	76.59999999999994	-1	75.59999999999994			0.5	75.73333333333338																																
224	ooe	OOe	0.3333333333333333	77.66666666666667	0.3333333333333333	57.666666666666686	-1	75.59999999999994	-1	74.59999999999994			0.3333333333333333	76.0666666666667																													0.3333333333333333	79.88095238095235	0.3333333333333333	79.88095238095235
226	OOe	ooe	0.6	78.26666666666667	0.6	58.26666666666669	0.6	76.19999999999993	0.6	75.19999999999993			-1	75.0666666666667																													-1	78.88095238095235	-1	78.88095238095235
228	uoo	yOO	0.5	78.76666666666667	0.5	58.76666666666669	-1	75.19999999999993	-1	74.19999999999993			0.5	75.5666666666667																																
230	Ayi	aui	0.6	79.36666666666666	0.6	59.36666666666669	0.6	75.79999999999993	0.6	74.79999999999993			-1	74.5666666666667																													-1	77.88095238095235	-1	77.88095238095235
233	Aie	aie	0.6	79.96666666666665	0.6	59.96666666666669	0.6	76.39999999999992	0.6	75.39999999999992			-1	73.5666666666667																													-1	76.88095238095235	-1	76.88095238095235
234	yeA	uea	1.0	80.96666666666665	1.0	60.96666666666669	1.0	77.39999999999992	1.0	76.39999999999992			-1	72.5666666666667													-1	79.1000000000001	-1	79.1000000000001													-1	75.88095238095235	-1	75.88095238095235
236	eiA	eia			0.75	61.71666666666669	0.75	78.14999999999992	0.75	77.14999999999992			-1	71.5666666666667													-1	78.1000000000001	-1	78.1000000000001																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7500000000000426	81.7166666666667																																										
242	eiy	eiu			0.75	62.46666666666669	0.75	78.89999999999992	0.75	77.89999999999992			-1	70.5666666666667													-1	77.1000000000001	-1	77.1000000000001																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	82.4666666666667																																										
254	iyi	iui			1.25	63.71666666666669	1.25	80.14999999999992	1.25	79.14999999999992			-1	69.5666666666667													-1	76.1000000000001	-1	76.1000000000001													-1	74.88095238095235	-1	74.88095238095235
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	83.7166666666667																																										
255	iOe	ioe			1.25	64.9666666666667	1.25	81.39999999999992	1.25	80.39999999999992			-1	68.5666666666667													-1	75.1000000000001	-1	75.1000000000001													-1	73.88095238095235	-1	73.88095238095235
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	84.9666666666667																																										
257	eae	eAe			0.2857142857142857	65.25238095238099	-1	80.39999999999992	-1	79.39999999999992			0.2857142857142857	68.852380952381													0.2857142857142857	75.38571428571439	0.2857142857142857	75.38571428571439													0.2857142857142857	74.16666666666664	0.2857142857142857	74.16666666666664
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142918	85.25238095238099																																										
264	iau	iAy			0.4	65.652380952381	-1	79.39999999999992	-1	78.39999999999992			0.4	69.252380952381													0.4	75.78571428571439	0.4	75.78571428571439																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	85.652380952381																																										
267	ia	iA			0.4	66.052380952381	-1	78.39999999999992	-1	77.39999999999992			0.4	69.65238095238101													0.4	76.1857142857144	0.4	76.1857142857144																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	86.052380952381																																										
276	ieo	ieO			0.4	66.452380952381	-1	77.39999999999992	-1	76.39999999999992			0.4	70.05238095238101													0.4	76.5857142857144	0.4	76.5857142857144																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	86.452380952381																																										
278	eyA	eua			0.75	67.202380952381	0.75	78.14999999999992	0.75	77.14999999999992			-1	69.05238095238101													-1	75.5857142857144	-1	75.5857142857144																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	87.202380952381																																										
290	eAA	eaa			0.75	67.952380952381	0.75	78.89999999999992	0.75	77.89999999999992			-1	68.05238095238101													-1	74.5857142857144	-1	74.5857142857144																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	87.952380952381																																										
302	iaa	iAA			0.4	68.35238095238101	-1	77.89999999999992	-1	76.89999999999992			0.4	68.45238095238102													0.4	74.98571428571441	0.4	74.98571428571441																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	88.35238095238101																																										
311	ieu	iey			0.4	68.75238095238102	-1	76.89999999999992	-1	75.89999999999992			0.4	68.85238095238103													0.4	75.38571428571441	0.4	75.38571428571441																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	88.75238095238102																																										
317	eaa	eAA			0.4	69.15238095238102	-1	75.89999999999992	-1	74.89999999999992			0.4	69.25238095238103													0.4	75.78571428571442	0.4	75.78571428571442																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	89.15238095238102																																										
323	ea	eA			0.4	69.55238095238103	-1	74.89999999999992	-1	73.89999999999992			0.4	69.65238095238104													0.4	76.18571428571443	0.4	76.18571428571443																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	89.55238095238103																																										
328	iae	iAe			0.2857142857142857	69.83809523809532	-1	73.89999999999992	-1	72.89999999999992			0.2857142857142857	69.93809523809533													0.2857142857142857	76.47142857142872	0.2857142857142857	76.47142857142872													0.2857142857142857	74.45238095238093	0.2857142857142857	74.45238095238093
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142918	89.83809523809532																																										
329	iiA	iia			0.75	70.58809523809532	0.75	74.64999999999992	0.75	73.64999999999992			-1	68.93809523809533													-1	75.47142857142872	-1	75.47142857142872																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	90.58809523809532																																										
