Id(Bk)Syl1	 124 
Id(Bk)	 104 
*F1	 108 
*F3	 110 
*F4	 100 
*F5	 100 
*B1	 106 
*B2	 110 
*B3	 102 
*B5	 100 
*F1_B1	 100 
*F1..._B1	 100 
*F1_B2	 100 
*F1..._B2	 100 
*F1_B3	 94 
*F1..._B3	 92 
*F1_B5	 92 
*F1..._B5	 92 
*F3_B1	 100 
*F3..._B1	 100 
*F3_B2	 100 
*F3..._B2	 100 
*F3_B3	 90 
*F3..._B3	 86 
*F3_B5	 74 
*F3..._B5	 72 
*F4_B1	 100 
*F4..._B1	 100 
*F4_B2	 102 
*F4..._B2	 102 
*F4_B3	 88 
*F4..._B3	 82 
*F4_B5	 62 
*F4..._B5	 60 
*F5_B1	 100 
*F5..._B1	 100 
*F5_B2	 102 
*F5..._B2	 106 
*F5_B3	 84 
*F5..._B3	 82 
*F5_B5	 48 
*F5..._B5	 54 
*_B1F1	 100 
*_B1...F1	 100 
*_B1F3	 100 
*_B1...F3	 100 
*_B1F4	 100 
*_B1...F4	 100 
*_B1F5	 100 
*_B1...F5	 100 
*_B2F1	 102 
*_B2...F1	 102 
*_B2F3	 102 
*_B2...F3	 104 
*_B2F4	 100 
*_B2...F4	 98 
*_B2F5	 100 
*_B2...F5	 96 
*_B3F1	 102 
*_B3...F1	 102 
*_B3F3	 102 
*_B3...F3	 104 
*_B3F4	 98 
*_B3...F4	 94 
*_B3F5	 94 
*_B3...F5	 92 
*_B5F1	 104 
*_B5...F1	 104 
*_B5F3	 104 
*_B5...F3	 106 
*_B5F4	 84 
*_B5...F4	 78 
*_B5F5	 80 
*_B5...F5	 80 

Input#	Input	Cand#	Cand	Freq. from input file	Learning tokens	Output of grammar test	Target proportion	Predicted proportion
 220 	AAu	 3 	Aay	 0 	 0 	 0 	 0 	 0 
 220 	AAu	 4 	aAu	 0 	 0 	 0 	 0 	 0 
 220 	AAu	 5 	aAy	 0 	 0 	 0 	 0 	 0 
 220 	AAu	 6 	aau	 0 	 0 	 0 	 0 	 0 
 220 	AAu	 7 	aay	 0 	 0 	 0 	 0 	 0 
 221 	AyO	 0 	AyO	 0 	 0 	 9 	 0 	 0.009 
 221 	AyO	 1 	Ayo	 0 	 0 	 12 	 0 	 0.012 
 221 	AyO	 2 	AuO	 0 	 0 	 0 	 0 	 0 
 221 	AyO	 3 	Auo	 0 	 0 	 979 	 0 	 0.979 
 221 	AyO	 4 	ayO	 0 	 0 	 0 	 0 	 0 
 221 	AyO	 5 	ayo	 0 	 0 	 0 	 0 	 0 
 221 	AyO	 6 	auO	 0 	 0 	 0 	 0 	 0 
 221 	AyO	 7 	auo	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 0 	AyA	 0 	 0 	 21 	 0 	 0.021 
 222 	AyA	 1 	Aya	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 2 	AuA	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 3 	Aua	 0 	 0 	 979 	 0 	 0.979 
 222 	AyA	 4 	ayA	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 5 	aya	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 6 	auA	 0 	 0 	 0 	 0 	 0 
 222 	AyA	 7 	aua	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 0 	Ayy	 0 	 0 	 21 	 0 	 0.021 
 223 	Ayy	 1 	Ayu	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 2 	Auy	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 3 	Auu	 0 	 0 	 979 	 0 	 0.979 
 223 	Ayy	 4 	ayy	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 5 	ayu	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 6 	auy	 0 	 0 	 0 	 0 	 0 
 223 	Ayy	 7 	auu	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 0 	Aye	 0 	 0 	 21 	 0 	 0.021 
 224 	Aye	 1 	AyE	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 2 	Aue	 0 	 0 	 979 	 0 	 0.979 
 224 	Aye	 3 	AuE	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 4 	aye	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 5 	ayE	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 6 	aue	 0 	 0 	 0 	 0 	 0 
 224 	Aye	 7 	auE	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 0 	Ayi	 0 	 0 	 21 	 0 	 0.021 
 225 	Ayi	 1 	AyI	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 2 	Aui	 0 	 0 	 979 	 0 	 0.979 
 225 	Ayi	 3 	AuI	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 4 	ayi	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 5 	ayI	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 6 	aui	 0 	 0 	 0 	 0 	 0 
 225 	Ayi	 7 	auI	 0 	 0 	 0 	 0 	 0 
 226 	AyI	 0 	AyI	 0 	 0 	 3 	 0 	 0.003 
 226 	AyI	 1 	Ayi	 0 	 0 	 18 	 0 	 0.018 
 226 	AyI	 2 	AuI	 0 	 0 	 7 	 0 	 0.007 
 226 	AyI	 3 	Aui	 0 	 0 	 972 	 0 	 0.972 
 226 	AyI	 4 	ayI	 0 	 0 	 0 	 0 	 0 
 226 	AyI	 5 	ayi	 0 	 0 	 0 	 0 	 0 
 226 	AyI	 6 	auI	 0 	 0 	 0 	 0 	 0 
 226 	AyI	 7 	aui	 0 	 0 	 0 	 0 	 0 
 227 	AyE	 0 	AyE	 0 	 0 	 3 	 0 	 0.003 
 227 	AyE	 1 	Aye	 0 	 0 	 18 	 0 	 0.018 
 227 	AyE	 2 	AuE	 0 	 0 	 8 	 0 	 0.008 
 227 	AyE	 3 	Aue	 0 	 0 	 971 	 0 	 0.971 
 227 	AyE	 4 	ayE	 0 	 0 	 0 	 0 	 0 
 227 	AyE	 5 	aye	 0 	 0 	 0 	 0 	 0 
 227 	AyE	 6 	auE	 0 	 0 	 0 	 0 	 0 
 227 	AyE	 7 	aue	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 0 	Ayo	 0 	 0 	 21 	 0 	 0.021 
 228 	Ayo	 1 	AyO	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 2 	Auo	 0 	 0 	 979 	 0 	 0.979 
 228 	Ayo	 3 	AuO	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 4 	ayo	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 5 	ayO	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 6 	auo	 0 	 0 	 0 	 0 	 0 
 228 	Ayo	 7 	auO	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 0 	Aya	 0 	 0 	 21 	 0 	 0.021 
 229 	Aya	 1 	AyA	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 2 	Aua	 0 	 0 	 979 	 0 	 0.979 
 229 	Aya	 3 	AuA	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 4 	aya	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 5 	ayA	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 6 	aua	 0 	 0 	 0 	 0 	 0 
 229 	Aya	 7 	auA	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 0 	Ayu	 0 	 0 	 21 	 0 	 0.021 
 230 	Ayu	 1 	Ayy	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 2 	Auu	 0 	 0 	 979 	 0 	 0.979 
 230 	Ayu	 3 	Auy	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 4 	ayu	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 5 	ayy	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 6 	auu	 0 	 0 	 0 	 0 	 0 
 230 	Ayu	 7 	auy	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 0 	AeO	 0 	 0 	 9 	 0 	 0.009 
 231 	AeO	 1 	Aeo	 0 	 0 	 991 	 0 	 0.991 
 231 	AeO	 2 	AEO	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 3 	AEo	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 4 	aeO	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 5 	aeo	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 6 	aEO	 0 	 0 	 0 	 0 	 0 
 231 	AeO	 7 	aEo	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 0 	AeA	 0 	 0 	 21 	 0 	 0.021 
 232 	AeA	 1 	Aea	 0 	 0 	 979 	 0 	 0.979 
 232 	AeA	 2 	AEA	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 3 	AEa	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 4 	aeA	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 5 	aea	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 6 	aEA	 0 	 0 	 0 	 0 	 0 
 232 	AeA	 7 	aEa	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 0 	Aey	 0 	 0 	 21 	 0 	 0.021 
 233 	Aey	 1 	Aeu	 0 	 0 	 979 	 0 	 0.979 
 233 	Aey	 2 	AEy	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 3 	AEu	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 4 	aey	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 5 	aeu	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 6 	aEy	 0 	 0 	 0 	 0 	 0 
 233 	Aey	 7 	aEu	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 0 	Aee	 1 	 17 	 1000 	 1 	 1 
 234 	Aee	 1 	AeE	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 2 	AEe	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 3 	AEE	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 4 	aee	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 5 	aeE	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 6 	aEe	 0 	 0 	 0 	 0 	 0 
 234 	Aee	 7 	aEE	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 0 	Aei	 1 	 20 	 1000 	 1 	 1 
 235 	Aei	 1 	AeI	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 2 	AEi	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 3 	AEI	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 4 	aei	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 5 	aeI	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 6 	aEi	 0 	 0 	 0 	 0 	 0 
 235 	Aei	 7 	aEI	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 0 	AeI	 0 	 0 	 10 	 0 	 0.01 
 236 	AeI	 1 	Aei	 0 	 0 	 990 	 0 	 0.99 
 236 	AeI	 2 	AEI	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 3 	AEi	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 4 	aeI	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 5 	aei	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 6 	aEI	 0 	 0 	 0 	 0 	 0 
 236 	AeI	 7 	aEi	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 0 	AeE	 0 	 0 	 11 	 0 	 0.011 
 237 	AeE	 1 	Aee	 0 	 0 	 989 	 0 	 0.989 
 237 	AeE	 2 	AEE	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 3 	AEe	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 4 	aeE	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 5 	aee	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 6 	aEE	 0 	 0 	 0 	 0 	 0 
 237 	AeE	 7 	aEe	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 0 	Aeo	 1 	 11 	 1000 	 1 	 1 
 238 	Aeo	 1 	AeO	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 2 	AEo	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 3 	AEO	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 4 	aeo	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 5 	aeO	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 6 	aEo	 0 	 0 	 0 	 0 	 0 
 238 	Aeo	 7 	aEO	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 0 	Aea	 1 	 15 	 1000 	 1 	 1 
 239 	Aea	 1 	AeA	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 2 	AEa	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 3 	AEA	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 4 	aea	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 5 	aeA	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 6 	aEa	 0 	 0 	 0 	 0 	 0 
 239 	Aea	 7 	aEA	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 0 	Aeu	 1 	 15 	 1000 	 1 	 1 
 240 	Aeu	 1 	Aey	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 2 	AEu	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 3 	AEy	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 4 	aeu	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 5 	aey	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 6 	aEu	 0 	 0 	 0 	 0 	 0 
 240 	Aeu	 7 	aEy	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 0 	AiO	 0 	 0 	 9 	 0 	 0.009 
 241 	AiO	 1 	Aio	 0 	 0 	 991 	 0 	 0.991 
 241 	AiO	 2 	AIO	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 3 	AIo	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 4 	aiO	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 5 	aio	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 6 	aIO	 0 	 0 	 0 	 0 	 0 
 241 	AiO	 7 	aIo	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 0 	AiA	 0 	 0 	 21 	 0 	 0.021 
 242 	AiA	 1 	Aia	 0 	 0 	 979 	 0 	 0.979 
 242 	AiA	 2 	AIA	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 3 	AIa	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 4 	aiA	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 5 	aia	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 6 	aIA	 0 	 0 	 0 	 0 	 0 
 242 	AiA	 7 	aIa	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 0 	Aiy	 0 	 0 	 21 	 0 	 0.021 
 243 	Aiy	 1 	Aiu	 0 	 0 	 979 	 0 	 0.979 
 243 	Aiy	 2 	AIy	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 3 	AIu	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 4 	aiy	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 5 	aiu	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 6 	aIy	 0 	 0 	 0 	 0 	 0 
 243 	Aiy	 7 	aIu	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 0 	Aie	 1 	 13 	 1000 	 1 	 1 
 244 	Aie	 1 	AiE	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 2 	AIe	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 3 	AIE	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 4 	aie	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 5 	aiE	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 6 	aIe	 0 	 0 	 0 	 0 	 0 
 244 	Aie	 7 	aIE	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 0 	Aii	 1 	 14 	 1000 	 1 	 1 
 245 	Aii	 1 	AiI	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 2 	AIi	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 3 	AII	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 4 	aii	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 5 	aiI	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 6 	aIi	 0 	 0 	 0 	 0 	 0 
 245 	Aii	 7 	aII	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 0 	AiI	 0 	 0 	 10 	 0 	 0.01 
 246 	AiI	 1 	Aii	 0 	 0 	 990 	 0 	 0.99 
 246 	AiI	 2 	AII	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 3 	AIi	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 4 	aiI	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 5 	aii	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 6 	aII	 0 	 0 	 0 	 0 	 0 
 246 	AiI	 7 	aIi	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 0 	AiE	 0 	 0 	 11 	 0 	 0.011 
 247 	AiE	 1 	Aie	 0 	 0 	 989 	 0 	 0.989 
 247 	AiE	 2 	AIE	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 3 	AIe	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 4 	aiE	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 5 	aie	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 6 	aIE	 0 	 0 	 0 	 0 	 0 
 247 	AiE	 7 	aIe	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 0 	Aio	 1 	 15 	 1000 	 1 	 1 
 248 	Aio	 1 	AiO	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 2 	AIo	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 3 	AIO	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 4 	aio	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 5 	aiO	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 6 	aIo	 0 	 0 	 0 	 0 	 0 
 248 	Aio	 7 	aIO	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 0 	Aia	 1 	 13 	 1000 	 1 	 1 
 249 	Aia	 1 	AiA	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 2 	AIa	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 3 	AIA	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 4 	aia	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 5 	aiA	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 6 	aIa	 0 	 0 	 0 	 0 	 0 
 249 	Aia	 7 	aIA	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 0 	Aiu	 1 	 16 	 1000 	 1 	 1 
 250 	Aiu	 1 	Aiy	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 2 	AIu	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 3 	AIy	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 4 	aiu	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 5 	aiy	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 6 	aIu	 0 	 0 	 0 	 0 	 0 
 250 	Aiu	 7 	aIy	 0 	 0 	 0 	 0 	 0 
 251 	AIO	 0 	AIO	 0 	 0 	 0 	 0 	 0 
 251 	AIO	 1 	AIo	 0 	 0 	 10 	 0 	 0.01 
 251 	AIO	 2 	AiO	 0 	 0 	 9 	 0 	 0.009 
 251 	AIO	 3 	Aio	 0 	 0 	 981 	 0 	 0.981 
 251 	AIO	 4 	aIO	 0 	 0 	 0 	 0 	 0 
 251 	AIO	 5 	aIo	 0 	 0 	 0 	 0 	 0 
 251 	AIO	 6 	aiO	 0 	 0 	 0 	 0 	 0 
 251 	AIO	 7 	aio	 0 	 0 	 0 	 0 	 0 
 252 	AIA	 0 	AIA	 0 	 0 	 3 	 0 	 0.003 
 252 	AIA	 1 	AIa	 0 	 0 	 7 	 0 	 0.007 
 252 	AIA	 2 	AiA	 0 	 0 	 18 	 0 	 0.018 
 252 	AIA	 3 	Aia	 0 	 0 	 972 	 0 	 0.972 
 252 	AIA	 4 	aIA	 0 	 0 	 0 	 0 	 0 
 252 	AIA	 5 	aIa	 0 	 0 	 0 	 0 	 0 
 252 	AIA	 6 	aiA	 0 	 0 	 0 	 0 	 0 
 252 	AIA	 7 	aia	 0 	 0 	 0 	 0 	 0 
 253 	AIy	 0 	AIy	 0 	 0 	 3 	 0 	 0.003 
 253 	AIy	 1 	AIu	 0 	 0 	 7 	 0 	 0.007 
 253 	AIy	 2 	Aiy	 0 	 0 	 18 	 0 	 0.018 
 253 	AIy	 3 	Aiu	 0 	 0 	 972 	 0 	 0.972 
 253 	AIy	 4 	aIy	 0 	 0 	 0 	 0 	 0 
 253 	AIy	 5 	aIu	 0 	 0 	 0 	 0 	 0 
 253 	AIy	 6 	aiy	 0 	 0 	 0 	 0 	 0 
 253 	AIy	 7 	aiu	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 0 	AIe	 0 	 0 	 10 	 0 	 0.01 
 254 	AIe	 1 	AIE	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 2 	Aie	 0 	 0 	 990 	 0 	 0.99 
 254 	AIe	 3 	AiE	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 4 	aIe	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 5 	aIE	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 6 	aie	 0 	 0 	 0 	 0 	 0 
 254 	AIe	 7 	aiE	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 0 	AIi	 0 	 0 	 10 	 0 	 0.01 
 255 	AIi	 1 	AII	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 2 	Aii	 0 	 0 	 990 	 0 	 0.99 
 255 	AIi	 3 	AiI	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 4 	aIi	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 5 	aII	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 6 	aii	 0 	 0 	 0 	 0 	 0 
 255 	AIi	 7 	aiI	 0 	 0 	 0 	 0 	 0 
 256 	AII	 0 	AII	 0 	 0 	 10 	 0 	 0.01 
 256 	AII	 1 	AIi	 0 	 0 	 0 	 0 	 0 
 256 	AII	 2 	AiI	 0 	 0 	 0 	 0 	 0 
 256 	AII	 3 	Aii	 0 	 0 	 990 	 0 	 0.99 
 256 	AII	 4 	aII	 0 	 0 	 0 	 0 	 0 
 256 	AII	 5 	aIi	 0 	 0 	 0 	 0 	 0 
 256 	AII	 6 	aiI	 0 	 0 	 0 	 0 	 0 
 256 	AII	 7 	aii	 0 	 0 	 0 	 0 	 0 
 257 	AIE	 0 	AIE	 0 	 0 	 10 	 0 	 0.01 
 257 	AIE	 1 	AIe	 0 	 0 	 0 	 0 	 0 
 257 	AIE	 2 	AiE	 0 	 0 	 1 	 0 	 0.001 
 257 	AIE	 3 	Aie	 0 	 0 	 989 	 0 	 0.989 
 257 	AIE	 4 	aIE	 0 	 0 	 0 	 0 	 0 
 257 	AIE	 5 	aIe	 0 	 0 	 0 	 0 	 0 
 257 	AIE	 6 	aiE	 0 	 0 	 0 	 0 	 0 
 257 	AIE	 7 	aie	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 0 	AIo	 0 	 0 	 10 	 0 	 0.01 
 258 	AIo	 1 	AIO	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 2 	Aio	 0 	 0 	 990 	 0 	 0.99 
 258 	AIo	 3 	AiO	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 4 	aIo	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 5 	aIO	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 6 	aio	 0 	 0 	 0 	 0 	 0 
 258 	AIo	 7 	aiO	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 0 	AIa	 0 	 0 	 10 	 0 	 0.01 
 259 	AIa	 1 	AIA	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 2 	Aia	 0 	 0 	 990 	 0 	 0.99 
 259 	AIa	 3 	AiA	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 4 	aIa	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 5 	aIA	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 6 	aia	 0 	 0 	 0 	 0 	 0 
 259 	AIa	 7 	aiA	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 0 	AIu	 0 	 0 	 10 	 0 	 0.01 
 260 	AIu	 1 	AIy	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 2 	Aiu	 0 	 0 	 990 	 0 	 0.99 
 260 	AIu	 3 	Aiy	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 4 	aIu	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 5 	aIy	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 6 	aiu	 0 	 0 	 0 	 0 	 0 
 260 	AIu	 7 	aiy	 0 	 0 	 0 	 0 	 0 
 261 	AEO	 0 	AEO	 0 	 0 	 0 	 0 	 0 
 261 	AEO	 1 	AEo	 0 	 0 	 11 	 0 	 0.011 
 261 	AEO	 2 	AeO	 0 	 0 	 9 	 0 	 0.009 
 261 	AEO	 3 	Aeo	 0 	 0 	 980 	 0 	 0.98 
 261 	AEO	 4 	aEO	 0 	 0 	 0 	 0 	 0 
 261 	AEO	 5 	aEo	 0 	 0 	 0 	 0 	 0 
 261 	AEO	 6 	aeO	 0 	 0 	 0 	 0 	 0 
 261 	AEO	 7 	aeo	 0 	 0 	 0 	 0 	 0 
 262 	AEA	 0 	AEA	 0 	 0 	 3 	 0 	 0.003 
 262 	AEA	 1 	AEa	 0 	 0 	 8 	 0 	 0.008 
 262 	AEA	 2 	AeA	 0 	 0 	 18 	 0 	 0.018 
 262 	AEA	 3 	Aea	 0 	 0 	 971 	 0 	 0.971 
 262 	AEA	 4 	aEA	 0 	 0 	 0 	 0 	 0 
 262 	AEA	 5 	aEa	 0 	 0 	 0 	 0 	 0 
 262 	AEA	 6 	aeA	 0 	 0 	 0 	 0 	 0 
 262 	AEA	 7 	aea	 0 	 0 	 0 	 0 	 0 
 263 	AEy	 0 	AEy	 0 	 0 	 3 	 0 	 0.003 
 263 	AEy	 1 	AEu	 0 	 0 	 8 	 0 	 0.008 
 263 	AEy	 2 	Aey	 0 	 0 	 18 	 0 	 0.018 
 263 	AEy	 3 	Aeu	 0 	 0 	 971 	 0 	 0.971 
 263 	AEy	 4 	aEy	 0 	 0 	 0 	 0 	 0 
 263 	AEy	 5 	aEu	 0 	 0 	 0 	 0 	 0 
 263 	AEy	 6 	aey	 0 	 0 	 0 	 0 	 0 
 263 	AEy	 7 	aeu	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 0 	AEe	 0 	 0 	 11 	 0 	 0.011 
 264 	AEe	 1 	AEE	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 2 	Aee	 0 	 0 	 989 	 0 	 0.989 
 264 	AEe	 3 	AeE	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 4 	aEe	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 5 	aEE	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 6 	aee	 0 	 0 	 0 	 0 	 0 
 264 	AEe	 7 	aeE	 0 	 0 	 0 	 0 	 0 
 265 	AEi	 0 	AEi	 0 	 0 	 11 	 0 	 0.011 
